# II 4.28571
# samples 7
# modulo 30
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_SAM/RM476.xml
# vertex;sample;cycle;fu
Sum10;0;0;0
Constant10;0;0;0
Constant11;0;0;0
X;0;0;0
Constant;0;0;0
Constant1;0;0;0
Constant12;0;0;0
Constant13;0;0;0
Constant14;0;0;0
Constant15;0;0;0
Constant16;0;0;0
Constant17;0;0;0
Constant18;0;0;0
Constant19;0;0;0
Constant2;0;0;0
Constant20;0;0;0
Constant21;0;0;0
Constant22;0;0;0
Constant23;0;0;0
Constant24;0;0;0
Constant25;0;0;0
Constant29;0;0;0
Constant3;0;0;0
Constant32;0;0;0
Constant33;0;0;0
Constant34;0;0;0
Constant4;0;0;0
Constant5;0;0;0
Constant6;0;0;0
Constant7;0;0;0
Constant8;0;0;0
Constant9;0;0;0
Product;0;6;0
Product1;0;5;0
Product10;0;51;0
Product11;0;50;0
Product12;0;39;0
Product13;0;42;0
Product14;0;62;0
Product15;0;88;0
Product16;0;25;0
Product17;0;101;0
Product18;0;60;0
Product19;0;47;0
Product2;0;10;0
Product20;0;76;0
Product21;0;104;0
Product22;0;124;0
Product23;0;103;0
Product24;0;109;0
Product25;0;23;0
Product29;0;31;0
Product3;0;15;0
Product32;0;24;0
Product33;0;33;0
Product34;0;29;0
Product4;0;18;0
Product5;0;26;0
Product6;0;7;0
Product7;0;22;0
Product8;0;38;0
Product9;0;27;0
Sum25;0;26;0
Sum11;0;1;0
Sum12;0;0;1
Sum13;0;1;1
Sum14;0;28;0
Sum15;0;10;0
Sum16;0;24;0
Sum17;0;0;2
Sum18;0;3;0
Sum19;0;0;3
Sum2;0;4;0
Sum20;0;2;0
Sum21;0;15;0
Sum22;0;7;0
Sum23;0;29;0
Sum24;0;24;1
Sum1Tree4;0;30;4
Sum26;0;6;0
Sum27;0;6;1
Sum28;0;0;5
Sum29;0;11;0
Sum3;0;0;6
Sum30;0;2;1
Sum31;0;9;0
Sum4;0;0;7
Sum5;0;25;0
Sum6;0;7;1
Sum7;0;1;2
Sum8;0;0;8
Sum9;0;2;2
Y;0;155;0
Sum1Tree0;0;10;1
Sum1Tree1;0;15;1
Sum1Tree2;0;20;0
Sum1Tree3;0;25;1
Sum1Tree28;0;150;9
Sum1Tree5;0;35;0
Sum1Tree6;0;40;2
Sum1Tree7;0;45;2
Sum1Tree8;0;50;1
Sum1Tree9;0;55;2
Sum1Tree10;0;60;10
Sum1Tree11;0;65;1
Sum1Tree12;0;70;3
Sum1Tree13;0;75;3
Sum1Tree14;0;80;2
Sum1Tree15;0;85;3
Sum1Tree16;0;90;11
Sum1Tree17;0;95;2
Sum1Tree18;0;100;4
Sum1Tree19;0;105;4
Sum1Tree20;0;110;3
Sum1Tree21;0;115;4
Sum1Tree22;0;120;12
Sum1Tree23;0;125;3
Sum1Tree24;0;130;5
Sum1Tree25;0;135;5
Sum1Tree26;0;140;4
Sum1Tree27;0;145;5
Sum10;1;4;1
Constant10;1;4;0
Constant11;1;4;0
X;1;4;0
Constant;1;4;0
Constant1;1;4;0
Constant12;1;4;0
Constant13;1;4;0
Constant14;1;4;0
Constant15;1;4;0
Constant16;1;4;0
Constant17;1;4;0
Constant18;1;4;0
Constant19;1;4;0
Constant2;1;4;0
Constant20;1;4;0
Constant21;1;4;0
Constant22;1;4;0
Constant23;1;4;0
Constant24;1;4;0
Constant25;1;4;0
Constant29;1;4;0
Constant3;1;4;0
Constant32;1;4;0
Constant33;1;4;0
Constant34;1;4;0
Constant4;1;4;0
Constant5;1;4;0
Constant6;1;4;0
Constant7;1;4;0
Constant8;1;4;0
Constant9;1;4;0
Product;1;10;1
Product1;1;9;1
Product10;1;55;1
Product11;1;54;1
Product12;1;43;1
Product13;1;46;1
Product14;1;66;1
Product15;1;92;1
Product16;1;29;1
Product17;1;105;1
Product18;1;64;1
Product19;1;51;1
Product2;1;14;1
Product20;1;80;1
Product21;1;108;1
Product22;1;128;1
Product23;1;107;1
Product24;1;113;1
Product25;1;27;1
Product29;1;35;1
Product3;1;19;1
Product32;1;28;1
Product33;1;37;1
Product34;1;33;1
Product4;1;22;1
Product5;1;30;1
Product6;1;11;1
Product7;1;26;1
Product8;1;42;1
Product9;1;31;1
Sum25;1;30;13
Sum11;1;5;4
Sum12;1;4;2
Sum13;1;5;5
Sum14;1;32;3
Sum15;1;14;0
Sum16;1;28;1
Sum17;1;4;3
Sum18;1;7;2
Sum19;1;4;4
Sum2;1;8;0
Sum20;1;6;2
Sum21;1;19;0
Sum22;1;11;1
Sum23;1;33;1
Sum24;1;28;2
Sum1Tree4;1;34;5
Sum26;1;10;6
Sum27;1;10;7
Sum28;1;4;6
Sum29;1;15;6
Sum3;1;4;7
Sum30;1;6;3
Sum31;1;13;0
Sum4;1;4;8
Sum5;1;29;1
Sum6;1;11;2
Sum7;1;5;6
Sum8;1;4;9
Sum9;1;6;4
Y;1;159;0
Sum1Tree0;1;14;1
Sum1Tree1;1;19;1
Sum1Tree2;1;24;2
Sum1Tree3;1;29;2
Sum1Tree28;1;154;10
Sum1Tree5;1;39;1
Sum1Tree6;1;44;2
Sum1Tree7;1;49;2
Sum1Tree8;1;54;3
Sum1Tree9;1;59;3
Sum1Tree10;1;64;11
Sum1Tree11;1;69;2
Sum1Tree12;1;74;3
Sum1Tree13;1;79;3
Sum1Tree14;1;84;4
Sum1Tree15;1;89;4
Sum1Tree16;1;94;12
Sum1Tree17;1;99;3
Sum1Tree18;1;104;4
Sum1Tree19;1;109;4
Sum1Tree20;1;114;5
Sum1Tree21;1;119;5
Sum1Tree22;1;124;13
Sum1Tree23;1;129;4
Sum1Tree24;1;134;5
Sum1Tree25;1;139;5
Sum1Tree26;1;144;6
Sum1Tree27;1;149;6
Sum10;2;8;1
Constant10;2;8;0
Constant11;2;8;0
X;2;8;0
Constant;2;8;0
Constant1;2;8;0
Constant12;2;8;0
Constant13;2;8;0
Constant14;2;8;0
Constant15;2;8;0
Constant16;2;8;0
Constant17;2;8;0
Constant18;2;8;0
Constant19;2;8;0
Constant2;2;8;0
Constant20;2;8;0
Constant21;2;8;0
Constant22;2;8;0
Constant23;2;8;0
Constant24;2;8;0
Constant25;2;8;0
Constant29;2;8;0
Constant3;2;8;0
Constant32;2;8;0
Constant33;2;8;0
Constant34;2;8;0
Constant4;2;8;0
Constant5;2;8;0
Constant6;2;8;0
Constant7;2;8;0
Constant8;2;8;0
Constant9;2;8;0
Product;2;14;2
Product1;2;13;2
Product10;2;59;2
Product11;2;58;2
Product12;2;47;2
Product13;2;50;2
Product14;2;70;2
Product15;2;96;2
Product16;2;33;2
Product17;2;109;2
Product18;2;68;2
Product19;2;55;2
Product2;2;18;2
Product20;2;84;2
Product21;2;112;2
Product22;2;132;2
Product23;2;111;2
Product24;2;117;2
Product25;2;31;2
Product29;2;39;2
Product3;2;23;2
Product32;2;32;2
Product33;2;41;2
Product34;2;37;2
Product4;2;26;2
Product5;2;34;2
Product6;2;15;2
Product7;2;30;2
Product8;2;46;2
Product9;2;35;2
Sum25;2;34;14
Sum11;2;9;5
Sum12;2;8;2
Sum13;2;9;6
Sum14;2;36;5
Sum15;2;18;0
Sum16;2;32;4
Sum17;2;8;3
Sum18;2;11;3
Sum19;2;8;4
Sum2;2;12;0
Sum20;2;10;8
Sum21;2;23;0
Sum22;2;15;7
Sum23;2;37;3
Sum24;2;32;5
Sum1Tree4;2;38;5
Sum26;2;14;6
Sum27;2;14;7
Sum28;2;8;6
Sum29;2;19;6
Sum3;2;8;7
Sum30;2;10;9
Sum31;2;17;0
Sum4;2;8;8
Sum5;2;33;2
Sum6;2;15;8
Sum7;2;9;7
Sum8;2;8;9
Sum9;2;10;10
Y;2;163;0
Sum1Tree0;2;18;1
Sum1Tree1;2;23;1
Sum1Tree2;2;28;3
Sum1Tree3;2;33;3
Sum1Tree28;2;158;10
Sum1Tree5;2;43;1
Sum1Tree6;2;48;2
Sum1Tree7;2;53;2
Sum1Tree8;2;58;4
Sum1Tree9;2;63;4
Sum1Tree10;2;68;11
Sum1Tree11;2;73;2
Sum1Tree12;2;78;3
Sum1Tree13;2;83;3
Sum1Tree14;2;88;5
Sum1Tree15;2;93;5
Sum1Tree16;2;98;12
Sum1Tree17;2;103;3
Sum1Tree18;2;108;4
Sum1Tree19;2;113;4
Sum1Tree20;2;118;6
Sum1Tree21;2;123;6
Sum1Tree22;2;128;13
Sum1Tree23;2;133;4
Sum1Tree24;2;138;5
Sum1Tree25;2;143;5
Sum1Tree26;2;148;7
Sum1Tree27;2;153;7
Sum10;3;13;5
Constant10;3;13;0
Constant11;3;13;0
X;3;13;0
Constant;3;13;0
Constant1;3;13;0
Constant12;3;13;0
Constant13;3;13;0
Constant14;3;13;0
Constant15;3;13;0
Constant16;3;13;0
Constant17;3;13;0
Constant18;3;13;0
Constant19;3;13;0
Constant2;3;13;0
Constant20;3;13;0
Constant21;3;13;0
Constant22;3;13;0
Constant23;3;13;0
Constant24;3;13;0
Constant25;3;13;0
Constant29;3;13;0
Constant3;3;13;0
Constant32;3;13;0
Constant33;3;13;0
Constant34;3;13;0
Constant4;3;13;0
Constant5;3;13;0
Constant6;3;13;0
Constant7;3;13;0
Constant8;3;13;0
Constant9;3;13;0
Product;3;19;3
Product1;3;18;3
Product10;3;64;3
Product11;3;63;3
Product12;3;52;3
