# II 7.5
# samples 2
# modulo 15
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_SAM/RM223.xml
# vertex;sample;cycle;fu
Sum10;0;2;0
Constant10;0;22;0
Constant11;0;0;0
X;0;0;0
Constant;0;0;0
Constant1;0;0;0
Constant12;0;0;0
Constant13;0;0;0
Constant14;0;0;0
Constant15;0;1;0
Constant16;0;29;0
Constant17;0;1;0
Constant18;0;5;0
Constant19;0;0;0
Constant2;0;0;0
Constant20;0;1;0
Constant21;0;0;0
Constant22;0;9;0
Constant23;0;0;0
Constant24;0;14;0
Constant25;0;0;0
Constant29;0;0;0
Constant3;0;0;0
Constant32;0;0;0
Constant33;0;1;0
Constant34;0;1;0
Constant4;0;0;0
Constant5;0;0;0
Constant6;0;0;0
Constant7;0;1;0
Constant8;0;3;0
Constant9;0;0;0
Product;0;6;0
Product1;0;5;0
Product10;0;26;0
Product11;0;10;0
Product12;0;12;0
Product13;0;19;0
Product14;0;8;0
Product15;0;28;0
Product16;0;42;1
Product17;0;7;0
Product18;0;14;0
Product19;0;16;0
Product2;0;5;1
Product20;0;17;0
Product21;0;18;0
Product22;0;24;0
Product23;0;101;1
Product24;0;32;1
Product25;0;135;0
Product29;0;13;1
Product3;0;8;1
Product32;0;29;1
Product33;0;7;1
Product34;0;9;1
Product4;0;10;1
Product5;0;15;1
Product6;0;31;1
Product7;0;18;1
Product8;0;6;1
Product9;0;19;1
Sum25;0;21;0
Sum11;0;4;0
Sum12;0;5;0
Sum13;0;13;0
Sum14;0;1;0
Sum15;0;14;0
Sum16;0;6;1
Sum17;0;11;0
Sum18;0;1;1
Sum19;0;1;2
Sum2;0;4;1
Sum20;0;4;2
Sum21;0;21;2
Sum22;0;4;3
Sum23;0;2;1
Sum24;0;5;1
Sum1Tree4;0;30;0
Sum26;0;1;3
Sum27;0;11;1
Sum28;0;1;4
Sum29;0;27;0
Sum3;0;14;1
Sum30;0;6;3
Sum31;0;6;4
Sum4;0;4;4
Sum5;0;6;5
Sum6;0;7;0
Sum7;0;1;5
Sum8;0;0;1
Sum9;0;0;2
Y;0;156;0
Sum1Tree0;0;10;0
Sum1Tree1;0;15;3
Sum1Tree2;0;20;2
Sum1Tree3;0;25;1
Sum1Tree28;0;151;6
Sum1Tree5;0;35;3
Sum1Tree6;0;40;2
Sum1Tree7;0;45;4
Sum1Tree8;0;50;4
Sum1Tree9;0;55;3
Sum1Tree10;0;60;5
Sum1Tree11;0;65;5
Sum1Tree12;0;70;4
Sum1Tree13;0;75;6
Sum1Tree14;0;80;6
Sum1Tree15;0;85;5
Sum1Tree16;0;90;7
Sum1Tree17;0;95;7
Sum1Tree18;0;100;6
Sum1Tree19;0;105;8
Sum1Tree20;0;110;8
Sum1Tree21;0;116;2
Sum1Tree22;0;121;7
Sum1Tree23;0;126;6
Sum1Tree24;0;131;3
Sum1Tree25;0;136;8
Sum1Tree26;0;141;7
Sum1Tree27;0;146;4
Sum10;1;10;7
Constant10;1;30;0
Constant11;1;8;0
X;1;8;0
Constant;1;8;0
Constant1;1;8;0
Constant12;1;8;0
Constant13;1;8;0
Constant14;1;8;0
Constant15;1;9;0
Constant16;1;37;0
Constant17;1;9;0
Constant18;1;13;0
Constant19;1;8;0
Constant2;1;8;0
Constant20;1;9;0
Constant21;1;8;0
Constant22;1;17;0
Constant23;1;8;0
Constant24;1;22;0
Constant25;1;8;0
Constant29;1;8;0
Constant3;1;8;0
Constant32;1;8;0
Constant33;1;9;0
Constant34;1;9;0
Constant4;1;8;0
Constant5;1;8;0
Constant6;1;8;0
Constant7;1;9;0
Constant8;1;11;0
Constant9;1;8;0
Product;1;14;2
Product1;1;13;2
Product10;1;34;2
Product11;1;18;2
Product12;1;20;2
Product13;1;27;2
Product14;1;16;2
Product15;1;36;2
Product16;1;50;3
Product17;1;15;2
Product18;1;22;2
Product19;1;24;2
Product2;1;13;3
Product20;1;25;2
Product21;1;26;2
Product22;1;32;2
Product23;1;109;3
Product24;1;40;3
Product25;1;143;2
Product29;1;21;3
Product3;1;16;3
Product32;1;37;3
Product33;1;15;3
Product34;1;17;3
Product4;1;18;3
Product5;1;23;3
Product6;1;39;3
Product7;1;26;3
Product8;1;14;3
Product9;1;27;3
Sum25;1;29;2
Sum11;1;12;1
Sum12;1;13;1
Sum13;1;21;8
Sum14;1;9;0
Sum15;1;22;1
Sum16;1;14;3
Sum17;1;19;5
Sum18;1;9;1
Sum19;1;9;2
Sum2;1;12;2
Sum20;1;12;3
Sum21;1;29;4
Sum22;1;12;4
Sum23;1;10;8
Sum24;1;13;2
Sum1Tree4;1;38;0
Sum26;1;9;3
Sum27;1;19;6
Sum28;1;9;4
Sum29;1;35;9
Sum3;1;22;2
Sum30;1;14;5
Sum31;1;14;6
Sum4;1;12;5
Sum5;1;14;7
Sum6;1;15;9
Sum7;1;9;5
Sum8;1;8;1
Sum9;1;8;2
Y;1;164;0
Sum1Tree0;1;18;0
Sum1Tree1;1;23;3
Sum1Tree2;1;28;3
Sum1Tree3;1;33;1
Sum1Tree28;1;159;6
Sum1Tree5;1;43;4
Sum1Tree6;1;48;2
Sum1Tree7;1;53;4
Sum1Tree8;1;58;5
Sum1Tree9;1;63;3
Sum1Tree10;1;68;5
Sum1Tree11;1;73;6
Sum1Tree12;1;78;4
Sum1Tree13;1;83;6
Sum1Tree14;1;88;7
Sum1Tree15;1;93;5
Sum1Tree16;1;98;7
Sum1Tree17;1;103;8
Sum1Tree18;1;108;6
Sum1Tree19;1;113;8
Sum1Tree20;1;118;9
Sum1Tree21;1;124;7
Sum1Tree22;1;129;7
Sum1Tree23;1;134;8
Sum1Tree24;1;139;8
Sum1Tree25;1;144;8
Sum1Tree26;1;149;9
Sum1Tree27;1;154;9
