# II 7.375
# samples 8
# modulo 59
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_SAM/RM176.xml
# vertex;sample;cycle;fu
Sum10;0;51;0
Constant10;0;8;0
Constant11;0;0;0
X;0;0;0
Constant;0;7;0
Constant1;0;1;0
Constant12;0;7;0
Constant13;0;6;0
Constant14;0;7;0
Constant15;0;7;0
Constant16;0;0;0
Constant17;0;6;0
Constant18;0;4;0
Constant19;0;2;0
Constant2;0;6;0
Constant20;0;5;0
Constant21;0;6;0
Constant22;0;5;0
Constant23;0;5;0
Constant24;0;7;0
Constant25;0;0;0
Constant29;0;6;0
Constant3;0;5;0
Constant32;0;0;0
Constant33;0;0;0
Constant34;0;1;0
Constant4;0;0;0
Constant5;0;0;0
Constant6;0;0;0
Constant7;0;0;0
Constant8;0;0;0
Constant9;0;5;0
Product;0;10;0
Product1;0;7;0
Product10;0;96;0
Product11;0;59;0
Product12;0;54;0
Product13;0;198;0
Product14;0;81;0
Product15;0;305;1
Product16;0;184;1
Product17;0;44;0
Product18;0;64;0
Product19;0;220;0
Product2;0;72;0
Product20;0;215;0
Product21;0;89;0
Product22;0;252;0
Product23;0;100;0
Product24;0;39;0
Product25;0;57;0
Product29;0;56;0
Product3;0;71;0
Product32;0;51;0
Product33;0;254;0
Product34;0;341;0
Product4;0;80;1
Product5;0;48;0
Product6;0;143;0
Product7;0;38;1
Product8;0;155;1
Product9;0;201;0
Sum25;0;40;0
Sum11;0;18;0
Sum12;0;19;0
Sum13;0;8;0
Sum14;0;35;0
Sum15;0;52;0
Sum16;0;40;1
Sum17;0;21;0
Sum18;0;54;0
Sum19;0;56;0
Sum2;0;5;0
Sum20;0;20;0
Sum21;0;37;0
Sum22;0;50;0
Sum23;0;36;0
Sum24;0;26;0
Sum1Tree4;0;149;0
Sum26;0;39;0
Sum27;0;30;0
Sum28;0;29;0
Sum29;0;28;0
Sum3;0;39;1
Sum30;0;51;1
Sum31;0;33;0
Sum4;0;51;2
Sum5;0;29;1
Sum6;0;30;1
Sum7;0;1;0
Sum8;0;0;0
Sum9;0;9;0
Y;0;512;0
Sum1Tree0;0;67;1
Sum1Tree1;0;77;1
Sum1Tree2;0;124;0
Sum1Tree3;0;142;0
Sum1Tree28;0;504;0
Sum1Tree5;0;157;2
Sum1Tree6;0;172;1
Sum1Tree7;0;211;0
Sum1Tree8;0;227;1
Sum1Tree9;0;237;1
Sum1Tree10;0;271;1
Sum1Tree11;0;285;0
Sum1Tree12;0;298;0
Sum1Tree13;0;314;1
Sum1Tree14;0;321;1
Sum1Tree15;0;326;1
Sum1Tree16;0;331;1
Sum1Tree17;0;336;0
Sum1Tree18;0;351;1
Sum1Tree19;0;400;0
Sum1Tree20;0;405;3
Sum1Tree21;0;411;0
Sum1Tree22;0;419;1
Sum1Tree23;0;424;0
Sum1Tree24;0;430;0
Sum1Tree25;0;435;0
Sum1Tree26;0;440;0
Sum1Tree27;0;450;1
Sum10;1;0;1
Constant10;1;4;0
Constant11;1;2;0
X;1;4;0
Constant;1;0;0
Constant1;1;0;0
Constant12;1;6;0
Constant13;1;0;0
Constant14;1;6;0
Constant15;1;0;0
Constant16;1;5;0
Constant17;1;0;0
Constant18;1;0;0
Constant19;1;5;0
Constant2;1;7;0
Constant20;1;10;0
Constant21;1;0;0
Constant22;1;6;0
Constant23;1;2;0
Constant24;1;0;0
Constant25;1;10;0
Constant29;1;0;0
Constant3;1;0;0
Constant32;1;7;0
Constant33;1;14;0
Constant34;1;0;0
Constant4;1;8;0
Constant5;1;4;0
Constant6;1;6;0
Constant7;1;6;0
Constant8;1;6;0
Constant9;1;2;0
Product;1;18;1
Product1;1;18;2
Product10;1;85;0
Product11;1;59;1
Product12;1;73;0
Product13;1;85;1
Product14;1;176;0
Product15;1;14;1
Product16;1;30;1
Product17;1;166;1
Product18;1;80;2
Product19;1;82;0
Product2;1;23;1
Product20;1;129;0
Product21;1;33;0
Product22;1;201;1
Product23;1;48;2
Product24;1;15;0
Product25;1;54;1
Product29;1;72;1
Product3;1;28;0
Product32;1;208;0
Product33;1;32;0
Product34;1;219;0
Product4;1;32;1
Product5;1;27;0
Product6;1;43;1
Product7;1;48;3
Product8;1;12;1
Product9;1;51;1
Sum25;1;36;2
Sum11;1;21;1
Sum12;1;9;1
Sum13;1;12;0
Sum14;1;4;0
Sum15;1;58;0
Sum16;1;20;1
Sum17;1;53;0
Sum18;1;8;2
Sum19;1;45;0
Sum2;1;44;0
Sum20;1;9;2
Sum21;1;13;0
Sum22;1;26;2
Sum23;1;27;1
Sum24;1;46;1
Sum1Tree4;1;42;0
Sum26;1;27;2
Sum27;1;58;1
Sum28;1;23;0
Sum29;1;4;1
Sum3;1;38;0
Sum30;1;39;3
Sum31;1;32;1
Sum4;1;52;1
Sum5;1;55;0
Sum6;1;39;4
Sum7;1;5;1
Sum8;1;13;1
Sum9;1;8;3
Y;1;397;0
Sum1Tree0;1;22;1
Sum1Tree1;1;27;3
Sum1Tree2;1;32;2
Sum1Tree3;1;37;2
Sum1Tree28;1;390;3
Sum1Tree5;1;47;0
Sum1Tree6;1;52;2
Sum1Tree7;1;61;0
Sum1Tree8;1;109;2
Sum1Tree9;1;119;2
Sum1Tree10;1;128;0
Sum1Tree11;1;137;2
Sum1Tree12;1;142;1
Sum1Tree13;1;171;1
Sum1Tree14;1;181;2
Sum1Tree15;1;189;1
