# II 7.5
# samples 2
# modulo 15
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_SAM/RM450.xml
# vertex;sample;cycle;fu
Sum10;0;1;0
Constant10;0;4;0
Constant11;0;3;0
X;0;0;0
Constant;0;4;0
Constant1;0;0;0
Constant12;0;0;0
Constant13;0;5;0
Constant14;0;7;0
Constant15;0;41;0
Constant16;0;4;0
Constant17;0;0;0
Constant18;0;0;0
Constant19;0;7;0
Constant2;0;6;0
Constant20;0;7;0
Constant21;0;7;0
Constant22;0;6;0
Constant23;0;7;0
Constant24;0;0;0
Constant25;0;6;0
Constant29;0;4;0
Constant3;0;7;0
Constant32;0;82;0
Constant33;0;4;0
Constant34;0;10;0
Constant4;0;7;0
Constant5;0;8;0
Constant6;0;6;0
Constant7;0;5;0
Constant8;0;6;0
Constant9;0;4;0
Product;0;6;0
Product1;0;5;0
Product10;0;41;0
Product11;0;32;0
Product12;0;7;0
Product13;0;34;0
Product14;0;57;0
Product15;0;48;0
Product16;0;18;1
Product17;0;24;0
Product18;0;69;1
Product19;0;55;0
Product2;0;11;1
Product20;0;8;0
Product21;0;117;1
Product22;0;115;1
Product23;0;28;0
Product24;0;5;1
Product25;0;137;1
Product29;0;30;0
Product3;0;13;1
Product32;0;96;1
Product33;0;16;0
Product34;0;16;1
Product4;0;19;1
Product5;0;14;0
Product6;0;22;1
Product7;0;29;1
Product8;0;8;1
Product9;0;45;1
Sum25;0;12;0
Sum11;0;7;0
Sum12;0;0;0
Sum13;0;3;0
Sum14;0;2;0
Sum15;0;22;1
Sum16;0;0;1
Sum17;0;14;0
Sum18;0;0;2
Sum19;0;1;1
Sum2;0;1;2
Sum20;0;1;3
Sum21;0;3;1
Sum22;0;2;1
Sum23;0;12;1
Sum24;0;3;2
Sum1Tree4;0;30;3
Sum26;0;13;0
Sum27;0;2;2
Sum28;0;6;0
Sum29;0;0;4
Sum3;0;2;3
Sum30;0;120;5
Sum31;0;0;6
Sum4;0;11;0
Sum5;0;2;4
Sum6;0;2;5
Sum7;0;1;4
Sum8;0;0;7
Sum9;0;6;1
Y;0;155;0
Sum1Tree0;0;10;0
Sum1Tree1;0;15;8
Sum1Tree2;0;20;0
Sum1Tree3;0;25;1
Sum1Tree28;0;150;9
Sum1Tree5;0;35;1
