# II 2.95
# samples 20
# modulo 59
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_SAM/RM492.xml
# vertex;sample;cycle;fu
Sum10;0;8;0
Constant10;0;16;0
Constant11;0;13;0
X;0;0;0
Constant;0;7;0
Constant1;0;0;0
Constant12;0;4;0
Constant13;0;7;0
Constant14;0;6;0
Constant15;0;9;0
Constant16;0;17;0
Constant17;0;33;0
Constant18;0;5;0
Constant19;0;11;0
Constant2;0;14;0
Constant20;0;14;0
Constant21;0;10;0
Constant22;0;9;0
Constant23;0;15;0
Constant24;0;8;0
Constant25;0;0;0
Constant29;0;1;0
Constant3;0;11;0
Constant32;0;17;0
Constant33;0;56;0
Constant34;0;6;0
Constant4;0;13;0
Constant5;0;0;0
Constant6;0;15;0
Constant7;0;9;0
Constant8;0;43;0
Constant9;0;21;0
Product;0;63;0
Product1;0;59;0
Product10;0;363;0
Product11;0;414;0
Product12;0;417;1
Product13;0;429;0
Product14;0;626;0
Product15;0;674;0
Product16;0;661;0
Product17;0;710;0
Product18;0;473;1
Product19;0;547;1
Product2;0;78;0
Product20;0;564;0
Product21;0;945;2
Product22;0;956;1
Product23;0;1004;3
Product24;0;79;0
Product25;0;35;0
Product29;0;93;0
Product3;0;84;1
Product32;0;815;0
Product33;0;839;0
Product34;0;846;1
Product4;0;139;0
Product5;0;143;2
Product6;0;151;1
Product7;0;236;1
Product8;0;276;0
Product9;0;315;2
Sum25;0;30;0
Sum11;0;32;0
Sum12;0;15;0
Sum13;0;44;0
Sum14;0;41;0
Sum15;0;47;0
Sum16;0;57;0
Sum17;0;48;0
Sum18;0;10;0
Sum19;0;36;0
Sum2;0;53;0
Sum20;0;47;1
Sum21;0;30;1
Sum22;0;41;1
Sum23;0;15;1
Sum24;0;15;2
Sum1Tree4;0;154;1
Sum26;0;39;0
Sum27;0;43;0
Sum28;0;48;1
Sum29;0;32;1
Sum3;0;14;0
Sum30;0;21;0
Sum31;0;57;1
Sum4;0;53;1
Sum5;0;55;0
Sum6;0;34;0
Sum7;0;8;1
Sum8;0;2;0
Sum9;0;4;0
Y;0;1094;0
Sum1Tree0;0;72;0
Sum1Tree1;0;90;0
Sum1Tree2;0;104;0
Sum1Tree3;0;147;0
Sum1Tree28;0;1040;0
Sum1Tree5;0;212;0
Sum1Tree6;0;263;0
Sum1Tree7;0;300;0
Sum1Tree8;0;334;1
Sum1Tree9;0;385;1
Sum1Tree10;0;418;1
Sum1Tree11;0;472;0
Sum1Tree12;0;490;0
Sum1Tree13;0;495;0
Sum1Tree14;0;555;0
Sum1Tree15;0;616;0
Sum1Tree16;0;640;0
Sum1Tree17;0;686;1
Sum1Tree18;0;702;2
Sum1Tree19;0;762;0
Sum1Tree20;0;820;3
Sum1Tree21;0;850;1
Sum1Tree22;0;902;0
Sum1Tree23;0;954;1
Sum1Tree24;0;1016;1
Sum1Tree25;0;1021;1
Sum1Tree26;0;1027;2
Sum1Tree27;0;1032;1
Sum10;1;6;0
Constant10;1;19;0
Constant11;1;16;0
X;1;18;0
Constant;1;4;0
Constant1;1;2;0
Constant12;1;0;0
Constant13;1;17;0
Constant14;1;3;0
Constant15;1;5;0
Constant16;1;7;0
Constant17;1;4;0
Constant18;1;9;0
Constant19;1;0;0
Constant2;1;0;0
Constant20;1;11;0
Constant21;1;7;0
Constant22;1;5;0
Constant23;1;0;0
Constant24;1;6;0
Constant25;1;2;0
Constant29;1;57;0
Constant3;1;26;0
Constant32;1;12;0
Constant33;1;1;0
Constant34;1;2;0
Constant4;1;3;0
Constant5;1;9;0
Constant6;1;3;0
Constant7;1;18;0
Constant8;1;11;0
Constant9;1;11;0
Product;1;119;4
Product1;1;14;0
Product10;1;62;0
Product11;1;85;0
Product12;1;68;1
Product13;1;27;0
Product14;1;61;1
Product15;1;55;0
Product16;1;86;1
Product17;1;37;0
Product18;1;75;2
Product19;1;65;0
Product2;1;10;0
Product20;1;75;3
Product21;1;84;3
Product22;1;70;0
Product23;1;69;1
Product24;1;85;1
Product25;1;77;0
Product29;1;101;0
Product3;1;85;2
Product32;1;63;2
Product33;1;60;5
Product34;1;81;0
Product4;1;78;1
Product5;1;26;3
Product6;1;25;4
Product7;1;27;2
Product8;1;45;0
Product9;1;17;0
Sum25;1;58;0
