# II 3.33333
# samples 3
# modulo 10
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_SAM/RM478.xml
# vertex;sample;cycle;fu
Sum10;0;0;0
Constant10;0;0;0
Constant11;0;0;0
X;0;0;0
Constant;0;0;0
Constant1;0;0;0
Constant12;0;0;0
Constant13;0;0;0
Constant14;0;0;0
Constant15;0;0;0
Constant16;0;0;0
Constant17;0;0;0
Constant18;0;0;0
Constant19;0;0;0
Constant2;0;0;0
Constant20;0;0;0
Constant21;0;0;0
Constant22;0;0;0
Constant23;0;0;0
Constant24;0;0;0
Constant25;0;0;0
Constant29;0;0;0
Constant3;0;0;0
Constant32;0;0;0
Constant33;0;0;0
Constant34;0;0;0
Constant4;0;0;0
Constant5;0;0;0
Constant6;0;0;0
Constant7;0;0;0
Constant8;0;0;0
Constant9;0;0;0
Product;0;14;0
Product1;0;9;0
Product10;0;7;0
Product11;0;11;0
Product12;0;14;1
Product13;0;11;1
Product14;0;13;0
Product15;0;5;0
Product16;0;14;2
Product17;0;8;0
Product18;0;13;1
Product19;0;11;2
Product2;0;10;0
Product20;0;10;1
Product21;0;12;0
Product22;0;10;2
Product23;0;6;0
Product24;0;5;1
Product25;0;12;1
Product29;0;8;1
Product3;0;5;2
Product32;0;8;2
Product33;0;6;1
Product34;0;7;1
Product4;0;12;2
Product5;0;9;1
Product6;0;9;2
Product7;0;6;2
Product8;0;13;2
Product9;0;7;2
Sum25;0;1;0
Sum11;0;1;1
Sum12;0;4;0
Sum13;0;4;1
Sum14;0;0;1
Sum15;0;2;0
Sum16;0;0;2
Sum17;0;2;1
Sum18;0;3;0
Sum19;0;1;2
Sum2;0;2;2
Sum20;0;0;3
Sum21;0;0;4
Sum22;0;2;3
Sum23;0;2;4
Sum24;0;3;1
Sum1Tree4;0;39;0
Sum26;0;3;2
Sum27;0;3;3
Sum28;0;1;3
Sum29;0;0;5
Sum3;0;2;5
Sum30;0;1;4
Sum31;0;3;4
Sum4;0;2;6
Sum5;0;0;6
Sum6;0;1;5
Sum7;0;1;6
Sum8;0;3;5
Sum9;0;3;6
Y;0;252;0
Sum1Tree0;0;18;0
Sum1Tree1;0;24;2
Sum1Tree2;0;29;1
Sum1Tree3;0;34;3
Sum1Tree28;0;247;0
Sum1Tree5;0;44;4
Sum1Tree6;0;49;2
Sum1Tree7;0;54;5
Sum1Tree8;0;59;3
Sum1Tree9;0;64;6
Sum1Tree10;0;69;4
Sum1Tree11;0;75;0
Sum1Tree12;0;85;1
Sum1Tree13;0;95;2
Sum1Tree14;0;105;3
Sum1Tree15;0;115;4
Sum1Tree16;0;125;5
Sum1Tree17;0;135;6
Sum1Tree18;0;146;0
Sum1Tree19;0;156;1
Sum1Tree20;0;166;2
Sum1Tree21;0;176;3
Sum1Tree22;0;186;4
Sum1Tree23;0;196;5
Sum1Tree24;0;207;1
Sum1Tree25;0;217;2
Sum1Tree26;0;227;3
Sum1Tree27;0;237;4
Sum10;1;3;7
Constant10;1;3;0
Constant11;1;3;0
X;1;3;0
Constant;1;3;0
Constant1;1;3;0
Constant12;1;3;0
Constant13;1;3;0
Constant14;1;3;0
Constant15;1;3;0
Constant16;1;3;0
Constant17;1;3;0
Constant18;1;3;0
Constant19;1;3;0
Constant2;1;3;0
Constant20;1;3;0
Constant21;1;3;0
Constant22;1;3;0
Constant23;1;3;0
Constant24;1;3;0
Constant25;1;3;0
Constant29;1;3;0
Constant3;1;3;0
Constant32;1;3;0
Constant33;1;3;0
Constant34;1;3;0
Constant4;1;3;0
Constant5;1;3;0
Constant6;1;3;0
Constant7;1;3;0
Constant8;1;3;0
Constant9;1;3;0
Product;1;17;3
Product1;1;12;3
Product10;1;10;3
Product11;1;14;3
Product12;1;17;4
Product13;1;14;4
Product14;1;16;3
Product15;1;8;3
Product16;1;17;5
Product17;1;11;3
Product18;1;16;4
Product19;1;14;5
Product2;1;13;3
Product20;1;13;4
Product21;1;15;3
Product22;1;13;5
Product23;1;9;3
Product24;1;8;4
Product25;1;15;4
Product29;1;11;4
Product3;1;8;5
Product32;1;11;5
Product33;1;9;4
Product34;1;10;4
Product4;1;15;5
Product5;1;12;4
Product6;1;12;5
Product7;1;9;5
Product8;1;16;5
Product9;1;10;5
Sum25;1;4;7
Sum11;1;4;8
Sum12;1;7;5
Sum13;1;7;6
Sum14;1;3;8
Sum15;1;5;7
Sum16;1;3;9
Sum17;1;5;8
Sum18;1;6;6
Sum19;1;4;9
Sum2;1;5;9
Sum20;1;3;10
Sum21;1;3;11
Sum22;1;5;10
Sum23;1;5;11
Sum24;1;6;7
Sum1Tree4;1;42;7
Sum26;1;6;8
Sum27;1;6;9
Sum28;1;4;10
Sum29;1;3;12
Sum3;1;5;12
Sum30;1;4;11
Sum31;1;6;10
Sum4;1;5;13
Sum5;1;3;13
Sum6;1;4;12
Sum7;1;4;13
Sum8;1;6;11
Sum9;1;6;12
Y;1;255;0
Sum1Tree0;1;21;7
Sum1Tree1;1;27;7
Sum1Tree2;1;32;8
Sum1Tree3;1;37;8
Sum1Tree28;1;250;7
Sum1Tree5;1;47;9
Sum1Tree6;1;52;9
Sum1Tree7;1;57;10
Sum1Tree8;1;62;10
Sum1Tree9;1;67;11
Sum1Tree10;1;72;11
Sum1Tree11;1;78;1
Sum1Tree12;1;88;2
Sum1Tree13;1;98;3
Sum1Tree14;1;108;4
Sum1Tree15;1;118;5
Sum1Tree16;1;128;6
Sum1Tree17;1;138;7
Sum1Tree18;1;149;5
Sum1Tree19;1;159;6
Sum1Tree20;1;169;7
Sum1Tree21;1;179;8
Sum1Tree22;1;189;9
Sum1Tree23;1;199;10
Sum1Tree24;1;210;8
Sum1Tree25;1;220;9
Sum1Tree26;1;230;10
Sum1Tree27;1;240;11
Sum10;2;7;12
Constant10;2;7;0
Constant11;2;7;0
X;2;7;0
Constant;2;7;0
Constant1;2;7;0
Constant12;2;7;0
Constant13;2;7;0
Constant14;2;7;0
Constant15;2;7;0
Constant16;2;7;0
Constant17;2;7;0
Constant18;2;7;0
Constant19;2;7;0
Constant2;2;7;0
Constant20;2;7;0
Constant21;2;7;0
Constant22;2;7;0
Constant23;2;7;0
Constant24;2;7;0
Constant25;2;7;0
Constant29;2;7;0
Constant3;2;7;0
Constant32;2;7;0
Constant33;2;7;0
Constant34;2;7;0
Constant4;2;7;0
Constant5;2;7;0
Constant6;2;7;0
Constant7;2;7;0
Constant8;2;7;0
Constant9;2;7;0
Product;2;21;6
Product1;2;16;6
Product10;2;14;6
Product11;2;18;6
Product12;2;21;7
Product13;2;18;7
Product14;2;20;6
Product15;2;12;6
Product16;2;21;8
Product17;2;15;6
Product18;2;20;7
Product19;2;18;8
Product2;2;17;6
Product20;2;17;7
Product21;2;19;6
Product22;2;17;8
Product23;2;13;6
Product24;2;12;7
Product25;2;19;7
Product29;2;15;7
Product3;2;12;8
Product32;2;15;8
Product33;2;13;7
Product34;2;14;7
Product4;2;19;8
Product5;2;16;7
Product6;2;16;8
Product7;2;13;8
Product8;2;20;8
Product9;2;14;8
Sum25;2;8;8
Sum11;2;8;9
Sum12;2;11;8
Sum13;2;11;9
Sum14;2;7;13
Sum15;2;9;11
Sum16;2;7;14
Sum17;2;9;12
Sum18;2;10;12
Sum19;2;8;10
Sum2;2;9;13
Sum20;2;7;15
Sum21;2;7;16
Sum22;2;9;14
Sum23;2;9;15
Sum24;2;10;13
Sum1Tree4;2;46;13
Sum26;2;10;14
Sum27;2;10;15
Sum28;2;8;11
Sum29;2;7;17
Sum3;2;9;16
Sum30;2;8;12
Sum31;2;10;16
Sum4;2;9;17
Sum5;2;7;18
Sum6;2;8;13
Sum7;2;8;14
Sum8;2;10;17
Sum9;2;10;18
Y;2;259;0
Sum1Tree0;2;25;14
Sum1Tree1;2;31;10
Sum1Tree2;2;36;14
Sum1Tree3;2;41;11
Sum1Tree28;2;254;14
Sum1Tree5;2;51;12
Sum1Tree6;2;56;15
Sum1Tree7;2;61;13
Sum1Tree8;2;66;16
Sum1Tree9;2;71;14
Sum1Tree10;2;76;17
Sum1Tree11;2;82;12
Sum1Tree12;2;92;13
Sum1Tree13;2;102;14
Sum1Tree14;2;112;15
Sum1Tree15;2;122;16
Sum1Tree16;2;132;17
Sum1Tree17;2;142;18
Sum1Tree18;2;153;14
Sum1Tree19;2;163;15
Sum1Tree20;2;173;16
Sum1Tree21;2;183;17
Sum1Tree22;2;193;18
Sum1Tree23;2;203;19
Sum1Tree24;2;214;15
Sum1Tree25;2;224;16
Sum1Tree26;2;234;17
Sum1Tree27;2;244;18
