# II 2.5
# samples 2
# modulo 5
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_gen.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_gen/RM5.xml
# vertex;sample;cycle;fu
In1;0;0;0
In2;0;0;0
In3;0;0;0
In4;0;1;0
In5;0;1;0
Add;0;5;0
Add1;0;7;0
Add2;0;10;1
CMult;0;12;0
Constant;0;1;0
Mult;0;1;0
Mult1;0;1;1
Mult2;0;3;0
Mult3;0;4;0
Out1;0;16;0
In1;1;1;0
In2;1;1;0
In3;1;1;0
In4;1;0;0
In5;1;0;0
Add;1;7;1
Add1;1;10;2
Add2;1;12;2
CMult;1;15;0
Constant;1;0;0
Mult;1;5;1
Mult1;1;3;1
Mult2;1;4;1
Mult3;1;7;1
Out1;1;19;0
