# II 1.66667
# samples 3
# modulo 5
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_gen.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_gen/RM2.xml
# vertex;sample;cycle;fu
In1;0;0;0
In2;0;0;0
In3;0;0;0
In4;0;0;0
In5;0;0;0
Add;0;6;0
Add1;0;10;0
Add2;0;14;0
CMult;0;18;0
Constant;0;2;0
Mult;0;1;0
Mult1;0;2;0
Mult2;0;5;0
Mult3;0;9;0
Out1;0;22;0
In1;1;2;0
In2;1;2;0
In3;1;2;0
In4;1;2;0
In5;1;2;0
Add;1;8;0
Add1;1;12;0
Add2;1;16;1
CMult;1;20;1
Constant;1;4;0
Mult;1;3;1
Mult1;1;4;1
Mult2;1;7;1
Mult3;1;11;1
Out1;1;24;0
In1;2;3;0
In2;2;3;0
In3;2;3;0
In4;2;3;0
In5;2;3;0
Add;2;9;1
Add1;2;13;1
Add2;2;17;1
CMult;2;21;2
Constant;2;5;0
Mult;2;4;2
Mult1;2;5;2
Mult2;2;8;2
Mult3;2;12;2
Out1;2;25;0
