# II 1.5
# samples 2
# modulo 3
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_gen.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_gen/RM3.xml
# vertex;sample;cycle;fu
In1;0;0;0
In2;0;0;0
In3;0;0;0
In4;0;0;0
In5;0;0;0
Add;0;5;0
Add1;0;10;0
Add2;0;15;0
CMult;0;21;0
Constant;0;0;0
Mult;0;1;0
Mult1;0;1;1
Mult2;0;2;0
Mult3;0;2;1
Out1;0;25;0
In1;1;2;0
In2;1;2;0
In3;1;2;0
In4;1;2;0
In5;1;2;0
Add;1;7;1
Add1;1;12;1
Add2;1;17;1
CMult;1;23;2
Constant;1;2;0
Mult;1;3;1
Mult1;1;3;2
Mult2;1;4;2
Mult3;1;4;3
Out1;1;27;0
