# II 2.66667
# samples 3
# modulo 8
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//splin_pf.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//splin_pf/RM4.xml
# vertex;sample;cycle;fu
Const3;0;2;0
Const4;0;0;0
Const5;0;1;0
In1;0;0;0
Const;0;0;0
Const1;0;0;0
Const2;0;0;0
Const6;0;2;0
Const7;0;3;0
Product;0;1;0
Product1;0;1;1
Product2;0;5;0
Product3;0;5;1
Product4;0;2;0
Product5;0;3;0
Product6;0;4;0
Product7;0;5;2
Out1;0;45;0
SumTree0;0;5;0
SumTree1;0;10;0
SumTree2;0;15;0
SumTree3;0;20;0
SumTree4;0;25;0
SumTree5;0;30;0
SumTree6;0;35;0
SumTree7;0;40;0
Const3;1;1;0
Const4;1;1;0
Const5;1;0;0
In1;1;1;0
Const;1;1;0
Const1;1;1;0
Const2;1;1;0
Const6;1;0;0
Const7;1;0;0
Product;1;2;1
Product1;1;2;2
Product2;1;2;3
Product3;1;3;1
Product4;1;3;2
Product5;1;6;0
Product6;1;7;0
Product7;1;2;4
Out1;1;46;0
SumTree0;1;6;1
SumTree1;1;11;1
SumTree2;1;16;1
SumTree3;1;21;1
SumTree4;1;26;1
SumTree5;1;31;1
SumTree6;1;36;1
SumTree7;1;41;1
Const3;2;0;0
Const4;2;7;0
Const5;2;2;0
In1;2;2;0
Const;2;2;0
Const1;2;2;0
Const2;2;4;0
Const6;2;1;0
Const7;2;2;0
Product;2;3;3
Product1;2;3;4
Product2;2;6;1
Product3;2;6;2
Product4;2;8;0
Product5;2;7;1
Product6;2;6;3
Product7;2;3;5
Out1;2;47;0
SumTree0;2;7;2
SumTree1;2;12;2
SumTree2;2;17;2
SumTree3;2;22;2
SumTree4;2;27;2
SumTree5;2;32;2
SumTree6;2;37;2
SumTree7;2;42;2
