# II 1.14286
# samples 7
# modulo 8
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//splin_pf.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//splin_pf/RM26.xml
# vertex;sample;cycle;fu
Const3;0;0;0
Const4;0;0;0
Const5;0;0;0
In1;0;0;0
Const;0;0;0
Const1;0;0;0
Const2;0;0;0
Const6;0;0;0
Const7;0;7;0
Product;0;1;0
Product1;0;2;0
Product2;0;6;0
Product3;0;11;0
Product4;0;7;0
Product5;0;12;0
Product6;0;5;0
Product7;0;32;0
Out1;0;46;0
SumTree0;0;6;0
SumTree1;0;11;0
SumTree2;0;16;0
SumTree3;0;21;0
SumTree4;0;26;0
SumTree5;0;31;0
SumTree6;0;36;0
SumTree7;0;41;0
Const3;1;1;0
Const4;1;1;0
Const5;1;1;0
In1;1;1;0
Const;1;1;0
Const1;1;1;0
Const2;1;1;0
Const6;1;1;0
Const7;1;8;0
Product;1;2;1
Product1;1;3;1
Product2;1;7;1
Product3;1;12;1
Product4;1;8;1
Product5;1;13;1
Product6;1;6;1
Product7;1;33;1
Out1;1;47;0
SumTree0;1;7;1
SumTree1;1;12;1
SumTree2;1;17;1
SumTree3;1;22;1
SumTree4;1;27;1
SumTree5;1;32;1
SumTree6;1;37;1
SumTree7;1;42;1
Const3;2;2;0
Const4;2;2;0
Const5;2;2;0
In1;2;2;0
Const;2;2;0
Const1;2;2;0
Const2;2;2;0
Const6;2;2;0
Const7;2;9;0
Product;2;3;2
Product1;2;4;2
Product2;2;8;2
Product3;2;13;2
Product4;2;9;2
Product5;2;14;2
Product6;2;7;2
Product7;2;34;2
Out1;2;48;0
SumTree0;2;8;2
SumTree1;2;13;2
SumTree2;2;18;2
SumTree3;2;23;2
SumTree4;2;28;2
SumTree5;2;33;2
SumTree6;2;38;2
SumTree7;2;43;2
Const3;3;3;0
Const4;3;3;0
Const5;3;3;0
In1;3;3;0
Const;3;3;0
Const1;3;3;0
Const2;3;3;0
Const6;3;3;0
Const7;3;10;0
Product;3;4;3
Product1;3;5;3
Product2;3;9;3
Product3;3;14;3
Product4;3;10;3
Product5;3;15;3
Product6;3;8;3
Product7;3;35;3
Out1;3;49;0
SumTree0;3;9;3
SumTree1;3;14;3
SumTree2;3;19;3
SumTree3;3;24;3
SumTree4;3;29;3
SumTree5;3;34;3
SumTree6;3;39;3
SumTree7;3;44;3
Const3;4;4;0
Const4;4;4;0
Const5;4;4;0
In1;4;4;0
Const;4;4;0
Const1;4;4;0
Const2;4;4;0
Const6;4;4;0
Const7;4;11;0
Product;4;5;4
Product1;4;6;4
Product2;4;10;4
Product3;4;15;4
Product4;4;11;4
Product5;4;16;4
Product6;4;9;4
Product7;4;36;4
Out1;4;50;0
SumTree0;4;10;4
SumTree1;4;15;4
SumTree2;4;20;4
SumTree3;4;25;4
SumTree4;4;30;4
SumTree5;4;35;4
SumTree6;4;40;4
SumTree7;4;45;4
Const3;5;5;0
Const4;5;5;0
Const5;5;5;0
In1;5;5;0
Const;5;5;0
Const1;5;5;0
Const2;5;5;0
Const6;5;5;0
Const7;5;12;0
Product;5;6;5
Product1;5;7;5
Product2;5;11;5
Product3;5;16;5
Product4;5;12;5
Product5;5;17;5
Product6;5;10;5
Product7;5;37;5
Out1;5;51;0
SumTree0;5;11;5
SumTree1;5;16;5
SumTree2;5;21;5
SumTree3;5;26;5
SumTree4;5;31;5
SumTree5;5;36;5
SumTree6;5;41;5
SumTree7;5;46;5
Const3;6;7;0
Const4;6;7;0
Const5;6;7;0
In1;6;7;0
Const;6;7;0
Const1;6;7;0
Const2;6;7;0
Const6;6;7;0
Const7;6;14;0
Product;6;8;6
Product1;6;9;6
Product2;6;13;6
Product3;6;18;6
Product4;6;14;6
Product5;6;19;6
Product6;6;12;6
Product7;6;39;6
Out1;6;53;0
SumTree0;6;13;6
SumTree1;6;18;6
SumTree2;6;23;6
SumTree3;6;28;6
SumTree4;6;33;6
SumTree5;6;38;6
SumTree6;6;43;6
SumTree7;6;48;6
