# II 2.66667
# samples 3
# modulo 8
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//splin_pf.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//splin_pf/RM18.xml
# vertex;sample;cycle;fu
Const3;0;0;0
Const4;0;0;0
Const5;0;0;0
In1;0;0;0
Const;0;0;0
Const1;0;0;0
Const2;0;0;0
Const6;0;0;0
Const7;0;0;0
Product;0;1;0
Product1;0;2;0
Product2;0;3;0
Product3;0;7;0
Product4;0;6;0
Product5;0;4;0
Product6;0;5;0
Product7;0;8;0
Out1;0;46;0
SumTree0;0;6;0
SumTree1;0;11;0
SumTree2;0;16;0
SumTree3;0;21;0
SumTree4;0;26;0
SumTree5;0;31;0
SumTree6;0;36;0
SumTree7;0;41;0
Const3;1;3;0
Const4;1;3;0
Const5;1;3;0
In1;1;3;0
Const;1;3;0
Const1;1;3;0
Const2;1;3;0
Const6;1;3;0
Const7;1;3;0
Product;1;4;1
Product1;1;5;1
Product2;1;6;1
Product3;1;10;1
Product4;1;9;1
Product5;1;7;1
Product6;1;8;1
Product7;1;11;1
Out1;1;49;0
SumTree0;1;9;1
SumTree1;1;14;1
SumTree2;1;19;1
SumTree3;1;24;1
SumTree4;1;29;1
SumTree5;1;34;1
SumTree6;1;39;1
SumTree7;1;44;1
Const3;2;5;0
Const4;2;5;0
Const5;2;5;0
In1;2;5;0
Const;2;5;0
Const1;2;5;0
Const2;2;5;0
Const6;2;5;0
Const7;2;5;0
Product;2;6;2
Product1;2;7;2
Product2;2;8;2
Product3;2;12;2
Product4;2;11;2
Product5;2;9;2
Product6;2;10;2
Product7;2;13;2
Out1;2;51;0
SumTree0;2;11;2
SumTree1;2;16;2
SumTree2;2;21;2
SumTree3;2;26;2
SumTree4;2;31;2
SumTree5;2;36;2
SumTree6;2;41;2
SumTree7;2;46;2
