# II 1.6
# samples 5
# modulo 8
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//splin_pf.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//splin_pf/RM9.xml
# vertex;sample;cycle;fu
Const3;0;0;0
Const4;0;0;0
Const5;0;0;0
In1;0;0;0
Const;0;0;0
Const1;0;0;0
Const2;0;0;0
Const6;0;23;0
Const7;0;6;0
Product;0;1;0
Product1;0;2;0
Product2;0;7;0
Product3;0;11;0
Product4;0;22;0
Product5;0;21;0
Product6;0;32;0
Product7;0;20;0
Out1;0;46;0
SumTree0;0;6;0
SumTree1;0;11;0
SumTree2;0;16;0
SumTree3;0;21;0
SumTree4;0;26;0
SumTree5;0;31;0
SumTree6;0;36;0
SumTree7;0;41;0
Const3;1;2;0
Const4;1;2;0
Const5;1;2;0
In1;1;2;0
Const;1;2;0
Const1;1;2;0
Const2;1;2;0
Const6;1;25;0
Const7;1;8;0
Product;1;3;1
Product1;1;4;1
Product2;1;9;1
Product3;1;13;1
Product4;1;24;1
Product5;1;23;1
Product6;1;34;1
Product7;1;22;1
Out1;1;48;0
SumTree0;1;8;1
SumTree1;1;13;1
SumTree2;1;18;1
SumTree3;1;23;1
SumTree4;1;28;1
SumTree5;1;33;1
SumTree6;1;38;1
SumTree7;1;43;1
Const3;2;3;0
Const4;2;3;0
Const5;2;3;0
In1;2;3;0
Const;2;3;0
Const1;2;3;0
Const2;2;3;0
Const6;2;26;0
Const7;2;9;0
Product;2;4;2
Product1;2;5;2
Product2;2;10;2
Product3;2;14;2
Product4;2;25;2
Product5;2;24;2
Product6;2;35;2
Product7;2;23;2
Out1;2;49;0
SumTree0;2;9;2
SumTree1;2;14;2
SumTree2;2;19;2
SumTree3;2;24;2
SumTree4;2;29;2
SumTree5;2;34;2
SumTree6;2;39;2
SumTree7;2;44;2
Const3;3;5;0
Const4;3;5;0
Const5;3;5;0
In1;3;5;0
Const;3;5;0
Const1;3;5;0
Const2;3;5;0
Const6;3;28;0
Const7;3;11;0
Product;3;6;3
Product1;3;7;3
Product2;3;12;3
Product3;3;16;3
Product4;3;27;3
Product5;3;26;3
Product6;3;37;3
Product7;3;25;3
Out1;3;51;0
SumTree0;3;11;3
SumTree1;3;16;3
SumTree2;3;21;3
SumTree3;3;26;3
SumTree4;3;31;3
SumTree5;3;36;3
SumTree6;3;41;3
SumTree7;3;46;3
Const3;4;6;0
Const4;4;6;0
Const5;4;6;0
In1;4;6;0
Const;4;6;0
Const1;4;6;0
Const2;4;6;0
Const6;4;29;0
Const7;4;12;0
Product;4;7;4
Product1;4;8;4
Product2;4;13;4
Product3;4;17;4
Product4;4;28;4
Product5;4;27;4
Product6;4;38;4
Product7;4;26;4
Out1;4;52;0
SumTree0;4;12;4
SumTree1;4;17;4
SumTree2;4;22;4
SumTree3;4;27;4
SumTree4;4;32;4
SumTree5;4;37;4
SumTree6;4;42;4
SumTree7;4;47;4
