# II 3
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//fir_SHI.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//fir_SHI/RM5.xml
# vertex;cycle;fu
Constant2;0;0
Constant3;0;0
X;0;0
Constant;0;0
Constant1;0;0
Constant4;0;0
Constant5;0;0
Constant6;0;0
Product;6;0
Product1;5;0
Product2;5;1
Product3;10;0
Product4;10;1
Product5;9;1
Product6;9;2
Sum10;2;0
Sum11;2;1
Sum12;1;0
Sum13;1;1
Sum7;1;2
Sum8;0;0
Sum9;0;1
Y;40;0
Sum1Tree0;10;3
Sum1Tree1;15;2
Sum1Tree2;20;2
Sum1Tree3;25;4
Sum1Tree4;30;3
Sum1Tree5;35;3
