# II 5.33333
# samples 3
# modulo 16
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//vanDongen.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//vanDongen/RM1.xml
# vertex;sample;cycle;fu
S1;0;1;0
S2;0;3;0
S3;0;5;0
S4;0;7;0
S5;0;1;1
S6;0;0;0
S7;0;2;0
S8;0;4;0
S9;0;10;0
S10;0;12;0
S1;1;6;0
S2;1;8;0
S3;1;10;1
S4;1;12;1
S5;1;9;0
S6;1;3;1
S7;1;5;1
S8;1;7;1
S9;1;14;0
S10;1;16;1
S1;2;9;1
S2;2;11;0
S3;2;13;0
S4;2;15;0
S5;2;14;1
S6;2;11;1
S7;2;13;1
S8;2;15;1
S9;2;18;1
S10;2;20;1
