# II 4.33333
# samples 3
# modulo 13
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_SHI.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_SHI/RM11.xml
# vertex;sample;cycle;fu
Sum10;0;6;0
Constant2;0;0;0
Constant3;0;0;0
X;0;0;0
Constant;0;0;0
Constant1;0;0;0
Constant4;0;0;0
Constant5;0;0;0
Constant6;0;0;0
Product;0;6;0
Product1;0;6;1
Product2;0;10;0
Product3;0;16;0
Product4;0;11;0
Product5;0;22;0
Product6;0;16;1
Sum11;0;5;0
Sum12;0;11;0
Sum13;0;8;0
Sum7;0;1;0
Sum8;0;0;0
Sum9;0;3;0
Y;0;40;0
Sum1Tree0;0;10;0
Sum1Tree1;0;15;0
Sum1Tree2;0;20;0
Sum1Tree3;0;25;0
Sum1Tree4;0;30;0
Sum1Tree5;0;35;0
Sum10;1;10;1
Constant2;1;4;0
Constant3;1;4;0
X;1;4;0
Constant;1;4;0
Constant1;1;4;0
Constant4;1;4;0
Constant5;1;4;0
Constant6;1;4;0
Product;1;10;1
Product1;1;10;2
Product2;1;14;0
Product3;1;20;0
Product4;1;15;0
Product5;1;26;0
Product6;1;20;1
Sum11;1;9;1
Sum12;1;15;1
Sum13;1;12;1
Sum7;1;5;1
Sum8;1;4;1
Sum9;1;7;1
Y;1;44;0
Sum1Tree0;1;14;1
Sum1Tree1;1;19;1
Sum1Tree2;1;24;1
Sum1Tree3;1;29;1
Sum1Tree4;1;34;1
Sum1Tree5;1;39;1
Sum10;2;15;2
Constant2;2;9;0
Constant3;2;9;0
X;2;9;0
Constant;2;9;0
Constant1;2;9;0
Constant4;2;9;0
Constant5;2;9;0
Constant6;2;9;0
Product;2;15;1
Product1;2;15;2
Product2;2;19;2
Product3;2;25;0
Product4;2;20;2
Product5;2;31;0
Product6;2;25;1
Sum11;2;14;2
Sum12;2;20;2
Sum13;2;17;2
Sum7;2;10;2
Sum8;2;9;2
Sum9;2;12;2
Y;2;49;0
Sum1Tree0;2;19;2
Sum1Tree1;2;24;2
Sum1Tree2;2;29;2
Sum1Tree3;2;34;2
Sum1Tree4;2;39;2
Sum1Tree5;2;44;2
