# II 1.625
# samples 8
# modulo 13
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_SHI.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_SHI/RM42.xml
# vertex;sample;cycle;fu
Sum10;0;6;0
Constant2;0;0;0
Constant3;0;0;0
X;0;0;0
Constant;0;0;0
Constant1;0;0;0
Constant4;0;0;0
Constant5;0;0;0
Constant6;0;0;0
Product;0;6;0
Product1;0;5;0
Product2;0;10;0
Product3;0;15;0
Product4;0;17;0
Product5;0;8;0
Product6;0;13;0
Sum11;0;11;0
Sum12;0;3;0
Sum13;0;8;0
Sum7;0;1;0
Sum8;0;0;0
Sum9;0;5;0
Y;0;40;0
Sum1Tree0;0;10;0
Sum1Tree1;0;15;0
Sum1Tree2;0;20;0
Sum1Tree3;0;25;0
Sum1Tree4;0;30;0
Sum1Tree5;0;35;0
Sum10;1;8;1
Constant2;1;2;0
Constant3;1;2;0
X;1;2;0
Constant;1;2;0
Constant1;1;2;0
Constant4;1;2;0
Constant5;1;2;0
Constant6;1;2;0
Product;1;8;1
Product1;1;7;0
Product2;1;12;0
Product3;1;17;1
Product4;1;19;1
Product5;1;10;1
Product6;1;15;1
Sum11;1;13;1
Sum12;1;5;1
Sum13;1;10;1
Sum7;1;3;1
Sum8;1;2;1
Sum9;1;7;1
Y;1;42;0
Sum1Tree0;1;12;1
Sum1Tree1;1;17;1
Sum1Tree2;1;22;1
Sum1Tree3;1;27;1
Sum1Tree4;1;32;1
Sum1Tree5;1;37;1
Sum10;2;9;2
Constant2;2;3;0
Constant3;2;3;0
X;2;3;0
Constant;2;3;0
Constant1;2;3;0
Constant4;2;3;0
Constant5;2;3;0
Constant6;2;3;0
Product;2;9;0
Product1;2;8;2
Product2;2;13;1
Product3;2;18;1
Product4;2;20;1
Product5;2;11;0
Product6;2;16;0
Sum11;2;14;2
Sum12;2;6;2
Sum13;2;11;2
Sum7;2;4;2
Sum8;2;3;2
Sum9;2;8;2
Y;2;43;0
Sum1Tree0;2;13;2
Sum1Tree1;2;18;2
Sum1Tree2;2;23;2
Sum1Tree3;2;28;2
Sum1Tree4;2;33;2
Sum1Tree5;2;38;2
Sum10;3;11;3
Constant2;3;5;0
Constant3;3;5;0
X;3;5;0
Constant;3;5;0
Constant1;3;5;0
Constant4;3;5;0
Constant5;3;5;0
Constant6;3;5;0
Product;3;11;1
Product1;3;10;2
Product2;3;15;2
Product3;3;20;2
Product4;3;22;1
Product5;3;13;2
Product6;3;18;2
Sum11;3;16;3
Sum12;3;8;3
Sum13;3;13;3
Sum7;3;6;3
Sum8;3;5;3
Sum9;3;10;3
Y;3;45;0
Sum1Tree0;3;15;3
Sum1Tree1;3;20;3
Sum1Tree2;3;25;3
Sum1Tree3;3;30;3
Sum1Tree4;3;35;3
Sum1Tree5;3;40;3
Sum10;4;13;4
Constant2;4;7;0
Constant3;4;7;0
X;4;7;0
Constant;4;7;0
Constant1;4;7;0
Constant4;4;7;0
Constant5;4;7;0
Constant6;4;7;0
Product;4;13;3
Product1;4;12;1
Product2;4;17;2
Product3;4;22;2
Product4;4;24;2
Product5;4;15;3
Product6;4;20;3
Sum11;4;18;4
Sum12;4;10;4
Sum13;4;15;4
Sum7;4;8;4
Sum8;4;7;4
Sum9;4;12;4
Y;4;47;0
Sum1Tree0;4;17;4
Sum1Tree1;4;22;4
Sum1Tree2;4;27;4
Sum1Tree3;4;32;4
Sum1Tree4;4;37;4
Sum1Tree5;4;42;4
Sum10;5;14;5
Constant2;5;8;0
Constant3;5;8;0
X;5;8;0
Constant;5;8;0
Constant1;5;8;0
Constant4;5;8;0
Constant5;5;8;0
Constant6;5;8;0
Product;5;14;0
Product1;5;13;4
Product2;5;18;3
Product3;5;23;3
Product4;5;25;2
Product5;5;16;1
Product6;5;21;3
Sum11;5;19;5
Sum12;5;11;5
Sum13;5;16;5
Sum7;5;9;5
Sum8;5;8;5
Sum9;5;13;5
Y;5;48;0
Sum1Tree0;5;18;5
Sum1Tree1;5;23;5
Sum1Tree2;5;28;5
Sum1Tree3;5;33;5
Sum1Tree4;5;38;5
Sum1Tree5;5;43;5
Sum10;6;16;6
Constant2;6;10;0
Constant3;6;10;0
X;6;10;0
Constant;6;10;0
Constant1;6;10;0
Constant4;6;10;0
Constant5;6;10;0
Constant6;6;10;0
Product;6;16;2
Product1;6;15;4
Product2;6;20;4
Product3;6;25;3
Product4;6;27;1
Product5;6;18;4
Product6;6;23;4
Sum11;6;21;6
Sum12;6;13;6
Sum13;6;18;6
Sum7;6;11;6
Sum8;6;10;6
Sum9;6;15;6
Y;6;50;0
Sum1Tree0;6;20;6
Sum1Tree1;6;25;6
Sum1Tree2;6;30;6
Sum1Tree3;6;35;6
Sum1Tree4;6;40;6
Sum1Tree5;6;45;6
Sum10;7;17;7
Constant2;7;11;0
Constant3;7;11;0
X;7;11;0
Constant;7;11;0
Constant1;7;11;0
Constant4;7;11;0
Constant5;7;11;0
Constant6;7;11;0
Product;7;17;3
Product1;7;16;3
Product2;7;21;4
Product3;7;26;5
Product4;7;28;5
Product5;7;19;2
Product6;7;24;3
Sum11;7;22;7
Sum12;7;14;7
Sum13;7;19;7
Sum7;7;12;7
Sum8;7;11;7
Sum9;7;16;7
Y;7;51;0
Sum1Tree0;7;21;7
Sum1Tree1;7;26;7
Sum1Tree2;7;31;7
Sum1Tree3;7;36;7
Sum1Tree4;7;41;7
Sum1Tree5;7;46;7
