# II 1.85714
# samples 7
# modulo 13
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_SHI.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_SHI/RM34.xml
# vertex;sample;cycle;fu
Sum10;0;6;0
Constant2;0;0;0
Constant3;0;0;0
X;0;0;0
Constant;0;0;0
Constant1;0;0;0
Constant4;0;0;0
Constant5;0;0;0
Constant6;0;0;0
Product;0;6;0
Product1;0;8;0
Product2;0;14;0
Product3;0;13;0
Product4;0;5;0
Product5;0;7;0
Product6;0;15;0
Sum11;0;0;0
Sum12;0;2;0
Sum13;0;4;0
Sum7;0;1;0
Sum8;0;3;0
Sum9;0;5;0
Y;0;81;0
Sum1Tree0;0;12;0
Sum1Tree1;0;20;0
Sum1Tree2;0;34;0
Sum1Tree3;0;48;0
Sum1Tree4;0;62;0
Sum1Tree5;0;76;0
Sum10;1;8;1
Constant2;1;2;0
Constant3;1;2;0
X;1;2;0
Constant;1;2;0
Constant1;1;2;0
Constant4;1;2;0
Constant5;1;2;0
Constant6;1;2;0
Product;1;8;1
Product1;1;10;0
Product2;1;16;0
Product3;1;15;1
Product4;1;7;1
Product5;1;9;0
Product6;1;17;0
Sum11;1;2;1
Sum12;1;4;1
Sum13;1;6;1
Sum7;1;3;1
Sum8;1;5;1
Sum9;1;7;1
Y;1;83;0
Sum1Tree0;1;14;1
Sum1Tree1;1;22;1
Sum1Tree2;1;36;1
Sum1Tree3;1;50;1
Sum1Tree4;1;64;1
Sum1Tree5;1;78;1
Sum10;2;10;2
Constant2;2;4;0
Constant3;2;4;0
X;2;4;0
Constant;2;4;0
Constant1;2;4;0
Constant4;2;4;0
Constant5;2;4;0
Constant6;2;4;0
Product;2;10;1
Product1;2;12;0
Product2;2;18;1
Product3;2;17;1
Product4;2;9;1
Product5;2;11;0
Product6;2;19;1
Sum11;2;4;2
Sum12;2;6;2
Sum13;2;8;2
Sum7;2;5;2
Sum8;2;7;2
Sum9;2;9;2
Y;2;85;0
Sum1Tree0;2;16;2
Sum1Tree1;2;24;2
Sum1Tree2;2;38;2
Sum1Tree3;2;52;2
Sum1Tree4;2;66;2
Sum1Tree5;2;80;2
Sum10;3;12;3
Constant2;3;6;0
Constant3;3;6;0
X;3;6;0
Constant;3;6;0
Constant1;3;6;0
Constant4;3;6;0
Constant5;3;6;0
Constant6;3;6;0
Product;3;12;1
Product1;3;14;1
Product2;3;20;2
Product3;3;19;2
Product4;3;11;1
Product5;3;13;1
Product6;3;21;2
Sum11;3;6;3
Sum12;3;8;3
Sum13;3;10;3
Sum7;3;7;3
Sum8;3;9;3
Sum9;3;11;3
Y;3;87;0
Sum1Tree0;3;18;3
Sum1Tree1;3;26;3
Sum1Tree2;3;40;3
Sum1Tree3;3;54;3
Sum1Tree4;3;68;3
Sum1Tree5;3;82;3
Sum10;4;14;4
Constant2;4;8;0
Constant3;4;8;0
X;4;8;0
Constant;4;8;0
Constant1;4;8;0
Constant4;4;8;0
Constant5;4;8;0
Constant6;4;8;0
Product;4;14;2
Product1;4;16;1
Product2;4;22;2
Product3;4;21;3
Product4;4;13;2
Product5;4;15;2
Product6;4;23;2
Sum11;4;8;4
Sum12;4;10;4
Sum13;4;12;4
Sum7;4;9;4
Sum8;4;11;4
Sum9;4;13;4
Y;4;89;0
Sum1Tree0;4;20;4
Sum1Tree1;4;28;4
Sum1Tree2;4;42;4
Sum1Tree3;4;56;4
Sum1Tree4;4;70;4
Sum1Tree5;4;84;4
Sum10;5;16;5
Constant2;5;10;0
Constant3;5;10;0
X;5;10;0
Constant;5;10;0
Constant1;5;10;0
Constant4;5;10;0
Constant5;5;10;0
Constant6;5;10;0
Product;5;16;2
Product1;5;18;2
Product2;5;24;2
Product3;5;23;3
Product4;5;15;3
Product5;5;17;2
Product6;5;25;2
Sum11;5;10;5
Sum12;5;12;5
Sum13;5;14;5
Sum7;5;11;5
Sum8;5;13;5
Sum9;5;15;5
Y;5;91;0
Sum1Tree0;5;22;5
Sum1Tree1;5;30;5
Sum1Tree2;5;44;5
Sum1Tree3;5;58;5
Sum1Tree4;5;72;5
Sum1Tree5;5;86;5
Sum10;6;17;6
Constant2;6;11;0
Constant3;6;11;0
X;6;11;0
Constant;6;11;0
Constant1;6;11;0
Constant4;6;11;0
Constant5;6;11;0
Constant6;6;11;0
Product;6;17;3
Product1;6;19;3
Product2;6;25;3
Product3;6;24;3
Product4;6;16;3
Product5;6;18;3
Product6;6;26;3
Sum11;6;11;6
Sum12;6;13;6
Sum13;6;15;6
Sum7;6;12;6
Sum8;6;14;6
Sum9;6;16;6
Y;6;92;0
Sum1Tree0;6;23;6
Sum1Tree1;6;31;6
Sum1Tree2;6;45;6
Sum1Tree3;6;59;6
Sum1Tree4;6;73;6
Sum1Tree5;6;87;6
