# II 16
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//r2_FFT/RM17.xml
# vertex;cycle;fu
x0_re;0;0
x0_im;0;0
x1_re;0;0
x1_im;0;0
x2_re;0;0
x2_im;0;0
x3_re;0;0
x3_im;0;0
x4_re;0;0
x4_im;0;0
x5_re;0;0
x5_im;0;0
x6_re;0;0
x6_im;0;0
x7_re;0;0
x7_im;0;0
x8_re;0;0
x8_im;0;0
x9_re;0;0
x9_im;0;0
x10_re;0;0
x10_im;0;0
x11_re;0;0
x11_im;0;0
x12_re;0;0
x12_im;0;0
x13_re;0;0
x13_im;0;0
x14_re;0;0
x14_im;0;0
x15_re;0;0
x15_im;0;0
y0_re;87;0
y0_im;87;0
y1_re;85;0
y1_im;87;0
y2_re;86;0
y2_im;87;0
y3_re;86;0
y3_im;86;0
y4_re;74;0
y4_im;87;0
y5_re;87;0
y5_im;87;0
y6_re;74;0
y6_im;86;0
y7_re;87;0
y7_im;85;0
y8_re;87;0
y8_im;87;0
y9_re;87;0
y9_im;82;0
y10_re;87;0
y10_im;87;0
y11_re;86;0
y11_im;86;0
y12_re;74;0
y12_im;87;0
y13_re;87;0
y13_im;87;0
y14_re;74;0
y14_im;86;0
Add17;32;0
y15_re;87;0
y15_im;82;0
Add2;10;0
Add11;7;0
Add3;4;0
Add12;1;0
Add4;16;1
Add13;35;0
Add5;21;0
Add14;21;1
Add6;32;2
Add15;32;3
Add7;31;0
Add16;24;0
Add8;32;4
Add27;45;0
Add9;15;1
Add18;21;2
Add10;52;1
Add19;52;2
Add20;52;3
Add110;52;4
Add21;51;1
Add111;51;2
Add22;45;1
Add112;45;2
Add23;2;0
Add113;1;1
Add24;62;0
Add114;54;0
Add25;45;3
Add115;61;4
Add26;62;1
Add116;62;2
Add39;2;1
Add117;54;1
Add28;76;0
Add118;82;2
Add29;69;3
Add119;76;1
Add30;81;2
Add120;82;3
Add31;69;4
Add121;76;2
Add32;79;2
Add122;82;4
Add33;76;3
Add123;78;3
Add34;6;2
Add124;1;3
Add35;78;4
Add125;76;4
Add36;79;3
Add126;76;5
Add37;2;5
Add127;10;1
Add38;1;4
Add128;1;5
Product34;6;0
Subtract5;10;0
Add129;2;6
Add40;1;6
Add130;3;3
Add41;37;5
Add131;32;5
Add42;36;5
Add1;20;6
Add43;27;0
Product4;17;0
Product11;17;1
Product21;15;0
Product31;16;0
Subtract2;32;0
Add44;14;5
Product5;16;1
Product12;6;1
Product22;9;0
Product32;15;1
Subtract3;26;1
Add45;27;1
Product6;15;2
Product13;15;3
Product23;15;4
Product33;13;0
Subtract4;27;0
Add46;10;2
Product7;6;2
Product14;6;3
Product24;6;4
Subtract11;47;0
Add53;41;0
Add47;27;2
Product8;17;2
Product15;17;3
Product25;15;5
Product35;23;0
Subtract6;27;1
Add48;19;4
Product9;16;2
Product16;14;0
Product26;13;1
Product36;16;3
Subtract7;26;2
Add49;27;3
Product10;23;1
Product17;23;2
Product27;14;1
Product37;16;4
Subtract8;27;2
Add50;10;3
Product18;6;5
Product19;6;6
Product28;6;7
Product38;6;8
Subtract9;10;3
Add51;47;4
Product20;43;0
Product110;37;0
Product29;43;1
Product39;37;1
Subtract10;47;1
Add52;47;5
Product30;43;2
Product111;26;0
Product210;43;3
Product310;30;2
Product218;30;3
Product318;40;0
Product40;53;2
Product112;37;3
Product211;37;4
Product311;49;4
Subtract12;57;0
Add54;53;6
Product41;36;0
Product113;29;2
Product212;49;5
Product312;36;1
Subtract13;40;0
Add55;27;4
Product42;7;3
Product114;7;4
Product213;16;5
Product313;7;5
Subtract14;11;3
Add56;41;1
Product43;48;6
Product115;37;5
Product214;37;6
Product314;37;7
Subtract15;57;1
Add57;40;1
Product44;29;3
Product116;36;2
Product215;29;4
Product315;33;6
Subtract16;40;1
Add58;57;2
Product45;37;8
Product117;49;7
Product216;53;9
Product316;37;10
Subtract17;41;2
Add59;40;2
Product46;36;3
Product118;33;8
Product217;36;4
Product317;36;5
Subtract18;40;2
Add60;44;6
Product47;30;4
Product119;40;1
Product57;65;9
Product129;61;5
Product228;66;0
Subtract19;44;0
Add61;40;3
Product48;26;1
Product120;29;6
Product219;26;2
Product319;26;3
Subtract20;47;2
Add62;46;6
Product49;42;4
Product121;42;5
Product220;42;6
Product320;42;7
Subtract21;46;0
Add63;40;4
Product50;36;6
Product122;30;5
Product221;36;7
Product321;36;8
Subtract22;40;3
Add64;45;5
Product51;40;2
Product123;41;1
Product222;30;6
Product322;42;8
Subtract23;46;1
Add65;40;5
Product52;30;7
Product124;26;9
Product223;26;10
Product323;26;11
Subtract24;40;4
Add66;15;6
Product53;12;0
Product125;11;4
Product224;11;5
Product324;6;9
Subtract25;16;1
Add67;57;3
Product54;45;7
Product126;45;8
Product225;45;9
Product325;37;11
Subtract26;49;0
Add68;40;6
Product55;20;9
Product127;29;10
Product226;20;10
Product326;20;11
Subtract27;24;5
Add69;61;6
Product56;57;2
Product128;57;3
Product227;57;4
Product327;57;5
Subtract28;61;0
Add70;73;4
Product69;67;0
Product141;67;1
Product240;67;2
Product340;67;3
Product328;57;6
Subtract29;71;0
Add71;74;4
Product58;56;3
Product130;60;1
Product229;56;4
Product329;60;2
Subtract30;75;4
Add72;74;5
Product59;61;11
Product131;56;5
Product230;60;3
Product330;56;6
Subtract31;75;5
Add73;70;3
Product60;56;7
Product132;60;4
Product231;60;5
Product331;56;8
Subtract32;61;1
Add74;71;1
Product61;56;9
Product133;63;6
Product232;60;6
Product332;56;10
Subtract33;60;1
Add75;71;2
Product62;67;4
Product134;59;6
Product233;67;5
Product333;63;7
Subtract34;73;3
Add76;70;4
Product63;50;1
Product135;66;2
Product234;63;8
Product334;66;3
Subtract35;73;4
Add77;27;5
Product64;7;6
Product136;16;7
Product235;16;8
Product335;16;9
Subtract36;20;0
Add78;71;3
Product65;60;7
Product137;57;7
Product236;57;8
Product336;60;8
Subtract37;64;2
Add79;70;5
Product66;57;9
Product138;66;4
Product237;60;9
Product337;57;10
Subtract38;61;2
Add80;73;5
Product67;67;6
Product139;59;7
Product238;67;7
Product338;67;8
Subtract39;71;1
Add81;73;6
Product68;50;5
Product140;66;6
Product239;50;7
Product339;66;8
Subtract40;71;2
Add82;71;4
Subtract128;82;0
Subtract69;80;3
Subtract129;82;1
Subtract70;69;0
Subtract130;76;2
Subtract41;73;5
Add83;70;6
Product70;63;9
Product142;59;8
Product241;50;9
Product341;66;10
Subtract42;70;0
Add84;71;5
Product71;59;9
Product143;67;9
Product242;67;10
Product342;67;11
Subtract43;71;3
Add85;71;6
Product72;66;11
Product144;59;10
Product243;63;10
Product343;63;11
Subtract44;71;4
Add86;10;6
Product73;14;8
Product145;6;10
Product244;6;11
Product344;16;10
Subtract45;26;4
Add87;27;6
Product74;7;7
Product146;17;10
Product245;16;11
Product345;7;8
Subtract46;11;6
Add88;16;6
Product75;9;11
Product147;12;10
Product246;12;11
Product346;8;11
Subtract47;13;3
Add89;19;5
Product76;7;9
Product148;7;10
Product247;7;11
Product347;14;9
