# II 1
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//r2_FFT/RM32.xml
# vertex;cycle;fu
x0_re;0;0
x0_im;0;0
x1_re;0;0
x1_im;0;0
x2_re;0;0
x2_im;0;0
x3_re;0;0
x3_im;0;0
x4_re;0;0
x4_im;0;0
x5_re;0;0
x5_im;0;0
x6_re;0;0
x6_im;0;0
x7_re;0;0
x7_im;0;0
x8_re;0;0
x8_im;0;0
x9_re;0;0
x9_im;0;0
x10_re;0;0
x10_im;0;0
x11_re;0;0
x11_im;0;0
x12_re;0;0
x12_im;0;0
x13_re;0;0
x13_im;0;0
x14_re;0;0
x14_im;0;0
x15_re;0;0
x15_im;0;0
y0_re;48;0
y0_im;48;0
y1_re;48;0
y1_im;48;0
y2_re;48;0
y2_im;48;0
y3_re;48;0
y3_im;48;0
y4_re;48;0
y4_im;48;0
y5_re;48;0
y5_im;48;0
y6_re;48;0
y6_im;48;0
y7_re;48;0
y7_im;48;0
y8_re;48;0
y8_im;48;0
y9_re;48;0
y9_im;48;0
y10_re;48;0
y10_im;48;0
y11_re;48;0
y11_im;48;0
y12_re;48;0
y12_im;48;0
y13_re;48;0
y13_im;48;0
y14_re;48;0
y14_im;48;0
Add17;15;0
y15_re;48;0
y15_im;48;0
Add2;1;1
Add11;1;2
Add3;1;3
Add12;1;4
Add4;15;5
Add13;15;6
Add5;15;7
Add14;15;8
Add6;15;9
Add15;15;10
Add7;15;11
Add16;15;12
Add8;15;13
Add27;29;14
Add9;15;15
Add18;15;16
Add10;29;17
Add19;29;18
Add20;29;19
Add110;29;20
Add21;29;21
Add111;29;22
Add22;29;23
Add112;29;24
Add23;1;25
Add113;1;26
Add24;29;27
Add114;29;28
Add25;29;29
Add115;29;30
Add26;29;31
Add116;29;32
Add39;1;33
Add117;29;34
Add28;43;35
Add118;43;36
Add29;43;37
Add119;43;38
Add30;43;39
Add120;43;40
Add31;43;41
Add121;43;42
Add32;43;43
Add122;43;44
Add33;43;45
Add123;43;46
Add34;1;47
Add124;1;48
Add35;43;49
Add125;43;50
Add36;43;51
Add126;43;52
Add37;1;53
Add127;1;54
Add38;1;55
Add128;1;56
Product34;6;0
Subtract5;10;0
Add129;1;57
Add40;1;58
Add130;1;59
Add41;15;60
Add131;15;61
Add42;15;62
Add1;15;63
Add43;10;64
Product4;6;1
Product11;6;2
Product21;6;3
Product31;6;4
Subtract2;10;1
Add44;10;65
Product5;6;5
Product12;6;6
Product22;6;7
Product32;6;8
Subtract3;10;2
Add45;10;66
Product6;6;9
Product13;6;10
Product23;6;11
Product33;6;12
Subtract4;10;3
Add46;10;67
Product7;6;13
Product14;6;14
Product24;6;15
Subtract11;24;4
Add53;24;68
Add47;10;69
Product8;6;16
Product15;6;17
Product25;6;18
Product35;6;19
Subtract6;10;5
Add48;10;70
Product9;6;20
Product16;6;21
Product26;6;22
Product36;6;23
Subtract7;10;6
Add49;10;71
Product10;6;24
Product17;6;25
Product27;6;26
Product37;6;27
Subtract8;10;7
Add50;10;72
Product18;6;28
Product19;6;29
Product28;6;30
Product38;6;31
Subtract9;10;8
Add51;24;73
Product20;20;32
Product110;20;33
Product29;20;34
Product39;20;35
Subtract10;24;9
Add52;24;74
Product30;20;36
Product111;20;37
Product210;20;38
Product310;20;39
Product218;20;40
Product318;20;41
Product40;20;42
Product112;20;43
Product211;20;44
Product311;20;45
Subtract12;24;10
Add54;24;75
Product41;20;46
Product113;20;47
Product212;20;48
Product312;20;49
Subtract13;24;11
Add55;10;76
Product42;6;50
Product114;6;51
Product213;6;52
Product313;6;53
Subtract14;10;12
Add56;24;77
Product43;20;54
Product115;20;55
Product214;20;56
Product314;20;57
Subtract15;24;13
Add57;24;78
Product44;20;58
Product116;20;59
Product215;20;60
Product315;20;61
Subtract16;24;14
Add58;24;79
Product45;20;62
Product117;20;63
Product216;20;64
Product316;20;65
Subtract17;24;15
Add59;24;80
Product46;20;66
Product118;20;67
Product217;20;68
Product317;20;69
Subtract18;24;16
Add60;24;81
Product47;20;70
Product119;20;71
Product57;34;72
Product129;34;73
Product228;34;74
Subtract19;24;17
Add61;24;82
Product48;20;75
Product120;20;76
Product219;20;77
Product319;20;78
Subtract20;24;18
Add62;24;83
Product49;20;79
Product121;20;80
Product220;20;81
Product320;20;82
Subtract21;24;19
Add63;24;84
Product50;20;83
Product122;20;84
Product221;20;85
Product321;20;86
Subtract22;24;20
Add64;24;85
Product51;20;87
Product123;20;88
Product222;20;89
Product322;20;90
Subtract23;24;21
Add65;24;86
Product52;20;91
Product124;20;92
Product223;20;93
Product323;20;94
Subtract24;24;22
Add66;10;87
Product53;6;95
Product125;6;96
Product224;6;97
Product324;6;98
Subtract25;10;23
Add67;24;88
Product54;20;99
Product126;20;100
Product225;20;101
Product325;20;102
Subtract26;24;24
Add68;24;89
Product55;20;103
Product127;20;104
Product226;20;105
Product326;20;106
Subtract27;24;25
Add69;38;90
Product56;34;107
Product128;34;108
Product227;34;109
Product327;34;110
Subtract28;38;26
Add70;38;91
Product69;34;111
Product141;34;112
Product240;34;113
Product340;34;114
Product328;34;115
Subtract29;38;27
Add71;38;92
Product58;34;116
Product130;34;117
Product229;34;118
Product329;34;119
Subtract30;38;28
Add72;38;93
Product59;34;120
Product131;34;121
Product230;34;122
Product330;34;123
Subtract31;38;29
Add73;38;94
Product60;34;124
Product132;34;125
Product231;34;126
Product331;34;127
Subtract32;38;30
Add74;38;95
Product61;34;128
Product133;34;129
Product232;34;130
Product332;34;131
Subtract33;38;31
Add75;38;96
Product62;34;132
Product134;34;133
Product233;34;134
Product333;34;135
Subtract34;38;32
Add76;38;97
Product63;34;136
Product135;34;137
Product234;34;138
Product334;34;139
Subtract35;38;33
Add77;10;98
Product64;6;140
Product136;6;141
Product235;6;142
Product335;6;143
Subtract36;10;34
Add78;38;99
Product65;34;144
Product137;34;145
Product236;34;146
Product336;34;147
Subtract37;38;35
Add79;38;100
Product66;34;148
Product138;34;149
Product237;34;150
Product337;34;151
Subtract38;38;36
Add80;38;101
Product67;34;152
Product139;34;153
Product238;34;154
Product338;34;155
Subtract39;38;37
Add81;38;102
Product68;34;156
Product140;34;157
Product239;34;158
Product339;34;159
Subtract40;38;38
Add82;38;103
Subtract128;43;39
Subtract69;43;40
Subtract129;43;41
Subtract70;43;42
Subtract130;43;43
Subtract41;38;44
Add83;38;104
Product70;34;160
Product142;34;161
Product241;34;162
Product341;34;163
Subtract42;38;45
Add84;38;105
Product71;34;164
Product143;34;165
Product242;34;166
Product342;34;167
Subtract43;38;46
Add85;38;106
Product72;34;168
Product144;34;169
Product243;34;170
Product343;34;171
Subtract44;38;47
Add86;10;107
Product73;6;172
Product145;6;173
Product244;6;174
Product344;6;175
Subtract45;10;48
Add87;10;108
Product74;6;176
Product146;6;177
Product245;6;178
Product345;6;179
Subtract46;10;49
Add88;10;109
Product75;6;180
Product147;6;181
Product246;6;182
Product346;6;183
Subtract47;10;50
Add89;10;110
Product76;6;184
Product148;6;185
Product247;6;186
Product347;6;187
