# II 20
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//r2_FFT/RM14.xml
# vertex;cycle;fu
x0_re;0;0
x0_im;0;0
x1_re;0;0
x1_im;0;0
x2_re;0;0
x2_im;0;0
x3_re;0;0
x3_im;0;0
x4_re;0;0
x4_im;0;0
x5_re;0;0
x5_im;0;0
x6_re;0;0
x6_im;0;0
x7_re;0;0
x7_im;0;0
x8_re;0;0
x8_im;0;0
x9_re;0;0
x9_im;0;0
x10_re;0;0
x10_im;0;0
x11_re;0;0
x11_im;0;0
x12_re;0;0
x12_im;0;0
x13_re;0;0
x13_im;0;0
x14_re;0;0
x14_im;0;0
x15_re;0;0
x15_im;0;0
y0_re;88;0
y0_im;78;0
y1_re;90;0
y1_im;90;0
y2_re;76;0
y2_im;88;0
y3_re;70;0
y3_im;90;0
y4_re;88;0
y4_im;77;0
y5_re;90;0
y5_im;90;0
y6_re;88;0
y6_im;74;0
y7_re;70;0
y7_im;57;0
y8_re;88;0
y8_im;78;0
y9_re;90;0
y9_im;90;0
y10_re;76;0
y10_im;77;0
y11_re;70;0
y11_im;90;0
y12_re;88;0
y12_im;77;0
y13_re;90;0
y13_im;72;0
y14_re;88;0
y14_im;74;0
Add17;16;0
y15_re;55;0
y15_im;77;0
Add2;2;0
Add11;2;1
Add3;1;0
Add12;3;0
Add4;20;0
Add13;35;0
Add5;19;0
Add14;19;1
Add6;17;0
Add15;17;1
Add7;17;2
Add16;28;0
Add8;16;1
Add27;34;0
Add9;18;0
Add18;18;1
Add10;49;0
Add19;54;1
Add20;53;0
Add110;53;1
Add21;54;2
Add111;49;1
Add22;51;0
Add112;53;2
Add23;6;0
Add113;2;2
Add24;50;0
Add114;32;0
Add25;50;1
Add115;47;0
Add26;31;1
Add116;31;2
Add39;3;1
Add117;34;3
Add28;83;2
Add118;73;3
Add29;72;1
Add119;72;2
Add30;71;3
Add120;83;3
Add31;83;4
Add121;69;2
Add32;85;0
Add122;85;1
Add33;84;0
Add123;67;1
Add34;1;1
Add124;1;2
Add35;65;2
Add125;84;1
Add36;65;3
Add126;52;3
Add37;5;4
Add127;6;1
Add38;1;3
Add128;1;4
Product34;9;0
Subtract5;13;0
Add129;1;5
Add40;3;5
Add130;5;5
Add41;20;1
Add131;35;1
Add42;19;2
Add1;35;2
Add43;18;2
Product4;10;0
Product11;13;0
Product21;11;0
Product31;11;1
Subtract2;15;0
Add44;14;4
Product5;6;0
Product12;10;1
Product22;10;2
Product32;10;3
Subtract3;14;0
Add45;11;4
Product6;7;0
Product13;7;1
Product23;7;2
Product33;7;3
Subtract4;11;0
Add46;13;4
Product7;9;1
Product14;9;2
Product24;9;3
Subtract11;48;0
Add53;27;2
Add47;12;4
Product8;6;1
Product15;8;0
Product25;8;1
Product35;7;4
Subtract6;11;1
Add48;15;3
Product9;8;2
Product16;8;3
Product26;11;2
Product36;8;4
Subtract7;12;0
Add49;11;5
Product10;7;5
Product17;7;6
Product27;7;7
Product37;7;8
Subtract8;11;2
Add50;13;5
Product18;9;4
Product19;9;5
Product28;9;6
Product38;9;7
Subtract9;13;1
Add51;48;1
Product20;25;0
Product110;40;0
Product29;25;1
Product39;40;1
Subtract10;44;0
Add52;44;2
Product30;44;0
Product111;40;2
Product210;24;1
Product310;40;3
Product218;25;2
Product318;40;4
Product40;22;0
Product112;23;0
Product211;23;1
Product311;22;1
Subtract12;26;0
Add54;39;3
Product41;41;0
Product113;33;1
Product212;33;2
Product312;33;3
Subtract13;45;0
Add55;30;2
Product42;11;3
Product114;13;4
Product213;11;4
Product313;11;5
Subtract14;15;1
Add56;26;2
Product43;21;1
Product115;21;2
Product214;21;3
Product314;21;4
Subtract15;37;0
Add57;38;3
Product44;23;2
Product116;33;5
Product215;23;3
Product315;23;4
Subtract16;38;0
Add58;26;3
Product45;22;2
Product117;22;3
Product216;22;4
Product316;22;5
Subtract17;26;1
Add59;29;3
Product46;23;5
Product118;25;3
Product217;22;6
Product317;25;4
Subtract18;29;0
Add60;49;4
Product47;25;5
Product119;45;6
Product57;58;0
Product129;58;1
Product228;58;2
Subtract19;44;1
Add61;28;2
Product48;42;7
Product120;24;2
Product219;24;3
Product319;40;5
Subtract20;48;1
Add62;44;3
Product49;42;8
Product121;40;6
Product220;25;7
Product320;40;7
Subtract21;48;2
Add63;48;3
Product50;24;4
Product122;44;5
Product221;24;6
Product321;40;8
Subtract22;44;2
Add64;44;4
Product51;25;8
Product123;40;9
Product222;25;9
Product322;42;9
Subtract23;48;3
Add65;48;4
Product52;24;7
Product124;33;6
Product223;44;8
Product323;24;9
Subtract24;28;4
Add66;10;3
Product53;6;2
Product125;6;3
Product224;6;4
Product324;6;5
Subtract25;10;0
Add67;26;4
Product54;21;5
Product126;21;6
Product225;21;7
Product325;21;8
Subtract26;26;2
Add68;29;5
Product55;23;6
Product127;23;7
Product226;23;8
Product326;23;9
Subtract27;27;0
Add69;66;5
Product56;74;0
Product128;59;0
Product227;54;1
Product327;74;2
Subtract28;78;1
Add70;68;5
Product69;37;0
Product141;37;1
Product240;37;2
Product340;55;0
Product328;58;3
Subtract29;66;3
Add71;67;3
Product58;59;1
Product130;54;3
Product229;59;2
Product329;54;4
Subtract30;66;4
Add72;62;3
Product59;56;0
Product131;58;4
Product230;56;1
Product330;58;5
Subtract31;66;5
Add73;64;5
Product60;74;5
Product132;56;2
Product231;59;3
Product331;54;6
Subtract32;78;2
Add74;62;4
Product61;56;3
Product133;58;6
Product232;56;4
Product332;74;7
Subtract33;78;3
Add75;80;2
Product62;55;1
Product134;52;0
Product233;57;3
Product333;37;4
Subtract34;60;0
Add76;76;2
Product63;56;5
Product135;52;1
Product234;72;2
Product334;52;3
Subtract35;80;1
Add77;30;4
Product64;11;6
Product136;13;7
Product235;11;7
Product335;11;8
Subtract36;15;2
Add78;67;4
Product65;54;8
Product137;59;4
Product236;56;6
Product336;59;5
Subtract37;67;1
Add79;62;5
Product66;58;7
Product138;54;9
Product237;58;8
Product337;58;9
Subtract38;67;2
Add80;59;4
Product67;57;5
Product139;55;2
Product238;55;3
Product338;72;4
Subtract39;79;0
Add81;60;3
Product68;55;4
Product140;55;5
Product239;55;6
Product339;52;5
Subtract40;59;1
Add82;60;4
Subtract128;72;1
Subtract69;71;3
Subtract129;72;2
Subtract70;83;0
Subtract130;69;1
Subtract41;60;2
Add83;79;5
Product70;55;7
Product142;56;7
Product241;57;6
Product341;55;8
Subtract42;59;2
Add84;40;5
Product71;37;7
Product143;36;8
Product242;36;9
Product342;37;8
Subtract43;45;1
Add85;47;5
Product72;39;6
Product144;39;7
Product243;39;8
Product343;39;9
Subtract44;45;2
Add86;30;5
Product73;6;6
Product145;10;4
Product244;13;8
Product344;6;7
Subtract45;10;1
Add87;15;4
Product74;9;8
Product146;6;8
Product245;10;5
Product345;6;9
Subtract46;13;2
Add88;14;5
Product75;10;6
Product147;10;7
Product246;10;8
Product346;10;9
Subtract47;14;1
Add89;12;5
Product76;7;9
Product148;8;5
Product247;8;6
Product347;8;7
