# II 8
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//r2_FFT/RM25.xml
# vertex;cycle;fu
x0_re;0;0
x0_im;0;0
x1_re;0;0
x1_im;0;0
x2_re;0;0
x2_im;0;0
x3_re;0;0
x3_im;0;0
x4_re;0;0
x4_im;0;0
x5_re;0;0
x5_im;0;0
x6_re;0;0
x6_im;0;0
x7_re;0;0
x7_im;0;0
x8_re;0;0
x8_im;0;0
x9_re;0;0
x9_im;0;0
x10_re;0;0
x10_im;0;0
x11_re;0;0
x11_im;0;0
x12_re;0;0
x12_im;0;0
x13_re;0;0
x13_im;0;0
x14_re;0;0
x14_im;0;0
x15_re;0;0
x15_im;0;0
y0_re;56;0
y0_im;54;0
y1_re;55;0
y1_im;56;0
y2_re;51;0
y2_im;54;0
y3_re;55;0
y3_im;56;0
y4_re;52;0
y4_im;53;0
y5_re;57;0
y5_im;55;0
y6_re;53;0
y6_im;57;0
y7_re;55;0
y7_im;55;0
y8_re;51;0
y8_im;54;0
y9_re;55;0
y9_im;55;0
y10_re;53;0
y10_im;52;0
y11_re;57;0
y11_im;56;0
y12_re;51;0
y12_im;53;0
y13_re;54;0
y13_im;55;0
y14_re;56;0
y14_im;53;0
Add17;21;0
y15_re;55;0
y15_im;57;0
Add2;1;0
Add11;1;1
Add3;1;2
Add12;1;3
Add4;16;0
Add13;16;1
Add5;17;4
Add14;17;5
Add6;21;1
Add15;21;2
Add7;21;3
Add16;21;4
Add8;21;5
Add27;36;0
Add9;21;6
Add18;21;7
Add10;30;0
Add19;30;1
Add20;31;0
Add110;31;1
Add21;30;2
Add111;30;3
Add22;32;2
Add112;32;3
Add23;2;0
Add113;2;1
Add24;36;1
Add114;36;2
Add25;36;3
Add115;36;4
Add26;31;2
Add116;32;4
Add39;2;2
Add117;36;5
Add28;46;4
Add118;47;3
Add29;47;4
Add119;48;5
Add30;46;5
Add120;47;5
Add31;48;6
Add121;52;6
Add32;50;3
Add122;51;0
Add33;52;7
Add123;50;4
Add34;3;1
Add124;3;2
Add35;50;5
Add125;51;3
Add36;50;6
Add126;50;7
Add37;1;6
Add127;1;7
Add38;1;8
Add128;1;9
Product34;10;0
Subtract5;15;0
Add129;2;8
Add40;3;4
Add130;3;5
Add41;15;6
Add131;15;7
Add42;16;7
Add1;16;8
Add43;10;9
Product4;6;0
Product11;6;1
Product21;6;2
Product31;6;3
Subtract2;10;0
Add44;11;6
Product5;6;4
Product12;7;0
Product22;7;1
Product32;6;5
Subtract3;10;1
Add45;12;8
Product6;7;2
Product13;8;0
Product23;8;1
Product33;8;2
Subtract4;12;0
Add46;14;6
Product7;11;0
Product14;10;1
Product24;10;2
Subtract11;26;2
Add53;30;7
Add47;12;9
Product8;8;3
Product15;8;4
Product25;8;5
Product35;8;6
Subtract6;12;1
Add48;15;8
Product9;11;1
Product16;11;2
Product26;11;3
Product36;10;3
Subtract7;15;1
Add49;12;10
Product10;7;3
Product17;8;7
Product27;8;8
Product37;7;4
Subtract8;12;2
Add50;15;9
Product18;10;4
Product19;11;4
Product28;11;5
Product38;10;5
Subtract9;14;0
Add51;24;9
Product20;20;0
Product110;20;1
Product29;20;2
Product39;20;3
Subtract10;24;0
Add52;26;10
Product30;21;0
Product111;21;1
Product210;22;6
Product310;21;2
Product218;21;3
Product318;21;4
Product40;26;6
Product112;26;7
Product211;26;8
Product311;26;9
Subtract12;30;1
Add54;30;8
Product41;26;10
Product113;26;11
Product212;26;12
Product312;26;13
Subtract13;30;2
Add55;11;7
Product42;7;5
Product114;7;6
Product213;7;7
Product313;7;8
Subtract14;11;0
Add56;30;9
Product43;26;14
Product115;26;15
Product214;26;16
Product314;26;17
Subtract15;30;3
Add57;30;10
Product44;26;18
Product116;26;19
Product215;26;20
Product315;26;21
Subtract16;30;4
Add58;27;8
Product45;22;7
Product117;23;9
Product216;23;10
Product316;22;8
Subtract17;26;3
Add59;30;11
Product46;25;0
Product118;25;1
Product217;25;2
Product317;25;3
Subtract18;29;0
Add60;25;10
Product47;21;5
Product119;21;6
Product57;36;4
Product129;36;5
Product228;37;7
Subtract19;25;0
Add61;26;11
Product48;22;9
Product120;22;10
Product219;22;11
Product319;22;12
Subtract20;26;4
Add62;24;10
Product49;20;6
Product121;20;7
Product220;20;8
Product320;20;9
Subtract21;24;1
Add63;27;9
Product50;20;10
Product122;23;11
Product221;20;11
Product321;21;8
Subtract22;27;1
Add64;25;11
Product51;21;9
Product123;21;10
Product222;21;11
Product322;21;12
Subtract23;25;1
Add65;27;10
Product52;23;12
Product124;23;13
Product223;23;14
Product323;23;15
Subtract24;27;2
Add66;12;11
Product53;8;9
Product125;8;10
Product224;8;11
Product324;8;12
Subtract25;12;3
Add67;27;11
Product54;22;13
Product126;23;16
Product225;23;17
Product325;22;14
Subtract26;26;5
Add68;31;10
Product55;25;4
Product127;25;5
Product226;27;6
Product326;25;6
Subtract27;29;1
Add69;40;11
Product56;35;7
Product128;36;12
Product227;36;13
Product327;35;8
Subtract28;39;2
Add70;41;12
Product69;36;14
Product141;37;13
Product240;36;15
Product340;37;14
Product328;36;16
Subtract29;40;2
Add71;39;11
Product58;35;9
Product130;35;10
Product229;35;11
Product329;35;12
Subtract30;40;3
Add72;42;12
Product59;37;15
Product131;37;16
Product230;37;17
Product330;37;18
Subtract31;41;2
Add73;39;12
Product60;35;13
Product132;35;14
Product231;35;15
Product331;35;16
Subtract32;39;3
Add74;41;13
Product61;37;19
Product133;37;20
Product232;37;21
Product332;37;22
Subtract33;41;3
Add75;45;8
Product62;41;7
Product134;41;8
Product233;41;9
Product333;41;10
Subtract34;45;2
Add76;45;9
Product63;41;11
Product135;41;12
Product234;41;13
Product334;41;14
Subtract35;45;3
Add77;10;13
Product64;6;15
Product136;6;16
Product235;6;17
Product335;6;18
Subtract36;10;6
Add78;40;12
Product65;35;17
Product137;36;17
Product236;35;18
Product336;35;19
Subtract37;39;4
Add79;40;13
Product66;36;18
Product138;36;19
Product237;36;20
Product337;36;21
Subtract38;40;4
Add80;45;10
Product67;40;13
Product139;41;15
Product238;41;16
Product338;40;14
Subtract39;44;4
Add81;45;11
Product68;40;15
Product140;41;17
Product239;41;18
Product339;40;16
Subtract40;44;5
Add82;46;12
Subtract128;48;5
Subtract69;48;6
Subtract129;47;5
Subtract70;46;5
Subtract130;48;7
Subtract41;45;4
Add83;46;13
Product70;41;19
Product142;42;22
Product241;42;23
Product341;41;20
Subtract42;45;5
Add84;45;12
Product71;36;22
Product143;37;23
Product242;36;23
Product342;38;19
Subtract43;45;6
Add85;45;13
Product72;39;18
Product144;41;21
Product243;41;22
Product343;41;23
Subtract44;45;7
Add86;11;12
Product73;6;20
Product145;7;19
Product244;6;21
Product344;6;22
Subtract45;10;7
Add87;11;13
Product74;7;20
Product146;7;21
Product245;7;22
Product345;7;23
Subtract46;11;3
Add88;12;12
Product75;8;17
Product147;8;18
Product246;8;19
Product346;8;20
Subtract47;12;6
Add89;12;13
Product76;8;21
Product148;8;22
Product247;8;23
Product347;6;23
