# II 3
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//r2_FFT/RM30.xml
# vertex;cycle;fu
x0_re;0;0
x0_im;0;0
x1_re;0;0
x1_im;0;0
x2_re;0;0
x2_im;0;0
x3_re;0;0
x3_im;0;0
x4_re;0;0
x4_im;0;0
x5_re;0;0
x5_im;0;0
x6_re;0;0
x6_im;0;0
x7_re;0;0
x7_im;0;0
x8_re;0;0
x8_im;0;0
x9_re;0;0
x9_im;0;0
x10_re;0;0
x10_im;0;0
x11_re;0;0
x11_im;0;0
x12_re;0;0
x12_im;0;0
x13_re;0;0
x13_im;0;0
x14_re;0;0
x14_im;0;0
x15_re;0;0
x15_im;0;0
y0_re;49;0
y0_im;49;0
y1_re;49;0
y1_im;49;0
y2_re;48;0
y2_im;49;0
y3_re;49;0
y3_im;49;0
y4_re;49;0
y4_im;49;0
y5_re;49;0
y5_im;49;0
y6_re;49;0
y6_im;49;0
y7_re;49;0
y7_im;49;0
y8_re;49;0
y8_im;49;0
y9_re;49;0
y9_im;49;0
y10_re;49;0
y10_im;49;0
y11_re;49;0
y11_im;49;0
y12_re;49;0
y12_im;49;0
y13_re;49;0
y13_im;49;0
y14_re;49;0
y14_im;49;0
Add17;15;0
y15_re;49;0
y15_im;49;0
Add2;1;0
Add11;1;1
Add3;1;2
Add12;1;3
Add4;15;1
Add13;15;2
Add5;15;3
Add14;15;4
Add6;15;5
Add15;15;6
Add7;15;7
Add16;15;8
Add8;15;9
Add27;29;0
Add9;15;10
Add18;15;11
Add10;29;1
Add19;29;2
Add20;29;3
Add110;29;4
Add21;29;5
Add111;29;6
Add22;29;7
Add112;29;8
Add23;1;4
Add113;1;5
Add24;29;9
Add114;29;10
Add25;29;11
Add115;29;12
Add26;29;13
Add116;29;14
Add39;1;6
Add117;29;15
Add28;44;16
Add118;44;17
Add29;44;18
Add119;44;19
Add30;43;7
Add120;44;20
Add31;44;21
Add121;43;8
Add32;44;22
Add122;43;9
Add33;43;10
Add123;44;23
Add34;1;11
Add124;1;12
Add35;44;24
Add125;44;25
Add36;44;26
Add126;44;27
Add37;1;13
Add127;1;14
Add38;1;15
Add128;1;16
Product34;6;0
Subtract5;10;0
Add129;1;17
Add40;1;18
Add130;1;19
Add41;15;12
Add131;15;13
Add42;15;14
Add1;15;15
Add43;10;20
Product4;6;1
Product11;6;2
Product21;6;3
Product31;6;4
Subtract2;10;1
Add44;10;21
Product5;6;5
Product12;6;6
Product22;6;7
Product32;6;8
Subtract3;10;2
Add45;10;22
Product6;6;9
Product13;6;10
Product23;6;11
Product33;6;12
Subtract4;10;3
Add46;10;23
Product7;6;13
Product14;6;14
Product24;6;15
Subtract11;24;0
Add53;24;16
Add47;10;24
Product8;6;16
Product15;6;17
Product25;6;18
Product35;6;19
Subtract6;10;4
Add48;10;25
Product9;6;20
Product16;6;21
Product26;6;22
Product36;6;23
Subtract7;10;5
Add49;10;26
Product10;6;24
Product17;6;25
Product27;6;26
Product37;6;27
Subtract8;10;6
Add50;10;27
Product18;6;28
Product19;6;29
Product28;6;30
Product38;6;31
Subtract9;10;7
Add51;24;17
Product20;20;0
Product110;20;1
Product29;20;2
Product39;20;3
Subtract10;24;1
Add52;24;18
Product30;20;4
Product111;20;5
Product210;20;6
Product310;20;7
Product218;20;8
Product318;20;9
Product40;20;10
Product112;20;11
Product211;20;12
Product311;20;13
Subtract12;24;2
Add54;24;19
Product41;20;14
Product113;20;15
Product212;20;16
Product312;20;17
Subtract13;24;3
Add55;10;28
Product42;6;32
Product114;6;33
Product213;6;34
Product313;6;35
Subtract14;10;8
Add56;24;20
Product43;20;18
Product115;20;19
Product214;20;20
Product314;20;21
Subtract15;24;4
Add57;24;21
Product44;20;22
Product116;20;23
Product215;20;24
Product315;20;25
Subtract16;24;5
Add58;24;22
Product45;20;26
Product117;20;27
Product216;20;28
Product316;20;29
Subtract17;24;6
Add59;24;23
Product46;20;30
Product118;20;31
Product217;20;32
Product317;20;33
Subtract18;24;7
Add60;24;24
Product47;20;34
Product119;20;35
Product57;34;0
Product129;34;1
Product228;34;2
Subtract19;24;8
Add61;24;25
Product48;20;36
Product120;20;37
Product219;20;38
Product319;20;39
Subtract20;24;9
Add62;24;26
Product49;20;40
Product121;20;41
Product220;20;42
Product320;20;43
Subtract21;24;10
Add63;24;27
Product50;20;44
Product122;20;45
Product221;20;46
Product321;20;47
Subtract22;24;11
Add64;24;28
Product51;20;48
Product123;20;49
Product222;20;50
Product322;20;51
Subtract23;24;12
Add65;24;29
Product52;20;52
Product124;20;53
Product223;20;54
Product323;20;55
Subtract24;24;13
Add66;10;29
Product53;6;36
Product125;6;37
Product224;6;38
Product324;6;39
Subtract25;10;9
Add67;24;30
Product54;20;56
Product126;20;57
Product225;20;58
Product325;20;59
Subtract26;24;14
Add68;24;31
Product55;20;60
Product127;20;61
Product226;20;62
Product326;20;63
Subtract27;24;15
Add69;39;32
Product56;34;3
Product128;34;4
Product227;34;5
Product327;34;6
Subtract28;38;0
Add70;39;33
Product69;34;7
Product141;34;8
Product240;34;9
Product340;34;10
Product328;34;11
Subtract29;39;16
Add71;38;28
Product58;34;12
Product130;34;13
Product229;34;14
Product329;34;15
Subtract30;38;1
Add72;39;34
Product59;34;16
Product131;34;17
Product230;34;18
Product330;34;19
Subtract31;38;2
Add73;38;29
Product60;34;20
Product132;34;21
Product231;34;22
Product331;34;23
Subtract32;38;3
Add74;38;30
Product61;34;24
Product133;34;25
Product232;34;26
Product332;34;27
Subtract33;39;17
Add75;38;31
Product62;34;28
Product134;34;29
Product233;34;30
Product333;34;31
Subtract34;38;4
Add76;38;32
Product63;34;32
Product135;34;33
Product234;34;34
Product334;34;35
Subtract35;39;18
Add77;10;30
Product64;6;40
Product136;6;41
Product235;6;42
Product335;6;43
Subtract36;10;10
Add78;39;35
Product65;34;36
Product137;34;37
Product236;34;38
Product336;34;39
Subtract37;39;19
Add79;39;36
Product66;34;40
Product138;34;41
Product237;34;42
Product337;34;43
Subtract38;39;20
Add80;38;33
Product67;34;44
Product139;34;45
Product238;34;46
Product338;34;47
Subtract39;38;5
Add81;38;34
Product68;34;48
Product140;34;49
Product239;34;50
Product339;34;51
Subtract40;38;6
Add82;38;35
Subtract128;44;7
Subtract69;44;8
Subtract129;44;9
Subtract70;44;10
Subtract130;43;11
Subtract41;38;11
Add83;38;36
Product70;34;52
Product142;34;53
Product241;34;54
Product341;34;55
Subtract42;39;21
Add84;38;37
Product71;34;56
Product143;34;57
Product242;34;58
Product342;34;59
Subtract43;38;12
Add85;39;37
Product72;34;60
Product144;34;61
Product243;34;62
Product343;34;63
Subtract44;38;13
Add86;10;31
Product73;6;44
Product145;6;45
Product244;6;46
Product344;6;47
Subtract45;10;12
Add87;10;32
Product74;6;48
Product146;6;49
Product245;6;50
Product345;6;51
Subtract46;10;13
Add88;10;33
Product75;6;52
Product147;6;53
Product246;6;54
Product346;6;55
Subtract47;10;14
Add89;10;34
Product76;6;56
Product148;6;57
Product247;6;58
Product347;6;59
