# II 7
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//r2_FFT/RM26.xml
# vertex;cycle;fu
x0_re;0;0
x0_im;0;0
x1_re;0;0
x1_im;0;0
x2_re;0;0
x2_im;0;0
x3_re;0;0
x3_im;0;0
x4_re;0;0
x4_im;0;0
x5_re;0;0
x5_im;0;0
x6_re;0;0
x6_im;0;0
x7_re;0;0
x7_im;0;0
x8_re;0;0
x8_im;0;0
x9_re;0;0
x9_im;0;0
x10_re;0;0
x10_im;0;0
x11_re;0;0
x11_im;0;0
x12_re;0;0
x12_im;0;0
x13_re;0;0
x13_im;0;0
x14_re;0;0
x14_im;0;0
x15_re;0;0
x15_im;0;0
y0_re;54;0
y0_im;53;0
y1_re;54;0
y1_im;53;0
y2_re;53;0
y2_im;54;0
y3_re;54;0
y3_im;54;0
y4_re;53;0
y4_im;54;0
y5_re;53;0
y5_im;52;0
y6_re;53;0
y6_im;53;0
y7_re;52;0
y7_im;54;0
y8_re;54;0
y8_im;53;0
y9_re;54;0
y9_im;52;0
y10_re;54;0
y10_im;54;0
y11_re;54;0
y11_im;54;0
y12_re;53;0
y12_im;54;0
y13_re;53;0
y13_im;54;0
y14_re;53;0
y14_im;53;0
Add17;18;0
y15_re;52;0
y15_im;54;0
Add2;2;0
Add11;2;1
Add3;1;0
Add12;3;0
Add4;17;1
Add13;16;2
Add5;17;2
Add14;16;3
Add6;17;3
Add15;17;4
Add7;17;5
Add16;17;6
Add8;18;1
Add27;33;0
Add9;16;4
Add18;16;5
Add10;33;1
Add19;33;2
Add20;34;0
Add110;34;1
Add21;32;2
Add111;31;7
Add22;34;2
Add112;33;3
Add23;1;1
Add113;1;2
Add24;32;3
Add114;32;4
Add25;32;5
Add115;32;6
Add26;32;7
Add116;34;3
Add39;1;3
Add117;33;4
Add28;49;0
Add118;48;4
Add29;48;5
Add119;49;1
Add30;48;6
Add120;49;2
Add31;48;7
Add121;48;8
Add32;49;3
Add122;47;5
Add33;48;9
Add123;47;6
Add34;1;4
Add124;1;5
Add35;49;4
Add125;49;5
Add36;47;7
Add126;49;6
Add37;2;6
Add127;1;6
Add38;2;7
Add128;3;8
Product34;6;0
Subtract5;11;0
Add129;1;7
Add40;1;8
Add130;1;9
Add41;17;9
Add131;18;8
Add42;19;8
Add1;17;10
Add43;11;9
Product4;7;0
Product11;7;1
Product21;7;2
Product31;7;3
Subtract2;11;1
Add44;12;9
Product5;6;1
Product12;8;0
Product22;7;4
Product32;8;1
Subtract3;14;0
Add45;13;10
Product6;9;0
Product13;9;1
Product23;8;2
Product33;9;2
Subtract4;13;0
Add46;10;11
Product7;6;2
Product14;6;3
Product24;6;4
Subtract11;29;0
Add53;27;11
Add47;12;10
Product8;8;3
Product15;8;4
Product25;8;5
Product35;8;6
Subtract6;12;0
Add48;12;11
Product9;8;7
Product16;7;5
Product26;7;6
Product36;8;8
Subtract7;12;1
Add49;13;12
Product10;8;9
Product17;9;3
Product27;9;4
Product37;8;10
Subtract8;13;1
Add50;10;12
Product18;6;5
Product19;6;6
Product28;6;7
Product38;6;8
Subtract9;11;2
Add51;28;7
Product20;23;5
Product110;24;0
Product29;24;1
Product39;24;2
Subtract10;28;1
Add52;29;10
Product30;25;0
Product111;25;1
Product210;25;2
Product310;25;3
Product218;24;3
Product318;24;4
Product40;22;11
Product112;22;12
Product211;22;13
Product311;22;14
Subtract12;26;2
Add54;26;12
Product41;23;6
Product113;22;15
Product212;22;16
Product312;23;7
Subtract13;27;2
Add55;10;13
Product42;6;9
Product114;6;10
Product213;6;11
Product313;6;12
Subtract14;10;0
Add56;27;13
Product43;23;8
Product115;23;9
Product214;23;10
Product314;23;11
Subtract15;27;3
Add57;25;10
Product44;21;7
Product116;21;8
Product215;21;9
Product315;21;10
Subtract16;25;3
Add58;28;8
Product45;22;17
Product117;24;5
Product216;24;6
Product316;23;12
Subtract17;27;4
Add59;27;14
Product46;23;13
Product118;23;14
Product217;23;15
Product317;23;16
Subtract18;27;5
Add60;28;9
Product47;22;18
Product119;24;7
Product57;40;0
Product129;39;4
Product228;39;5
Subtract19;28;2
Add61;29;11
Product48;25;6
Product120;24;8
Product219;25;7
Product319;21;11
Subtract20;29;1
Add62;25;11
Product49;21;12
Product121;21;13
Product220;21;14
Product320;21;15
Subtract21;25;4
Add63;28;10
Product50;25;8
Product122;24;9
Product221;24;10
Product321;25;9
Subtract22;29;2
Add64;25;12
Product51;21;16
Product123;20;13
Product222;21;17
Product322;20;14
Subtract23;25;5
Add65;25;13
Product52;25;10
Product124;21;18
Product223;21;19
Product323;24;11
Subtract24;29;3
Add66;10;14
Product53;6;15
Product125;6;16
Product224;6;17
Product324;6;18
Subtract25;10;1
Add67;28;11
Product54;23;17
Product126;23;18
Product225;23;19
Product325;23;20
Subtract26;27;6
Add68;28;12
Product55;21;20
Product127;24;12
Product226;24;13
Product326;24;14
Subtract27;28;3
Add69;43;12
Product56;40;1
Product128;39;11
Product227;39;12
Product327;40;2
Subtract28;44;0
Add70;43;13
Product69;40;3
Product141;40;4
Product240;40;5
Product340;40;6
Product328;40;7
Subtract29;44;1
Add71;44;8
Product58;37;21
Product130;40;8
Product229;40;9
Product329;37;22
Subtract30;41;7
Add72;44;9
Product59;39;13
Product131;40;10
Product230;40;11
Product330;39;14
Subtract31;43;4
Add73;43;14
Product60;39;15
Product132;37;23
Product231;38;15
Product331;39;16
Subtract32;43;5
Add74;43;15
Product61;39;17
Product133;39;18
Product232;39;19
Product332;39;20
Subtract33;43;6
Add75;41;15
Product62;40;12
Product134;37;24
Product233;37;25
Product333;40;13
Subtract34;44;2
Add76;42;13
Product63;40;14
Product135;38;16
Product234;38;17
Product334;40;15
Subtract35;44;3
Add77;11;14
Product64;7;21
Product136;6;19
Product235;7;22
Product335;6;20
Subtract36;11;6
Add78;44;10
Product65;39;21
Product137;40;16
Product236;39;22
Product336;39;23
Subtract37;43;7
Add79;44;11
Product66;39;24
Product138;40;17
Product237;39;25
Product337;39;26
Subtract38;43;8
Add80;42;14
Product67;37;26
Product139;38;18
Product238;37;27
Product338;38;19
Subtract39;43;9
Add81;42;15
Product68;38;20
Product140;38;21
Product239;38;22
Product339;39;27
Subtract40;43;10
Add82;44;12
Subtract128;49;4
Subtract69;49;5
Subtract129;49;6
Subtract70;48;8
Subtract130;48;9
Subtract41;44;4
Add83;44;13
Product70;40;18
Product142;40;19
Product241;40;20
Product341;40;21
Subtract42;44;5
Add84;44;14
Product71;38;23
Product143;40;22
Product242;40;23
Product342;38;24
Subtract43;42;7
Add85;44;15
Product72;38;25
Product144;40;24
Product243;40;25
Product343;38;26
Subtract44;42;8
Add86;12;13
Product73;7;23
Product145;8;19
Product244;7;24
Product344;8;20
Subtract45;14;9
Add87;10;15
Product74;6;21
Product146;6;22
Product245;6;23
Product345;6;24
Subtract46;10;2
Add88;11;15
Product75;6;25
Product147;7;25
Product246;7;26
Product346;6;26
Subtract47;10;3
Add89;12;14
Product76;8;21
Product148;8;22
Product247;8;23
Product347;8;24
