# II 6
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//r2_FFT/RM27.xml
# vertex;cycle;fu
x0_re;0;0
x0_im;0;0
x1_re;0;0
x1_im;0;0
x2_re;0;0
x2_im;0;0
x3_re;0;0
x3_im;0;0
x4_re;0;0
x4_im;0;0
x5_re;0;0
x5_im;0;0
x6_re;0;0
x6_im;0;0
x7_re;0;0
x7_im;0;0
x8_re;0;0
x8_im;0;0
x9_re;0;0
x9_im;0;0
x10_re;0;0
x10_im;0;0
x11_re;0;0
x11_im;0;0
x12_re;0;0
x12_im;0;0
x13_re;0;0
x13_im;0;0
x14_re;0;0
x14_im;0;0
x15_re;0;0
x15_im;0;0
y0_re;52;0
y0_im;51;0
y1_re;49;0
y1_im;49;0
y2_re;51;0
y2_im;50;0
y3_re;49;0
y3_im;50;0
y4_re;50;0
y4_im;52;0
y5_re;51;0
y5_im;50;0
y6_re;49;0
y6_im;52;0
y7_re;49;0
y7_im;49;0
y8_re;52;0
y8_im;49;0
y9_re;49;0
y9_im;49;0
y10_re;51;0
y10_im;49;0
y11_re;49;0
y11_im;50;0
y12_re;50;0
y12_im;52;0
y13_re;51;0
y13_im;51;0
y14_re;50;0
y14_im;50;0
Add17;15;0
y15_re;49;0
y15_im;49;0
Add2;1;0
Add11;1;1
Add3;2;0
Add12;2;1
Add4;15;1
Add13;15;2
Add5;16;0
Add14;16;1
Add6;15;3
Add15;15;4
Add7;16;2
Add16;16;3
Add8;15;5
Add27;30;0
Add9;16;4
Add18;16;5
Add10;29;0
Add19;29;1
Add20;30;1
Add110;30;2
Add21;29;2
Add111;29;3
Add22;30;3
Add112;30;4
Add23;1;2
Add113;1;3
Add24;29;4
Add114;29;5
Add25;30;5
Add115;30;6
Add26;29;6
Add116;29;7
Add39;1;4
Add117;30;7
Add28;47;8
Add118;44;2
Add29;45;6
Add119;47;9
Add30;45;7
Add120;44;3
Add31;44;4
Add121;47;10
Add32;44;5
Add122;44;6
Add33;46;6
Add123;44;7
Add34;2;8
Add124;1;5
Add35;44;9
Add125;44;10
Add36;44;11
Add126;44;12
Add37;1;6
Add127;1;7
Add38;2;13
Add128;1;8
Product34;7;0
Subtract5;11;0
Add129;1;9
Add40;1;10
Add130;2;14
Add41;15;8
Add131;15;9
Add42;16;7
Add1;16;8
Add43;10;9
Product4;6;0
Product11;6;1
Product21;6;2
Product31;6;3
Subtract2;10;0
Add44;11;11
Product5;7;1
Product12;7;2
Product22;7;3
Product32;7;4
Subtract3;11;1
Add45;10;10
Product6;6;4
Product13;6;5
Product23;6;6
Product33;6;7
Subtract4;10;1
Add46;11;12
Product7;7;5
Product14;7;6
Product24;7;7
Subtract11;25;0
Add53;24;8
Add47;10;11
Product8;6;8
Product15;6;9
Product25;6;10
Product35;6;11
Subtract6;10;2
Add48;11;13
Product9;7;8
Product16;7;9
Product26;7;10
Product36;7;11
Subtract7;11;2
Add49;10;12
Product10;6;12
Product17;6;13
Product27;6;14
Product37;6;15
Subtract8;10;3
Add50;11;14
Product18;7;12
Product19;7;13
Product28;7;14
Product38;7;15
Subtract9;11;3
Add51;24;9
Product20;20;0
Product110;20;1
Product29;20;2
Product39;20;3
Subtract10;24;0
Add52;25;11
Product30;21;0
Product111;21;1
Product210;21;2
Product310;21;3
Product218;20;4
Product318;20;5
Product40;20;6
Product112;20;7
Product211;20;8
Product311;20;9
Subtract12;24;1
Add54;25;12
Product41;21;4
Product113;21;5
Product212;21;6
Product312;21;7
Subtract13;25;1
Add55;10;13
Product42;6;16
Product114;6;17
Product213;6;18
Product313;6;19
Subtract14;10;4
Add56;24;10
Product43;20;10
Product115;20;11
Product214;20;12
Product314;20;13
Subtract15;24;2
Add57;25;13
Product44;21;8
Product116;21;9
Product215;21;10
Product315;21;11
Subtract16;25;2
Add58;24;11
Product45;20;14
Product117;20;15
Product216;20;16
Product316;20;17
Subtract17;24;3
Add59;25;14
Product46;21;12
Product118;21;13
Product217;21;14
Product317;21;15
Subtract18;25;3
Add60;24;12
Product47;20;18
Product119;20;19
Product57;35;0
Product129;35;1
Product228;35;2
Subtract19;24;4
Add61;25;15
Product48;21;16
Product120;21;17
Product219;21;18
Product319;21;19
Subtract20;25;4
Add62;24;13
Product49;20;20
Product121;20;21
Product220;20;22
Product320;20;23
Subtract21;24;5
Add63;25;16
Product50;21;20
Product122;21;21
Product221;21;22
Product321;21;23
Subtract22;25;5
Add64;24;14
Product51;20;24
Product123;20;25
Product222;20;26
Product322;20;27
Subtract23;24;6
Add65;25;17
Product52;21;24
Product124;21;25
Product223;21;26
Product323;21;27
Subtract24;25;6
Add66;11;15
Product53;7;16
Product125;7;17
Product224;7;18
Product324;7;19
Subtract25;11;4
Add67;24;15
Product54;20;28
Product126;20;29
Product225;20;30
Product325;20;31
Subtract26;24;7
Add68;25;18
Product55;21;28
Product127;21;29
Product226;21;30
Product326;21;31
Subtract27;25;7
Add69;38;15
Product56;34;0
Product128;34;1
Product227;34;2
Product327;34;3
Subtract28;42;8
Add70;39;10
Product69;34;4
Product141;34;5
Product240;34;6
Product340;34;7
Product328;35;3
Subtract29;39;0
Add71;38;16
Product58;34;8
Product130;34;9
Product229;34;10
Product329;34;11
Subtract30;38;0
Add72;39;11
Product59;35;4
Product131;35;5
Product230;35;6
Product330;35;7
Subtract31;39;1
Add73;40;14
Product60;34;12
Product132;34;13
Product231;34;14
Product331;34;15
Subtract32;38;1
Add74;40;15
Product61;35;8
Product133;35;9
Product232;35;10
Product332;35;11
Subtract33;39;2
Add75;39;12
Product62;34;16
Product134;34;17
Product233;34;18
Product333;34;19
Subtract34;39;3
Add76;39;13
Product63;35;12
Product135;35;13
Product234;35;14
Product334;35;15
Subtract35;39;4
Add77;10;16
Product64;6;20
Product136;6;21
Product235;6;22
Product335;6;23
Subtract36;10;5
Add78;42;16
Product65;34;20
Product137;34;21
Product236;34;22
Product336;34;23
Subtract37;38;2
Add79;39;14
Product66;35;16
Product138;35;17
Product237;35;18
Product337;35;19
Subtract38;40;6
Add80;38;17
Product67;34;24
Product139;34;25
Product238;34;26
Product338;34;27
Subtract39;38;3
Add81;39;15
Product68;35;20
Product140;35;21
Product239;35;22
Product339;35;23
Subtract40;41;5
Add82;39;16
Subtract128;47;6
Subtract69;45;5
Subtract129;44;4
Subtract70;44;5
Subtract130;45;6
Subtract41;38;6
Add83;39;17
Product70;35;24
Product142;35;25
Product241;35;26
Product341;35;27
Subtract42;39;7
Add84;38;18
Product71;34;28
Product143;34;29
Product242;34;30
Product342;34;31
Subtract43;39;8
Add85;39;18
Product72;35;28
Product144;35;29
Product243;35;30
Product343;35;31
Subtract44;39;9
Add86;11;16
Product73;7;20
Product145;7;21
Product244;7;22
Product344;7;23
Subtract45;11;7
Add87;10;17
Product74;6;24
Product146;6;25
Product245;6;26
Product345;6;27
Subtract46;10;7
Add88;11;17
Product75;7;24
Product147;7;25
Product246;7;26
Product346;7;27
Subtract47;11;8
Add89;10;18
Product76;6;28
Product148;6;29
Product247;6;30
Product347;6;31
