# II 14
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//r2_FFT/RM19.xml
# vertex;cycle;fu
x0_re;0;0
x0_im;0;0
x1_re;0;0
x1_im;0;0
x2_re;0;0
x2_im;0;0
x3_re;0;0
x3_im;0;0
x4_re;0;0
x4_im;0;0
x5_re;0;0
x5_im;0;0
x6_re;0;0
x6_im;0;0
x7_re;0;0
x7_im;0;0
x8_re;0;0
x8_im;0;0
x9_re;0;0
x9_im;0;0
x10_re;0;0
x10_im;0;0
x11_re;0;0
x11_im;0;0
x12_re;0;0
x12_im;0;0
x13_re;0;0
x13_im;0;0
x14_re;0;0
x14_im;0;0
x15_re;0;0
x15_im;0;0
y0_re;83;0
y0_im;72;0
y1_re;83;0
y1_im;79;0
y2_re;83;0
y2_im;71;0
y3_re;79;0
y3_im;79;0
y4_re;83;0
y4_im;83;0
y5_re;79;0
y5_im;79;0
y6_re;71;0
y6_im;72;0
y7_re;82;0
y7_im;79;0
y8_re;83;0
y8_im;72;0
y9_re;83;0
y9_im;79;0
y10_re;83;0
y10_im;83;0
y11_re;79;0
y11_im;79;0
y12_re;83;0
y12_im;83;0
y13_re;79;0
y13_im;83;0
y14_re;70;0
y14_im;72;0
Add17;25;0
y15_re;79;0
y15_im;79;0
Add2;2;0
Add11;5;0
Add3;1;0
Add12;1;1
Add4;25;1
Add13;25;2
Add5;25;3
Add14;21;0
Add6;28;0
Add15;26;0
Add7;24;0
Add16;21;1
Add8;26;1
Add27;54;2
Add9;21;2
Add18;29;2
Add10;39;4
Add19;39;5
Add20;50;0
Add110;50;1
Add21;52;1
Add111;52;2
Add22;43;3
Add112;51;0
Add23;9;1
Add113;2;1
Add24;54;3
Add114;48;0
Add25;48;1
Add115;54;4
Add26;48;2
Add116;55;0
Add39;9;2
Add117;54;5
Add28;75;1
Add118;65;3
Add29;78;2
Add119;78;3
Add30;78;4
Add120;66;3
Add31;65;4
Add121;67;6
Add32;68;6
Add122;74;0
Add33;74;1
Add123;74;2
Add34;1;4
Add124;1;5
Add35;74;3
Add125;74;4
Add36;74;5
Add126;74;6
Add37;2;2
Add127;5;2
Add38;1;6
Add128;5;3
Product34;9;0
Subtract5;14;0
Add129;1;7
Add40;2;3
Add130;2;4
Add41;22;5
Add131;22;6
Add42;25;7
Add1;24;4
Add43;16;5
Product4;7;0
Product11;12;0
Product21;12;1
Product31;11;0
Subtract2;16;0
Add44;10;5
Product5;11;1
Product12;6;0
Product22;6;1
Product32;6;2
Subtract3;17;0
Add45;19;4
Product6;14;0
Product13;14;1
Product23;14;2
Product33;14;3
Subtract4;21;0
Add46;23;5
Product7;10;0
Product14;18;0
Product24;18;1
Subtract11;34;0
Add53;42;1
Add47;10;6
Product8;6;3
Product15;6;4
Product25;6;5
Product35;6;6
Subtract6;20;1
Add48;14;2
Product9;10;1
Product16;10;2
Product26;8;0
Product36;10;3
Subtract7;14;1
Add49;20;3
Product10;9;1
Product17;7;1
Product27;8;1
Product37;11;2
Subtract8;21;1
Add50;14;3
Product18;11;3
Product19;6;7
Product28;10;4
Product38;11;4
Subtract9;16;1
Add51;31;0
Product20;27;0
Product110;27;1
Product29;27;2
Product39;27;3
Subtract10;34;2
Add52;45;1
Product30;30;0
Product111;39;5
Product210;34;8
Product310;29;0
Product218;30;1
Product318;30;2
Product40;33;0
Product112;38;5
Product211;36;2
Product311;31;0
Subtract12;40;0
Add54;35;3
Product41;31;1
Product113;30;3
Product212;30;4
Product312;33;1
Subtract13;39;0
Add55;18;7
Product42;14;4
Product114;12;2
Product213;14;5
Product313;12;3
Subtract14;19;0
Add56;38;7
Product43;31;2
Product115;32;2
Product214;32;3
Product314;30;5
Subtract15;41;0
Add57;49;4
Product44;34;9
Product116;34;10
Product215;27;4
Product315;37;2
Subtract16;41;1
Add58;37;6
Product45;31;3
Product117;31;4
Product216;33;2
Product316;30;6
Subtract17;35;2
Add59;49;5
Product46;32;4
Product118;39;6
Product217;43;1
Product317;28;6
Subtract18;49;3
Add60;34;4
Product47;30;7
Product119;30;8
Product57;56;7
Product129;55;5
Product228;55;6
Subtract19;34;3
Add61;45;2
Product48;35;2
Product120;40;4
Product219;36;3
Product319;26;5
Subtract20;42;2
Add62;45;3
Product49;38;6
Product121;40;6
Product220;40;7
Product320;40;8
Subtract21;44;2
Add63;42;4
Product50;29;2
Product122;29;3
Product221;37;3
Product321;29;4
Subtract22;33;1
Add64;45;4
Product51;39;7
Product123;41;7
Product222;36;4
Product322;41;8
Subtract23;45;1
Add65;45;5
Product52;33;3
Product124;40;9
Product223;33;4
Product323;32;5
Subtract24;38;0
Add66;16;6
Product53;7;3
Product125;12;10
Product224;11;8
Product324;10;7
Subtract25;14;3
Add67;41;1
Product54;35;4
Product126;35;5
Product225;32;6
Product325;35;6
Subtract26;41;2
Add68;49;6
Product55;32;7
Product127;37;4
Product226;32;8
Product326;36;5
Subtract27;49;4
Add69;50;7
Product56;44;9
Product128;44;10
Product227;46;9
Product327;44;11
Subtract28;48;4
Add70;59;6
Product69;54;11
Product141;64;6
Product240;53;9
Product340;61;5
Product328;55;9
Subtract29;65;0
Add71;61;5
Product58;57;5
Product130;57;6
Product229;57;7
Product329;68;12
Subtract30;73;2
Add72;61;6
Product59;63;7
Product131;57;8
Product230;57;9
Product330;62;11
Subtract31;73;3
Add73;62;5
Product60;56;8
Product132;57;10
Product231;55;10
Product331;56;9
Subtract32;60;0
Add74;62;6
Product61;50;7
Product133;57;11
Product232;57;12
Product332;56;10
Subtract33;60;1
Add75;69;2
Product62;59;5
Product134;59;6
Product233;65;5
Product333;59;7
Subtract34;63;5
Add76;69;3
Product63;59;8
Product135;60;10
Product234;62;12
Product334;59;9
Subtract35;63;6
Add77;14;5
Product64;7;8
Product136;10;8
Product235;9;6
Product335;10;9
Subtract36;14;4
Add78;70;6
Product65;47;6
Product137;57;13
Product236;64;8
Product336;44;12
Subtract37;51;1
Add79;70;7
Product66;53;10
Product138;66;10
Product237;58;13
Product337;69;11
Subtract38;73;4
Add80;63;7
Product67;59;10
Product139;56;11
Product238;59;11
Product338;55;12
Subtract39;63;7
Add81;69;4
Product68;61;7
Product140;61;8
Product239;61;9
Product339;65;7
Subtract40;69;3
Add82;68;7
Subtract128;78;0
Subtract69;78;1
Subtract129;66;1
Subtract70;65;2
Subtract130;67;1
Subtract41;66;2
Add83;65;7
Product70;65;8
Product142;59;12
Product241;59;13
Product341;65;9
Subtract42;69;4
Add84;69;5
Product71;60;11
Product143;65;10
Product242;60;12
Product342;53;11
Subtract43;69;5
Add85;69;6
Product72;65;11
Product144;64;9
Product243;60;13
Product343;63;9
Subtract44;69;6
Add86;17;7
Product73;8;10
Product145;11;12
Product244;6;13
Product344;10;11
Subtract45;14;5
Add87;19;7
Product74;14;12
Product146;13;13
Product245;14;13
Product345;7;10
Subtract46;19;2
Add88;16;7
Product75;10;12
Product147;11;13
Product246;10;13
Product346;12;13
Subtract47;17;5
Add89;20;7
Product76;7;11
Product148;8;11
Product247;7;12
Product347;8;12
