# II 24
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//r2_FFT/RM11.xml
# vertex;cycle;fu
x0_re;0;0
x0_im;0;0
x1_re;0;0
x1_im;0;0
x2_re;0;0
x2_im;0;0
x3_re;0;0
x3_im;0;0
x4_re;0;0
x4_im;0;0
x5_re;0;0
x5_im;0;0
x6_re;0;0
x6_im;0;0
x7_re;0;0
x7_im;0;0
x8_re;0;0
x8_im;0;0
x9_re;0;0
x9_im;0;0
x10_re;0;0
x10_im;0;0
x11_re;0;0
x11_im;0;0
x12_re;0;0
x12_im;0;0
x13_re;0;0
x13_im;0;0
x14_re;0;0
x14_im;0;0
x15_re;0;0
x15_im;0;0
y0_re;101;0
y0_im;82;0
y1_re;83;0
y1_im;81;0
y2_re;101;0
y2_im;101;0
y3_re;79;0
y3_im;85;0
y4_re;80;0
y4_im;87;0
y5_re;80;0
y5_im;80;0
y6_re;83;0
y6_im;101;0
y7_re;101;0
y7_im;80;0
y8_re;100;0
y8_im;82;0
y9_re;83;0
y9_im;80;0
y10_re;83;0
y10_im;101;0
y11_re;79;0
y11_im;85;0
y12_re;81;0
y12_im;97;0
y13_re;82;0
y13_im;80;0
y14_re;83;0
y14_im;101;0
Add17;22;0
y15_re;101;0
y15_im;101;0
Add2;8;0
Add11;3;0
Add3;4;0
Add12;1;0
Add4;18;0
Add13;16;0
Add5;22;1
Add14;20;0
Add6;20;1
Add15;23;0
Add7;21;0
Add16;19;0
Add8;22;2
Add27;59;0
Add9;21;1
Add18;19;1
Add10;58;0
Add19;38;0
Add20;38;1
Add110;60;0
Add21;58;1
Add111;63;0
Add22;39;1
Add112;58;2
Add23;1;1
Add113;2;0
Add24;37;0
Add114;37;1
Add25;60;1
Add115;60;2
Add26;60;3
Add116;60;4
Add39;2;1
Add117;59;1
Add28;76;1
Add118;76;2
Add29;74;2
Add119;82;3
Add30;96;0
Add120;96;1
Add31;78;0
Add121;96;2
Add32;78;1
Add122;76;3
Add33;75;1
Add123;75;2
Add34;6;2
Add124;5;0
Add35;74;3
Add125;80;1
Add36;96;3
Add126;75;3
Add37;7;0
Add127;8;2
Add38;1;2
Add128;1;3
Product34;9;0
Subtract5;15;0
Add129;2;4
Add40;4;4
Add130;5;1
Add41;23;1
Add131;23;2
Add42;20;2
Add1;20;3
Add43;18;1
Product4;13;0
Product11;8;0
Product21;14;0
Product31;8;1
Subtract2;18;0
Add44;15;2
Product5;9;1
Product12;6;0
Product22;9;2
Product32;6;1
Subtract3;14;0
Add45;17;0
Product6;13;1
Product13;12;0
Product23;13;2
Product33;12;1
Subtract4;17;0
Add46;13;2
Product7;6;2
Product14;7;0
Product24;6;3
Subtract11;33;0
Add53;32;3
Add47;18;2
Product8;11;0
Product15;14;1
Product25;14;2
Product35;11;1
Subtract6;15;1
Add48;13;3
Product9;7;1
Product16;9;3
Product26;7;2
Product36;9;4
Subtract7;14;1
Add49;17;1
Product10;12;2
Product17;12;3
Product27;13;3
Product37;12;4
Subtract8;16;0
Add50;14;2
Product18;10;0
Product19;10;1
Product28;8;2
Product38;10;2
Subtract9;14;2
Add51;33;0
Product20;28;0
Product110;28;1
Product29;28;2
Product39;28;3
Subtract10;32;0
Add52;33;1
Product30;25;0
Product111;26;0
Product210;26;1
Product310;26;2
Product218;23;0
Product318;22;0
Product40;26;3
Product112;28;4
Product211;27;0
Product311;28;5
Subtract12;32;1
Add54;31;1
Product41;26;4
Product113;24;0
Product212;26;5
Product312;24;1
Subtract13;31;0
Add55;11;2
Product42;7;3
Product114;7;4
Product213;6;4
Product313;7;5
Subtract14;11;0
Add56;32;4
Product43;28;6
Product115;28;7
Product214;27;1
Product314;27;2
Subtract15;32;2
Add57;31;2
Product44;26;6
Product116;25;1
Product215;26;7
Product315;24;2
Subtract16;31;1
Add58;55;3
Product45;29;0
Product117;49;2
Product216;47;1
Product316;45;0
Subtract17;54;0
Add59;33;2
Product46;25;3
Product118;24;3
Product217;25;4
Product317;24;4
Subtract18;30;1
Add60;33;3
Product47;24;5
Product119;21;1
Product57;43;0
Product129;66;0
Product228;60;5
Subtract19;32;3
Add61;54;3
Product48;27;3
Product120;47;2
Product219;44;0
Product319;25;5
Subtract20;33;1
Add62;58;4
Product49;47;3
Product121;29;1
Product220;47;4
Product320;47;5
Subtract21;53;0
Add63;53;2
Product50;29;2
Product122;37;4
Product221;49;6
Product321;25;7
Subtract22;34;0
Add64;35;3
Product51;23;6
Product123;21;2
Product222;22;1
Product322;46;2
Subtract23;53;1
Add65;33;4
Product52;29;3
Product124;29;4
Product223;27;4
Product323;29;5
Subtract24;34;1
Add66;15;3
Product53;11;2
Product125;10;3
Product224;11;3
Product324;12;6
Subtract25;17;1
Add67;31;4
Product54;29;6
Product126;27;5
Product225;27;6
Product325;27;7
Subtract26;35;1
Add68;54;4
Product55;29;7
Product127;24;6
Product226;47;7
Product326;24;7
Subtract27;54;2
Add69;67;2
Product56;63;0
Product128;43;1
Product227;63;1
Product327;43;2
Subtract28;67;0
Add70;71;3
Product69;65;0
Product141;70;3
Product240;70;4
Product340;65;1
Product328;65;2
Subtract29;69;0
Add71;73;4
Product58;67;3
Product130;69;3
Product229;69;4
Product329;68;1
Subtract30;72;0
Add72;72;4
Product59;44;2
Product131;63;2
Product230;61;5
Product330;67;4
Subtract31;71;0
Add73;91;3
Product60;64;0
Product132;87;3
Product231;87;4
Product331;68;3
Subtract32;72;1
Add74;91;4
Product61;63;5
Product133;85;6
Product232;64;1
Product332;63;6
Subtract33;67;1
Add75;47;4
Product62;45;5
Product134;42;1
Product233;42;2
Product333;43;5
Subtract34;49;0
Add76;70;3
Product63;69;6
Product135;65;3
Product234;66;3
Product334;69;7
Subtract35;73;1
Add77;18;3
Product64;14;3
Product136;14;4
Product235;14;5
Product335;14;6
Subtract36;18;1
Add78;77;3
Product65;43;6
Product137;44;4
Product236;60;7
Product336;43;7
Subtract37;47;1
Add79;77;4
Product66;64;2
Product138;70;5
Product237;63;7
Product337;64;3
Subtract38;68;0
Add80;69;2
Product67;42;4
Product139;42;5
Product238;58;4
Product338;58;5
Subtract39;70;0
Add81;70;4
Product68;58;6
Product140;66;6
Product239;66;7
Product339;44;5
Subtract40;69;1
Add82;75;4
Subtract128;82;2
Subtract69;77;2
Subtract129;96;2
Subtract70;77;3
Subtract130;96;3
Subtract41;69;2
Add83;68;4
Product70;64;4
Product142;64;5
Product241;64;6
Product341;64;7
Subtract42;68;1
Add84;69;3
Product71;70;6
Product143;65;4
Product242;65;5
Product342;70;7
Subtract43;91;2
Add85;69;4
Product72;68;6
Product144;65;6
Product243;65;7
Product343;68;7
Subtract44;91;3
Add86;15;4
Product73;6;5
Product145;8;3
Product244;11;4
Product344;6;6
Subtract45;10;3
Add87;11;4
Product74;8;4
Product146;7;6
Product245;7;7
Product345;8;5
Subtract46;12;0
Add88;14;3
Product75;13;7
Product147;10;7
Product246;9;5
Product346;11;5
Subtract47;17;2
Add89;18;4
Product76;11;6
Product148;14;7
Product247;11;7
Product347;9;6
