# II 4
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//r2_FFT/RM29.xml
# vertex;cycle;fu
x0_re;0;0
x0_im;0;0
x1_re;0;0
x1_im;0;0
x2_re;0;0
x2_im;0;0
x3_re;0;0
x3_im;0;0
x4_re;0;0
x4_im;0;0
x5_re;0;0
x5_im;0;0
x6_re;0;0
x6_im;0;0
x7_re;0;0
x7_im;0;0
x8_re;0;0
x8_im;0;0
x9_re;0;0
x9_im;0;0
x10_re;0;0
x10_im;0;0
x11_re;0;0
x11_im;0;0
x12_re;0;0
x12_im;0;0
x13_re;0;0
x13_im;0;0
x14_re;0;0
x14_im;0;0
x15_re;0;0
x15_im;0;0
y0_re;50;0
y0_im;50;0
y1_re;50;0
y1_im;49;0
y2_re;50;0
y2_im;50;0
y3_re;49;0
y3_im;49;0
y4_re;50;0
y4_im;50;0
y5_re;49;0
y5_im;50;0
y6_re;50;0
y6_im;50;0
y7_re;49;0
y7_im;49;0
y8_re;50;0
y8_im;50;0
y9_re;50;0
y9_im;49;0
y10_re;50;0
y10_im;50;0
y11_re;49;0
y11_im;49;0
y12_re;50;0
y12_im;50;0
y13_re;49;0
y13_im;50;0
y14_re;50;0
y14_im;50;0
Add17;16;0
y15_re;49;0
y15_im;49;0
Add2;1;0
Add11;2;0
Add3;2;1
Add12;2;2
Add4;15;0
Add13;15;1
Add5;15;2
Add14;15;3
Add6;16;1
Add15;16;2
Add7;15;4
Add16;16;3
Add8;16;4
Add27;30;3
Add9;16;5
Add18;16;6
Add10;31;5
Add19;31;6
Add20;31;7
Add110;31;8
Add21;31;9
Add111;31;10
Add22;31;11
Add112;31;12
Add23;1;1
Add113;1;2
Add24;30;4
Add114;30;5
Add25;30;6
Add115;30;7
Add26;30;8
Add116;30;9
Add39;1;3
Add117;30;10
Add28;45;4
Add118;45;5
Add29;45;6
Add119;45;7
Add30;45;8
Add120;45;9
Add31;45;10
Add121;45;11
Add32;45;12
Add122;44;7
Add33;44;8
Add123;45;13
Add34;1;14
Add124;1;15
Add35;44;9
Add125;44;10
Add36;44;11
Add126;44;12
Add37;2;11
Add127;2;12
Add38;1;16
Add128;1;17
Product34;6;0
Subtract5;11;0
Add129;1;18
Add40;1;19
Add130;1;20
Add41;16;13
Add131;16;14
Add42;16;15
Add1;16;16
Add43;11;13
Product4;6;1
Product11;7;0
Product21;6;2
Product31;7;1
Subtract2;11;1
Add44;11;14
Product5;7;2
Product12;7;3
Product22;7;4
Product32;7;5
Subtract3;11;2
Add45;11;15
Product6;7;6
Product13;7;7
Product23;7;8
Product33;7;9
Subtract4;11;3
Add46;11;16
Product7;7;10
Product14;6;3
Product24;7;11
Subtract11;26;0
Add53;25;21
Add47;11;17
Product8;7;12
Product15;7;13
Product25;7;14
Product35;7;15
Subtract6;11;4
Add48;10;13
Product9;6;4
Product16;6;5
Product26;6;6
Product36;6;7
Subtract7;10;1
Add49;11;18
Product10;7;16
Product17;6;8
Product27;7;17
Product37;6;9
Subtract8;11;5
Add50;11;19
Product18;6;10
Product19;6;11
Product28;7;18
Product38;6;12
Subtract9;10;2
Add51;26;14
Product20;21;0
Product110;21;1
Product29;22;13
Product39;22;14
Subtract10;26;3
Add52;26;15
Product30;21;2
Product111;22;15
Product210;21;3
Product310;21;4
Product218;22;16
Product318;20;0
Product40;21;5
Product112;21;6
Product211;21;7
Product311;21;8
Subtract12;25;0
Add54;25;22
Product41;21;9
Product113;21;10
Product212;20;1
Product312;21;11
Subtract13;25;1
Add55;10;16
Product42;6;17
Product114;6;18
Product213;6;19
Product313;6;20
Subtract14;10;4
Add56;25;23
Product43;21;12
Product115;21;13
Product214;21;14
Product314;21;15
Subtract15;25;2
Add57;25;24
Product44;21;16
Product116;21;17
Product215;21;18
Product315;21;19
Subtract16;25;3
Add58;25;25
Product45;21;20
Product117;21;21
Product216;21;22
Product316;21;23
Subtract17;25;4
Add59;24;17
Product46;20;2
Product118;20;3
Product217;20;4
Product317;20;5
Subtract18;24;0
Add60;26;17
Product47;22;21
Product119;21;24
Product57;36;6
Product129;36;7
Product228;36;8
Subtract19;26;5
Add61;26;18
Product48;21;25
Product120;20;9
Product219;20;10
Product319;21;26
Subtract20;26;6
Add62;26;19
Product49;21;27
Product121;21;28
Product220;21;29
Product320;21;30
Subtract21;26;7
Add63;26;20
Product50;21;31
Product122;21;32
Product221;21;33
Product321;21;34
Subtract22;26;8
Add64;26;21
Product51;22;22
Product123;21;35
Product222;22;23
Product322;22;24
Subtract23;26;9
Add65;26;22
Product52;21;36
Product124;21;37
Product223;21;38
Product323;21;39
Subtract24;26;10
Add66;10;23
Product53;6;25
Product125;6;26
Product224;6;27
Product324;6;28
Subtract25;10;11
Add67;25;26
Product54;21;40
Product126;21;41
Product225;21;42
Product325;21;43
Subtract26;25;5
Add68;25;27
Product55;21;44
Product127;21;45
Product226;21;46
Product326;21;47
Subtract27;25;6
Add69;40;18
Product56;36;11
Product128;36;12
Product227;36;13
Product327;36;14
Subtract28;40;1
Add70;40;19
Product69;35;19
Product141;35;20
Product240;35;21
Product340;35;22
Product328;36;15
Subtract29;40;2
Add71;40;20
Product58;36;16
Product130;36;17
Product229;36;18
Product329;36;19
Subtract30;40;3
Add72;40;21
Product59;36;20
Product131;36;21
Product230;36;22
Product330;36;23
Subtract31;40;4
Add73;40;22
Product60;36;24
Product132;36;25
Product231;36;26
Product331;36;27
Subtract32;40;5
Add74;40;23
Product61;36;28
Product133;36;29
Product232;36;30
Product332;36;31
Subtract33;40;6
Add75;39;20
Product62;36;32
Product134;35;23
Product233;35;24
Product333;36;33
Subtract34;40;7
Add76;39;21
Product63;36;34
Product135;35;25
Product234;35;26
Product334;36;35
Subtract35;40;8
Add77;11;22
Product64;7;27
Product136;7;28
Product235;7;29
Product335;7;30
Subtract36;11;6
Add78;40;24
Product65;36;36
Product137;36;37
Product236;36;38
Product336;36;39
Subtract37;40;9
Add79;40;25
Product66;36;40
Product138;36;41
Product237;36;42
Product337;36;43
Subtract38;40;10
Add80;40;26
Product67;35;31
Product139;36;44
Product238;36;45
Product338;35;32
Subtract39;39;7
Add81;40;27
Product68;35;33
Product140;36;46
Product239;36;47
Product339;35;34
Subtract40;39;8
Add82;39;23
Subtract128;45;7
Subtract69;45;8
Subtract129;45;9
Subtract70;45;10
Subtract130;45;11
Subtract41;39;9
Add83;39;24
Product70;35;35
Product142;35;36
Product241;35;37
Product341;35;38
Subtract42;39;10
Add84;39;25
Product71;35;39
Product143;35;40
Product242;35;41
Product342;35;42
Subtract43;39;11
Add85;39;26
Product72;35;43
Product144;35;44
Product243;35;45
Product343;35;46
Subtract44;39;12
Add86;10;24
Product73;6;29
Product145;6;30
Product244;6;31
Product344;6;32
Subtract45;11;13
Add87;10;25
Product74;6;33
Product146;6;34
Product245;6;35
Product345;6;36
Subtract46;10;12
Add88;10;26
Product75;6;37
Product147;6;38
Product246;6;39
Product346;6;40
Subtract47;10;13
Add89;11;27
Product76;6;41
Product148;7;47
Product247;6;42
Product347;6;43
