# II 28
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//r2_FFT/RM10.xml
# vertex;cycle;fu
x0_re;0;0
x0_im;0;0
x1_re;0;0
x1_im;0;0
x2_re;0;0
x2_im;0;0
x3_re;0;0
x3_im;0;0
x4_re;0;0
x4_im;0;0
x5_re;0;0
x5_im;0;0
x6_re;0;0
x6_im;0;0
x7_re;0;0
x7_im;0;0
x8_re;0;0
x8_im;0;0
x9_re;0;0
x9_im;0;0
x10_re;0;0
x10_im;0;0
x11_re;0;0
x11_im;0;0
x12_re;0;0
x12_im;0;0
x13_re;0;0
x13_im;0;0
x14_re;0;0
x14_im;0;0
x15_re;0;0
x15_im;0;0
y0_re;93;0
y0_im;94;0
y1_re;110;0
y1_im;118;0
y2_re;119;0
y2_im;121;0
y3_re;111;0
y3_im;111;0
y4_re;121;0
y4_im;114;0
y5_re;118;0
y5_im;120;0
y6_re;113;0
y6_im;117;0
y7_re;111;0
y7_im;111;0
y8_re;93;0
y8_im;114;0
y9_re;110;0
y9_im;118;0
y10_re;119;0
y10_im;119;0
y11_re;111;0
y11_im;96;0
y12_re;121;0
y12_im;114;0
y13_re;118;0
y13_im;120;0
y14_re;113;0
y14_im;117;0
Add17;26;0
y15_re;111;0
y15_im;111;0
Add2;8;0
Add11;7;0
Add3;11;0
Add12;12;0
Add4;43;0
Add13;28;0
Add5;55;0
Add14;52;0
Add6;25;0
Add15;21;0
Add7;49;1
Add16;27;1
Add8;26;1
Add27;76;0
Add9;54;2
Add18;27;2
Add10;74;0
Add19;74;1
Add20;71;1
Add110;73;0
Add21;74;2
Add111;70;0
Add22;98;1
Add112;97;0
Add23;1;0
Add113;4;0
Add24;69;1
Add114;63;1
Add25;70;2
Add115;71;2
Add26;64;1
Add116;48;1
Add39;6;0
Add117;64;2
Add28;88;1
Add118;89;0
Add29;116;2
Add119;109;1
Add30;114;0
Add120;116;3
Add31;108;1
Add121;112;1
Add32;87;0
Add122;113;1
Add33;113;2
Add123;115;1
Add34;13;2
Add124;11;1
Add35;90;1
Add125;91;2
Add36;90;2
Add126;106;0
Add37;9;0
Add127;5;1
Add38;10;0
Add128;5;2
Product34;17;0
Subtract5;21;0
Add129;5;3
Add40;12;1
Add130;11;2
Add41;52;2
Add131;51;0
Add42;53;2
Add1;52;3
Add43;46;3
Product4;14;0
Product11;34;0
Product21;14;1
Product31;37;0
Subtract2;46;0
Add44;47;0
Product5;16;0
Product12;17;1
Product22;43;0
Product32;44;1
Subtract3;48;0
Add45;21;2
Product6;15;1
Product13;17;2
Product23;17;3
Product33;17;4
Subtract4;21;1
Add46;22;1
Product7;17;5
Product14;18;0
Product24;10;0
Subtract11;66;0
Add53;58;1
Add47;16;0
Product8;9;1
Product15;11;0
Product25;9;2
Product35;15;2
Subtract6;20;1
Add48;16;1
Product9;19;0
Product16;12;0
Product26;12;1
Product36;34;1
Subtract7;44;0
Add49;15;3
Product10;10;1
Product17;11;1
Product27;10;2
Product37;11;2
Subtract8;15;0
Add50;22;2
Product18;35;0
Product19;18;1
Product28;18;2
Product38;36;0
Subtract9;43;1
Add51;62;3
Product20;57;0
Product110;56;0
Product29;57;1
Product39;56;1
Subtract10;62;0
Add52;68;2
Product30;58;0
Product111;59;0
Product210;64;1
Product310;57;2
Product218;62;2
Product318;33;0
Product40;39;3
Product112;29;3
Product211;54;0
Product311;29;4
Subtract12;58;0
Add54;66;1
Product41;54;1
Product113;54;2
Product212;54;3
Product312;36;2
Subtract13;65;0
Add55;23;1
Product42;8;3
Product114;19;1
Product213;11;4
Product313;19;2
Subtract14;23;0
Add56;58;2
Product43;54;4
Product115;33;1
Product214;31;1
Product314;31;2
Subtract15;64;0
Add57;66;2
Product44;59;3
Product116;54;5
Product215;59;4
Product315;56;2
Subtract16;65;1
Add58;40;3
Product45;30;1
Product117;30;2
Product216;30;3
Product316;30;4
Subtract17;37;2
Add59;59;2
Product46;55;0
Product118;32;0
Product217;55;1
Product317;55;2
Subtract18;70;0
Add60;69;3
Product47;63;1
Product119;33;2
Product57;77;0
Product129;80;0
Product228;80;1
Subtract19;69;0
Add61;67;3
Product48;60;1
Product120;60;2
Product219;60;3
Product319;60;4
Subtract20;65;3
Add62;65;1
Product49;57;5
Product121;56;3
Product220;57;6
Product320;56;4
Subtract21;61;0
Add63;63;3
Product50;64;4
Product122;58;5
Product221;58;6
Product321;63;2
Subtract22;89;1
Add64;37;2
Product51;35;3
Product123;33;3
Product222;33;4
Product322;61;5
Subtract23;66;1
Add65;64;3
Product52;56;5
Product124;60;5
Product223;56;6
Product323;60;6
Subtract24;68;0
Add66;47;1
Product53;18;3
Product125;43;3
Product224;34;3
Product324;34;4
Subtract25;46;1
Add67;37;3
Product54;55;3
Product126;33;6
Product225;31;5
Product325;35;4
Subtract26;59;0
Add68;59;3
Product55;59;6
Product127;55;4
Product226;55;5
Product326;55;6
Subtract27;70;1
Add69;84;2
Product56;79;0
Product128;80;2
Product227;80;3
Product327;79;1
Subtract28;83;0
Add70;84;3
Product69;69;0
Product141;69;1
Product240;69;2
Product340;53;0
Product328;78;0
Subtract29;83;1
Add71;83;3
Product58;80;4
Product130;79;2
Product229;79;3
Product329;77;1
Subtract30;84;0
Add72;109;3
Product59;104;0
Product131;105;2
Product230;104;1
Product330;105;3
Subtract31;109;0
Add73;107;2
Product60;99;4
Product132;103;3
Product231;103;4
Product331;99;5
Subtract32;103;0
Add74;107;3
Product61;99;6
Product133;103;5
Product232;103;6
Product332;76;2
Subtract33;103;1
Add75;85;3
Product62;77;4
Product134;76;3
Product233;81;1
Product333;78;1
Subtract34;82;0
Add76;100;2
Product63;78;2
Product135;76;4
Product234;96;2
Product334;78;3
Subtract35;82;1
Add77;38;3
Product64;14;2
Product136;10;3
Product235;34;5
Product335;10;4
Subtract36;19;2
Add78;104;2
Product65;100;2
Product137;100;3
Product236;100;4
Product336;100;5
Subtract37;104;2
Add79;104;3
Product66;79;4
Product138;79;5
Product237;78;4
Product337;79;6
Subtract38;104;3
Add80;110;3
Product67;76;5
Product139;78;5
Product238;96;3
Product338;76;6
Subtract39;80;0
Add81;100;3
Product68;96;4
Product140;78;6
Product239;77;5
Product339;80;5
Subtract40;100;1
Add82;73;1
Subtract128;109;1
Subtract69;114;1
Subtract129;114;2
Subtract70;108;1
Subtract130;112;1
Subtract41;73;0
Add83;86;3
Product70;81;2
Product142;77;6
Product241;82;6
Product341;81;3
Subtract42;85;0
Add84;101;2
Product71;69;3
Product143;80;6
Product242;69;4
Product342;53;4
Subtract43;73;1
Add85;101;3
Product72;81;5
Product144;69;5
Product243;97;6
Product343;81;6
Subtract44;85;1
Add86;21;3
Product73;16;6
Product145;10;5
Product244;17;6
Product344;38;6
Subtract45;43;2
Add87;19;2
Product74;11;5
Product146;14;3
Product245;11;6
Product345;14;4
Subtract46;23;1
Add88;47;3
Product75;42;5
Product147;18;4
Product246;34;6
Product346;42;6
Subtract47;46;2
Add89;14;3
Product76;9;3
Product148;9;4
Product247;9;5
Product347;9;6
