# II 7
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM22.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;121;0
Product110;121;1
Product109;121;2
Product111;121;3
Product210;121;4
Product310;121;5
Product410;121;6
Product510;121;7
Product610;121;8
Product710;121;9
Product810;121;10
Product910;121;11
Inv_11;125;0
Inv_12;125;0
Inv_13;125;0
Inv_21;125;0
Inv_22;125;0
Inv_23;125;0
Inv_31;125;0
Inv_32;125;0
Inv_33;125;0
Inv_41;125;0
Inv_42;125;0
Inv_43;125;0
Add30;100;0
Add110;113;0
Add101;13;0
Add111;114;1
Add121;82;0
Add131;111;1
Add141;11;0
Add151;23;2
Add16;101;0
Add17;112;0
Add18;22;1
Add19;27;2
Add210;12;1
Add20;38;1
Add21;45;2
Add22;9;3
Add23;18;1
Add24;105;1
Add25;111;3
Add26;88;2
Add27;95;3
Add28;106;2
Add29;111;4
Add31;114;4
Add41;105;2
Add51;115;3
Product114;11;0
Add61;98;3
Add71;112;4
Add81;101;4
Add91;113;3
Product112;2;12
Product113;6;0
Product1010;2;13
Product100;2;14
Product101;1;0
Product102;104;1
Product103;5;0
Product104;91;0
Product105;91;1
Product106;6;2
Product107;7;2
Product291;13;3
Product121;1;1
Product131;5;1
Product141;1;2
Product151;7;3
Product161;3;0
Product171;4;1
Product181;1;3
Product191;3;1
Product211;1;4
Product201;104;4
Product212;10;2
Product221;5;2
Product231;7;4
Product241;1;5
Product251;3;3
Product261;2;15
Product271;1;6
Product281;5;3
Product501;2;16
Product311;7;5
Product301;6;5
Product312;5;4
Product321;3;4
Product331;2;17
Product341;2;18
Product351;3;5
Product361;7;6
Product371;6;6
Product381;13;7
Product391;95;2
Product411;6;8
Product401;7;7
Product412;4;3
Product421;1;7
Product431;1;8
Product441;104;9
Product451;11;4
Product461;5;5
Product471;5;6
Product481;4;5
Product491;3;6
Product511;94;7
Product78;14;8
Product79;28;9
Product512;3;8
Product521;13;10
Product531;7;10
Product54;77;11
Product55;7;12
Product56;5;7
Product57;4;6
Product58;1;9
Product59;3;9
Product611;2;19
Product60;12;8
Product61;10;10
Product62;5;9
Product63;7;13
Product64;1;10
Product65;1;11
Product66;7;14
Product67;4;7
Product68;6;11
Product69;6;12
Product711;96;10
Product70;95;8
Product71;13;13
Product72;10;11
Product73;24;12
Product74;5;11
Product75;2;20
Product76;11;9
Product77;6;14
Add4;42;5
Add112;27;5
Add10;77;6
Product811;5;12
Product80;27;15
Product81;6;16
Product82;18;10
Product83;14;15
Product84;95;11
Product85;94;13
Product86;3;14
Product87;10;15
Product88;1;12
Product89;1;13
Product911;11;12
Product90;102;13
Product91;98;16
Product92;77;17
Product93;14;18
Product94;5;13
Product95;5;14
Product96;11;14
Product97;1;14
Product98;87;16
Product99;87;17
Subtract12;105;0
Subtract1;108;0
Subtract10;86;0
Subtract11;100;1
Subtract2;110;0
Subtract3;103;1
Subtract4;106;0
Subtract5;109;0
Subtract6;90;0
Subtract7;17;1
Subtract8;106;1
Subtract9;32;1
Add32;22;4
Product35;40;15
Product36;1;15
Add11;82;2
Add12;87;5
Add13;92;5
Add14;97;6
Add15;102;4
Add211;32;5
Add3;37;5
Add5;47;3
Add6;52;6
Add7;57;6
Add8;67;6
Add9;72;6
Constant1;0;0
Divide;107;0
Product115;84;19
Product116;88;15
Product10;77;20
Product11;83;17
Product12;12;16
Product13;66;18
Product14;73;19
Product15;1;16
Product16;5;17
Product17;72;21
Product18;10;20
Product19;14;21
Product213;94;21
Product20;68;18
Product21;11;16
Product22;16;22
Product23;62;18
Product24;4;17
Product25;51;23
Product26;55;19
Product27;11;18
Product28;16;24
Product29;20;20
Product3;11;19
Product30;12;19
Product31;38;22
Product32;42;22
Product33;1;17
Product34;5;20
Product37;5;21
Product38;37;25
Product39;1;18
Product4;15;19
Product40;5;22
Product41;13;21
Product42;1;20
Product43;5;23
Product44;13;22
Product45;1;21
Product46;6;23
Product47;12;24
Product48;10;23
Product49;14;23
Product5;20;24
Product50;18;20
Product51;3;24
Product52;7;24
Product53;13;25
Product6;1;22
Product7;7;25
Product8;11;21
Product9;73;25
Subtract;62;1
Add;5;4
Add1;5;5
Add2;5;6
Constant;0;0
Product;1;23
Product1;1;24
Product2;1;25
