# II 4
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM25.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;121;0
Product110;121;1
Product109;121;2
Product111;121;3
Product210;121;4
Product310;121;5
Product410;121;6
Product510;121;7
Product610;121;8
Product710;121;9
Product810;121;10
Product910;121;11
Inv_11;125;0
Inv_12;125;0
Inv_13;125;0
Inv_21;125;0
Inv_22;125;0
Inv_23;125;0
Inv_31;125;0
Inv_32;125;0
Inv_33;125;0
Inv_41;125;0
Inv_42;125;0
Inv_43;125;0
Add30;43;0
Add110;81;0
Add101;37;1
Add111;82;0
Add121;37;2
Add131;82;1
Add141;36;0
Add151;80;1
Add16;43;1
Add17;80;2
Add18;18;2
Add19;23;2
Add210;40;3
Add20;63;3
Add21;81;3
Add22;10;3
Add23;23;4
Add24;63;5
Add25;80;4
Add26;14;4
Add27;23;6
Add28;60;5
Add29;80;6
Add31;80;7
Add41;41;4
Add51;82;5
Product114;41;12
Add61;40;8
Add71;83;7
Add81;43;8
Add91;81;5
Product112;2;0
Product113;22;1
Product1010;3;0
Product100;2;2
Product101;1;13
Product102;56;0
Product103;10;3
Product104;24;1
Product105;15;1
Product106;7;2
Product107;5;14
Product291;40;2
Product121;2;4
Product131;20;3
Product141;3;3
Product151;20;4
Product161;1;15
Product171;2;5
Product181;1;16
Product191;2;6
Product211;2;7
Product201;40;5
Product212;20;6
Product221;20;7
Product231;23;4
Product241;3;5
Product251;1;17
Product261;3;6
Product271;1;18
Product281;20;8
Product501;3;7
Product311;22;8
Product301;23;8
Product312;20;9
Product321;1;19
Product331;1;20
Product341;1;21
Product351;1;22
Product361;20;10
Product371;22;9
Product381;27;9
Product391;24;11
Product411;1;23
Product401;3;10
Product412;3;11
Product421;3;12
Product431;1;24
Product441;46;10
Product451;20;12
Product461;22;11
Product471;20;13
Product481;1;25
Product491;1;26
Product511;24;14
Product78;58;12
Product79;47;13
Product512;3;14
Product521;46;13
Product531;20;15
Product54;20;16
Product55;20;17
Product56;1;27
Product57;3;15
Product58;1;28
Product59;1;29
Product611;2;14
Product60;47;16
Product61;20;18
Product62;22;15
Product63;22;16
Product64;1;30
Product65;1;31
Product66;1;32
Product67;3;17
Product68;20;19
Product69;20;20
Product711;24;21
Product70;26;17
Product71;27;18
Product72;40;22
Product73;31;19
Product74;1;33
Product75;1;34
Product76;10;18
Product77;3;20
Add4;42;6
Add112;27;9
Add10;77;6
Product811;1;35
Product80;8;23
Product81;7;21
Product82;14;19
Product83;8;24
Product84;40;25
Product85;28;26
Product86;3;22
Product87;11;23
Product88;1;36
Product89;2;20
Product911;20;27
Product90;59;24
Product91;44;28
Product92;22;21
Product93;15;25
Product94;5;37
Product95;6;22
Product96;40;29
Product97;2;23
Product98;11;26
Product99;11;27
Subtract12;60;0
Subtract1;63;0
Subtract10;40;1
Subtract11;43;1
Subtract2;62;0
Subtract3;61;0
Subtract4;62;1
Subtract5;61;1
Subtract6;61;2
Subtract7;61;3
Subtract8;60;2
Subtract9;40;3
Add32;22;7
Product35;24;30
Product36;2;24
Add11;82;8
Add12;87;10
Add13;92;9
Add14;97;7
Add15;102;9
Add211;32;10
Add3;37;8
Add5;47;11
Add6;52;11
Add7;57;9
Add8;67;12
Add9;72;12
Constant1;0;0
Divide;107;0
Product115;44;31
Product116;63;28
Product10;43;29
Product11;58;25
Product12;23;30
Product13;38;26
Product14;52;32
Product15;11;31
Product16;24;33
Product17;42;27
Product18;15;32
Product19;28;34
Product213;76;35
Product20;46;28
Product21;11;33
Product22;24;36
Product23;40;37
Product24;2;29
Product25;26;30
Product26;43;34
Product27;11;35
Product28;18;31
Product29;35;36
Product3;40;38
Product30;11;37
Product31;15;38
Product32;28;39
Product33;2;32
Product34;8;40
Product37;6;33
Product38;22;34
Product39;1;38
Product4;56;41
Product40;5;39
Product41;19;39
Product42;2;35
Product43;6;36
Product44;15;40
Product45;2;37
Product46;7;41
Product47;11;42
Product48;10;38
Product49;14;39
Product5;72;42
Product50;18;40
Product51;1;40
Product52;5;41
Product53;11;43
Product6;2;41
Product7;24;43
Product8;40;44
Product9;27;44
Subtract;62;2
Add;5;10
Add1;5;11
Add2;5;12
Constant;0;0
Product;1;42
Product1;1;43
Product2;1;44
