# II 14
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM15.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;121;0
Product110;121;1
Product109;121;2
Product111;121;3
Product210;121;4
Product310;121;5
Product410;121;6
Product510;121;7
Product610;121;8
Product710;121;9
Product810;121;10
Product910;121;11
Inv_11;125;0
Inv_12;125;0
Inv_13;125;0
Inv_21;125;0
Inv_22;125;0
Inv_23;125;0
Inv_31;125;0
Inv_32;125;0
Inv_33;125;0
Inv_41;125;0
Inv_42;125;0
Inv_43;125;0
Add30;17;0
Add110;32;0
Add101;12;0
Add111;22;0
Add121;16;0
Add131;26;1
Add141;11;0
Add151;111;0
Add16;17;1
Add17;107;0
Add18;18;1
Add19;24;0
Add210;11;1
Add20;90;0
Add21;108;1
Add22;10;2
Add23;77;0
Add24;93;1
Add25;104;1
Add26;14;0
Add27;21;1
Add28;35;2
Add29;41;1
Add31;106;1
Add41;16;1
Add51;31;2
Product114;12;0
Add61;12;2
Add71;107;2
Add81;90;2
Add91;109;2
Product112;2;0
Product113;13;0
Product1010;2;1
Product100;3;0
Product101;1;0
Product102;33;0
Product103;11;0
Product104;14;0
Product105;17;1
Product106;9;12
Product107;8;0
Product291;12;1
Product121;1;1
Product131;5;1
Product141;1;2
Product151;7;0
Product161;3;2
Product171;7;1
Product181;5;2
Product191;3;3
Product211;1;3
Product201;13;1
Product212;12;2
Product221;10;0
Product231;7;2
Product241;5;3
Product251;6;0
Product261;1;4
Product271;4;0
Product281;10;1
Product501;3;4
Product311;5;4
Product301;7;3
Product312;8;1
Product321;4;1
Product331;5;5
Product341;7;4
Product351;5;6
Product361;11;1
Product371;11;2
Product381;13;2
Product391;13;3
Product411;3;5
Product401;7;5
Product412;3;6
Product421;3;7
Product431;3;8
Product441;12;3
Product451;11;3
Product461;8;2
Product471;7;6
Product481;6;1
Product491;5;7
Product511;13;4
Product78;14;1
Product79;22;3
Product512;7;7
Product521;12;4
Product531;14;2
Product54;11;4
Product55;11;5
Product56;8;4
Product57;1;5
Product58;1;6
Product59;1;7
Product611;2;2
Product60;13;5
Product61;6;2
Product62;7;8
Product63;6;3
Product64;6;4
Product65;1;8
Product66;4;2
Product67;6;5
Product68;10;2
Product69;8;5
Product711;13;6
Product70;13;7
Product71;12;5
Product72;10;3
Product73;13;8
Product74;5;8
Product75;4;3
Product76;10;4
Product77;4;4
Add4;42;1
Add112;27;2
Add10;77;3
Product811;6;6
Product80;14;3
Product81;8;6
Product82;14;4
Product83;14;5
Product84;11;6
Product85;14;6
Product86;5;9
Product87;11;7
Product88;1;9
Product89;2;3
Product911;10;5
Product90;28;7
Product91;24;6
Product92;12;6
Product93;16;4
Product94;5;10
Product95;6;7
Product96;28;8
Product97;6;8
Product98;10;7
Product99;10;8
Subtract12;23;0
Subtract1;100;0
Subtract10;83;0
Subtract11;26;0
Subtract2;24;0
Subtract3;18;0
Subtract4;98;0
Subtract5;17;0
Subtract6;21;0
Subtract7;19;0
Subtract8;25;0
Subtract9;85;0
Add32;22;2
Product35;12;7
Product36;2;5
Add11;82;3
Add12;87;3
Add13;92;3
Add14;97;3
Add15;102;2
Add211;32;3
Add3;37;3
Add5;47;0
Add6;52;3
Add7;57;0
Add8;67;3
Add9;72;2
Constant1;0;0
Divide;107;0
Product115;11;8
Product116;86;6
Product10;70;9
Product11;78;7
Product12;10;9
Product13;21;9
Product14;25;9
Product15;3;9
Product16;7;10
Product17;17;10
Product18;12;8
Product19;58;7
Product213;91;11
Product20;66;10
Product21;13;9
Product22;48;9
Product23;56;10
Product24;4;5
Product25;8;8
Product26;12;9
Product27;11;10
Product28;36;9
Product29;40;10
Product3;11;11
Product30;17;11
Product31;36;10
Product32;40;11
Product33;2;8
Product34;6;10
Product37;6;11
Product38;11;12
Product39;5;11
Product4;16;9
Product40;13;10
Product41;31;12
Product42;2;10
Product43;8;11
Product44;13;11
Product45;7;12
Product46;13;12
Product47;18;6
Product48;10;11
Product49;14;11
Product5;33;12
Product50;18;7
Product51;2;11
Product52;8;12
Product53;12;12
Product6;4;8
Product7;14;12
Product8;76;12
Product9;10;12
Subtract;62;0
Add;5;1
Add1;5;2
Add2;5;3
Constant;0;0
Product;1;10
Product1;1;11
Product2;1;12
