# II 45
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM5.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;123;0
Product110;121;0
Product109;123;1
Product111;122;0
Product210;121;1
Product310;122;1
Product410;122;2
Product510;121;2
Product610;123;2
Product710;123;3
Product810;122;3
Product910;121;3
Inv_11;127;0
Inv_12;125;0
Inv_13;127;0
Inv_21;126;0
Inv_22;126;0
Inv_23;125;0
Inv_31;127;0
Inv_32;127;0
Inv_33;126;0
Inv_41;127;0
Inv_42;127;0
Inv_43;126;0
Add30;36;0
Add110;70;0
Add101;19;0
Add111;43;0
Add121;29;0
Add131;69;0
Add141;16;0
Add151;51;0
Add16;18;0
Add17;79;0
Add18;21;0
Add19;28;0
Add210;40;0
Add20;39;0
Add21;44;0
Add22;33;0
Add23;39;1
Add24;63;1
Add25;76;0
Add26;25;1
Add27;31;1
Add28;41;0
Add29;62;0
Add31;65;0
Add41;21;1
Add51;44;1
Product114;43;0
Add61;30;0
Add71;114;1
Add81;54;0
Add91;79;1
Product112;24;0
Product113;41;0
Product1010;36;0
Product100;1;0
Product101;4;0
Product102;38;0
Product103;37;0
Product104;22;0
Product105;23;0
Product106;17;0
Product107;10;0
Product291;39;0
Product121;7;0
Product131;28;0
Product141;27;0
Product151;34;0
Product161;25;0
Product171;4;1
Product181;3;0
Product191;8;0
Product211;26;0
Product201;35;0
Product212;17;1
Product221;12;0
Product231;27;1
Product241;40;0
Product251;10;1
Product261;5;0
Product271;16;0
Product281;44;0
Product501;5;1
Product311;30;0
Product301;23;1
Product312;21;0
Product321;42;0
Product331;28;1
Product341;23;2
Product351;26;1
Product361;75;1
Product371;40;1
Product381;44;1
Product391;42;1
Product411;20;0
Product401;34;1
Product412;2;0
Product421;11;0
Product431;2;1
Product441;38;1
Product451;9;0
Product461;15;0
Product471;9;1
Product481;27;2
Product491;8;1
Product511;25;1
Product78;38;2
Product79;22;1
Product512;3;1
Product521;43;1
Product531;18;0
Product54;19;0
Product55;11;1
Product56;39;1
Product57;6;0
Product58;6;1
Product59;1;1
Product611;11;2
Product60;43;2
Product61;18;1
Product62;11;3
Product63;7;1
Product64;8;2
Product65;9;2
Product66;2;2
Product67;6;2
Product68;12;1
Product69;18;2
Product711;21;1
Product70;14;0
Product71;10;2
Product72;24;1
Product73;15;1
Product74;14;1
Product75;9;3
Product76;12;2
Product77;4;2
Add4;42;0
Add112;27;0
Add10;77;0
Product811;35;1
Product80;29;0
Product81;19;1
Product82;17;2
Product83;13;0
Product84;16;1
Product85;25;2
Product86;3;2
Product87;23;3
Product88;19;2
Product89;5;2
Product911;39;2
Product90;41;1
Product91;37;1
Product92;26;2
Product93;30;2
Product94;26;3
Product95;17;3
Product96;34;2
Product97;8;3
Product98;12;3
Product99;13;1
Subtract12;42;0
Subtract1;49;0
Subtract10;44;0
Subtract11;36;0
Subtract2;39;0
Subtract3;88;0
Subtract4;67;0
Subtract5;27;0
Subtract6;34;0
Subtract7;32;0
Subtract8;28;0
Subtract9;33;0
Add32;22;0
Product35;40;2
Product36;6;3
Add11;82;0
Add12;87;1
Add13;92;0
Add14;97;0
Add15;102;0
Add211;32;1
Add3;37;1
Add5;47;1
Add6;52;1
Add7;57;1
Add8;67;1
Add9;72;1
Constant1;0;0
Divide;107;0
Product115;15;2
Product116;36;1
Product10;29;1
Product11;45;0
Product12;30;3
Product13;35;2
Product14;41;2
Product15;37;2
Product16;41;3
Product17;45;1
Product18;20;1
Product19;37;3
Product213;50;3
Product20;44;2
Product21;13;2
Product22;29;2
Product23;42;2
Product24;27;3
Product25;36;2
Product26;43;3
Product27;28;2
Product28;38;3
Product29;42;3
Product3;22;2
Product30;13;3
Product31;19;3
Product32;24;2
Product33;24;3
Product34;36;3
Product37;20;2
Product38;29;3
Product39;16;2
Product4;45;2
Product40;21;2
Product41;28;3
Product42;16;3
Product43;20;3
Product44;25;3
Product45;7;2
Product46;15;3
Product47;21;3
Product48;10;3
Product49;14;2
Product5;89;3
Product50;18;3
Product51;3;3
Product52;7;3
Product53;14;3
Product6;4;3
Product7;34;3
Product8;40;3
Product9;22;3
Subtract;62;0
Add;6;1
Add1;5;0
Add2;5;1
Constant;0;0
Product;2;3
Product1;1;2
Product2;1;3
