# II 15
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM14.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;122;0
Product110;122;1
Product109;122;2
Product111;122;3
Product210;122;4
Product310;122;5
Product410;122;6
Product510;122;7
Product610;122;8
Product710;122;9
Product810;122;10
Product910;122;11
Inv_11;126;0
Inv_12;126;0
Inv_13;126;0
Inv_21;126;0
Inv_22;126;0
Inv_23;126;0
Inv_31;126;0
Inv_32;126;0
Inv_33;126;0
Inv_41;126;0
Inv_42;126;0
Inv_43;126;0
Add30;18;0
Add110;103;0
Add101;14;0
Add111;114;0
Add121;80;0
Add131;106;0
Add141;19;0
Add151;40;0
Add16;16;1
Add17;105;0
Add18;19;1
Add19;24;1
Add210;11;0
Add20;100;1
Add21;109;2
Add22;14;1
Add23;95;1
Add24;106;2
Add25;113;0
Add26;18;1
Add27;84;2
Add28;98;1
Add29;104;2
Add31;24;3
Add41;14;3
Add51;111;0
Product114;12;0
Add61;16;3
Add71;26;1
Add81;21;1
Add91;40;2
Product112;5;0
Product113;9;0
Product1010;7;0
Product100;5;1
Product101;3;0
Product102;24;1
Product103;15;0
Product104;75;1
Product105;75;2
Product106;10;0
Product107;11;0
Product291;13;0
Product121;1;0
Product131;5;2
Product141;3;1
Product151;7;1
Product161;8;0
Product171;5;3
Product181;1;1
Product191;3;2
Product211;5;4
Product201;19;0
Product212;10;1
Product221;6;0
Product231;7;2
Product241;5;5
Product251;7;3
Product261;6;1
Product271;6;2
Product281;12;1
Product501;4;1
Product311;90;3
Product301;10;2
Product312;10;3
Product321;6;3
Product331;7;4
Product341;6;4
Product351;6;5
Product361;11;1
Product371;12;2
Product381;14;0
Product391;12;3
Product411;6;6
Product401;10;4
Product412;8;1
Product421;5;6
Product431;1;2
Product441;14;1
Product451;12;4
Product461;9;2
Product471;8;2
Product481;1;3
Product491;8;3
Product511;10;5
Product78;24;3
Product79;19;2
Product512;1;4
Product521;14;2
Product531;15;4
Product54;15;5
Product55;7;5
Product56;7;6
Product57;9;4
Product58;8;4
Product59;6;7
Product611;9;5
Product60;22;7
Product61;13;1
Product62;13;2
Product63;13;3
Product64;8;5
Product65;12;5
Product66;3;3
Product67;7;8
Product68;15;6
Product69;18;4
Product711;14;3
Product70;12;6
Product71;11;2
Product72;13;4
Product73;14;4
Product74;9;6
Product75;1;5
Product76;11;3
Product77;6;8
Add4;42;0
Add112;27;1
Add10;77;0
Product811;5;7
Product80;14;5
Product81;14;6
Product82;15;7
Product83;11;4
Product84;11;5
Product85;15;8
Product86;3;5
Product87;11;6
Product88;4;3
Product89;3;6
Product911;10;6
Product90;15;9
Product91;23;6
Product92;9;7
Product93;15;10
Product94;8;7
Product95;7;9
Product96;13;5
Product97;5;8
Product98;11;7
Product99;11;8
Subtract12;98;0
Subtract1;16;0
Subtract10;100;0
Subtract11;89;0
Subtract2;101;0
Subtract3;21;0
Subtract4;27;0
Subtract5;109;0
Subtract6;88;0
Subtract7;24;0
Subtract8;22;0
Subtract9;35;0
Add32;22;0
Product35;19;4
Product36;3;7
Add11;83;2
Add12;88;1
Add13;93;2
Add14;98;3
Add15;103;2
Add211;32;1
Add3;37;1
Add5;47;2
Add6;52;2
Add7;57;2
Add8;67;3
Add9;72;3
Constant1;0;0
Divide;108;0
Product115;12;7
Product116;19;5
Product10;18;8
Product11;24;8
Product12;10;7
Product13;19;6
Product14;70;8
Product15;1;6
Product16;5;9
Product17;9;9
Product18;13;6
Product19;21;9
Product213;25;9
Product20;59;7
Product21;13;7
Product22;49;7
Product23;57;8
Product24;4;8
Product25;8;8
Product26;13;8
Product27;13;9
Product28;40;10
Product29;44;8
Product3;75;11
Product30;11;9
Product31;20;10
Product32;29;9
Product33;6;10
Product34;11;10
Product37;7;10
Product38;21;11
Product39;3;9
Product4;79;9
Product40;8;9
Product41;12;9
Product42;5;11
Product43;9;10
Product44;13;10
Product45;4;10
Product46;8;10
Product47;13;11
Product48;10;11
Product49;14;10
Product5;83;11
Product50;18;10
Product51;3;11
Product52;7;11
Product53;11;11
Product6;4;11
Product7;9;11
Product8;14;11
Product9;12;10
Subtract;62;0
Add;6;2
Add1;5;2
Add2;5;3
Constant;0;0
Product;1;7
Product1;1;8
Product2;1;9
