# II 23
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM10.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;122;0
Product110;122;1
Product109;121;0
Product111;121;1
Product210;121;2
Product310;121;3
Product410;121;4
Product510;121;5
Product610;121;6
Product710;122;2
Product810;121;7
Product910;122;3
Inv_11;126;0
Inv_12;126;0
Inv_13;125;0
Inv_21;125;0
Inv_22;125;0
Inv_23;125;0
Inv_31;125;0
Inv_32;126;0
Inv_33;125;0
Inv_41;126;0
Inv_42;125;0
Inv_43;125;0
Add30;20;0
Add110;110;0
Add101;16;0
Add111;29;0
Add121;18;1
Add131;115;0
Add141;15;0
Add151;49;0
Add16;63;0
Add17;103;0
Add18;21;0
Add19;27;0
Add210;83;0
Add20;107;1
Add21;113;1
Add22;19;0
Add23;94;0
Add24;109;1
Add25;114;0
Add26;16;1
Add27;25;1
Add28;35;0
Add29;47;0
Add31;95;1
Add41;35;1
Add51;54;0
Product114;11;0
Add61;61;2
Add71;106;1
Add81;89;1
Add91;111;1
Product112;3;0
Product113;43;0
Product1010;4;0
Product100;1;0
Product101;1;1
Product102;42;0
Product103;20;1
Product104;22;0
Product105;20;2
Product106;9;0
Product107;9;1
Product291;21;0
Product121;4;1
Product131;10;0
Product141;4;2
Product151;10;1
Product161;8;0
Product171;2;0
Product181;4;3
Product191;4;4
Product211;14;0
Product201;15;0
Product212;8;1
Product221;8;2
Product231;40;0
Product241;9;2
Product251;16;0
Product261;11;1
Product271;5;0
Product281;16;1
Product501;5;1
Product311;23;0
Product301;18;0
Product312;10;2
Product321;9;3
Product331;3;1
Product341;3;2
Product351;8;3
Product361;21;1
Product371;20;3
Product381;81;0
Product391;15;1
Product411;5;2
Product401;9;4
Product412;15;2
Product421;1;2
Product431;2;1
Product441;21;2
Product451;19;1
Product461;5;3
Product471;11;2
Product481;13;0
Product491;8;4
Product511;15;3
Product78;91;1
Product79;87;1
Product512;2;2
Product521;43;4
Product531;22;2
Product54;9;5
Product55;13;1
Product56;3;3
Product57;1;3
Product58;3;4
Product59;1;4
Product611;2;3
Product60;14;1
Product61;15;4
Product62;11;3
Product63;7;4
Product64;3;5
Product65;8;5
Product66;2;4
Product67;13;2
Product68;19;2
Product69;18;2
Product711;15;5
Product70;12;1
Product71;59;3
Product72;16;2
Product73;23;1
Product74;14;2
Product75;12;2
Product76;13;4
Product77;4;5
Add4;42;2
Add112;27;1
Add10;77;1
Product811;14;3
Product80;19;3
Product81;16;3
Product82;17;1
Product83;13;5
Product84;17;2
Product85;15;6
Product86;17;3
Product87;33;3
Product88;5;4
Product89;5;5
Product911;21;3
Product90;26;6
Product91;20;5
Product92;21;4
Product93;90;5
Product94;12;3
Product95;9;6
Product96;13;6
Product97;3;7
Product98;17;4
Product99;14;4
Subtract12;80;0
Subtract1;88;0
Subtract10;104;0
Subtract11;30;0
Subtract2;43;0
Subtract3;96;0
Subtract4;95;0
Subtract5;23;0
Subtract6;40;0
Subtract7;44;0
Subtract8;68;0
Subtract9;33;0
Add32;22;1
Product35;42;4
Product36;2;5
Add11;82;0
Add12;87;2
Add13;92;1
Add14;97;0
Add15;102;0
Add211;32;0
Add3;37;2
Add5;47;1
Add6;52;1
Add7;57;1
Add8;67;2
Add9;72;2
Constant1;0;0
Divide;107;0
Product115;11;4
Product116;18;3
Product10;62;4
Product11;69;2
Product12;22;3
Product13;28;6
Product14;64;4
Product15;1;5
Product16;7;5
Product17;57;5
Product18;11;6
Product19;15;7
Product213;91;4
Product20;65;5
Product21;10;4
Product22;19;6
Product23;54;6
Product24;8;7
Product25;17;5
Product26;37;5
Product27;12;4
Product28;17;6
Product29;41;5
Product3;12;5
Product30;34;7
Product31;39;5
Product32;45;5
Product33;7;6
Product34;14;6
Product37;10;5
Product38;20;6
Product39;13;7
Product4;16;6
Product40;18;6
Product41;22;6
Product42;2;6
Product43;12;6
Product44;20;7
Product45;4;6
Product46;10;6
Product47;19;7
Product48;10;7
Product49;14;7
Product5;90;6
Product50;18;7
Product51;5;7
Product52;12;7
Product53;17;7
Product6;4;7
Product7;46;3
Product8;68;7
Product9;46;4
Subtract;62;0
Add;6;2
Add1;5;1
Add2;5;2
Constant;0;0
Product;2;7
Product1;1;6
Product2;1;7
