# II 17
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM13.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;121;0
Product110;121;1
Product109;121;2
Product111;121;3
Product210;121;4
Product310;121;5
Product410;121;6
Product510;121;7
Product610;121;8
Product710;121;9
Product810;121;10
Product910;122;0
Inv_11;125;0
Inv_12;125;0
Inv_13;125;0
Inv_21;125;0
Inv_22;125;0
Inv_23;125;0
Inv_31;125;0
Inv_32;125;0
Inv_33;125;0
Inv_41;126;0
Inv_42;125;0
Inv_43;125;0
Add30;69;0
Add110;87;0
Add101;9;0
Add111;42;0
Add121;15;0
Add131;78;0
Add141;13;0
Add151;92;0
Add16;17;0
Add17;67;0
Add18;74;0
Add19;79;0
Add210;12;0
Add20;92;1
Add21;103;1
Add22;13;1
Add23;28;1
Add24;60;1
Add25;65;0
Add26;14;1
Add27;21;0
Add28;100;1
Add29;105;0
Add31;79;2
Add41;16;1
Add51;112;1
Product114;14;0
Add61;12;1
Add71;102;1
Add81;88;1
Add91;110;1
Product112;4;0
Product113;77;0
Product1010;3;1
Product100;4;1
Product101;3;2
Product102;98;0
Product103;14;1
Product104;14;2
Product105;17;0
Product106;9;1
Product107;7;0
Product291;84;0
Product121;4;2
Product131;8;0
Product141;3;3
Product151;8;1
Product161;10;0
Product171;4;3
Product181;4;4
Product191;10;1
Product211;5;0
Product201;101;1
Product212;11;0
Product221;9;2
Product231;15;0
Product241;9;3
Product251;12;0
Product261;4;5
Product271;4;6
Product281;83;1
Product501;6;0
Product311;78;2
Product301;8;2
Product312;8;3
Product321;4;7
Product331;15;2
Product341;5;1
Product351;9;4
Product361;57;1
Product371;91;2
Product381;16;2
Product391;84;3
Product411;12;1
Product401;10;3
Product412;7;1
Product421;1;0
Product431;1;1
Product441;16;4
Product451;11;1
Product461;5;2
Product471;5;3
Product481;7;2
Product491;11;2
Product511;27;4
Product78;97;2
Product79;85;1
Product512;3;4
Product521;16;5
Product531;15;3
Product54;11;3
Product55;8;4
Product56;6;3
Product57;12;3
Product58;1;2
Product59;5;4
Product611;6;4
Product60;27;5
Product61;17;2
Product62;7;3
Product63;9;5
Product64;8;5
Product65;7;4
Product66;6;5
Product67;8;6
Product68;12;4
Product69;12;5
Product711;47;1
Product70;12;6
Product71;12;7
Product72;85;3
Product73;13;2
Product74;10;6
Product75;11;4
Product76;13;3
Product77;3;5
Add4;42;2
Add112;27;2
Add10;77;2
Product811;13;4
Product80;14;3
Product81;15;4
Product82;30;5
Product83;9;6
Product84;15;5
Product85;10;7
Product86;11;5
Product87;16;6
Product88;1;3
Product89;4;8
Product911;17;4
Product90;34;5
Product91;31;4
Product92;16;7
Product93;23;6
Product94;5;5
Product95;8;7
Product96;68;6
Product97;5;6
Product98;10;8
Product99;13;6
Subtract12;82;0
Subtract1;39;0
Subtract10;34;0
Subtract11;26;0
Subtract2;106;0
Subtract3;92;0
Subtract4;95;0
Subtract5;15;0
Subtract6;20;0
Subtract7;29;0
Subtract8;25;0
Subtract9;84;0
Add32;22;0
Product35;15;6
Product36;1;4
Add11;82;2
Add12;87;1
Add13;92;2
Add14;97;2
Add15;102;2
Add211;32;2
Add3;37;2
Add5;47;2
Add6;52;2
Add7;57;1
Add8;67;2
Add9;72;1
Constant1;0;0
Divide;107;0
Product115;11;6
Product116;16;8
Product10;66;7
Product11;76;8
Product12;12;8
Product13;26;7
Product14;66;8
Product15;1;5
Product16;23;7
Product17;65;5
Product18;10;9
Product19;48;6
Product213;68;7
Product20;56;7
Product21;11;7
Product22;50;9
Product23;57;8
Product24;3;6
Product25;15;9
Product26;31;7
Product27;28;8
Product28;34;8
Product29;48;8
Product3;12;9
Product30;28;9
Product31;42;9
Product32;46;10
Product33;4;9
Product34;9;8
Product37;7;5
Product38;13;7
Product39;9;9
Product4;30;8
Product40;15;10
Product41;25;10
Product42;3;7
Product43;7;6
Product44;13;9
Product45;3;8
Product46;9;10
Product47;16;10
Product48;10;10
Product49;14;9
Product5;85;9
Product50;18;6
Product51;1;7
Product52;5;8
Product53;13;10
Product6;3;9
Product7;7;7
Product8;82;10
Product9;28;10
Subtract;62;0
Add;6;2
Add1;5;1
Add2;5;2
Constant;0;0
Product;1;8
Product1;1;9
Product2;1;10
