# II 89
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM2.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;122;0
Product110;124;0
Product109;124;1
Product111;123;0
Product210;125;0
Product310;127;0
Product410;126;0
Product510;125;1
Product610;122;1
Product710;123;1
Product810;126;1
Product910;127;1
Inv_11;126;0
Inv_12;128;0
Inv_13;130;0
Inv_21;131;0
Inv_22;130;0
Inv_23;129;0
Inv_31;129;0
Inv_32;128;0
Inv_33;130;0
Inv_41;131;0
Inv_42;128;0
Inv_43;130;0
Add30;56;0
Add110;89;0
Add101;72;0
Add111;108;0
Add121;75;0
Add131;109;0
Add141;71;0
Add151;105;0
Add16;76;0
Add17;101;0
Add18;51;0
Add19;59;0
Add210;81;0
Add20;74;0
Add21;87;0
Add22;61;0
Add23;70;0
Add24;80;0
Add25;85;0
Add26;49;0
Add27;65;0
Add28;79;0
Add29;84;0
Add31;110;0
Add41;62;0
Add51;111;0
Product114;79;0
Add61;66;0
Add71;119;0
Add81;77;0
Add91;115;0
Product112;74;0
Product113;81;0
Product1010;52;0
Product100;7;0
Product101;16;0
Product102;78;0
Product103;73;0
Product104;69;0
Product105;61;0
Product106;19;0
Product107;29;0
Product291;18;0
Product121;47;0
Product131;67;0
Product141;51;0
Product151;77;0
Product161;23;0
Product171;14;0
Product181;20;0
Product191;40;0
Product211;49;0
Product201;43;0
Product212;45;0
Product221;54;0
Product231;58;0
Product241;68;0
Product251;8;0
Product261;6;0
Product271;55;0
Product281;85;0
Product501;12;0
Product311;67;1
Product301;31;0
Product312;62;0
Product321;83;0
Product331;64;0
Product341;57;0
Product351;2;0
Product361;88;0
Product371;74;1
Product381;71;0
Product391;65;0
Product411;10;0
Product401;31;1
Product412;26;0
Product421;27;0
Product431;45;1
Product441;89;0
Product451;44;0
Product461;53;0
Product471;50;0
Product481;79;1
Product491;72;0
Product511;48;0
Product78;77;1
Product79;49;1
Product512;24;0
Product521;85;1
Product531;84;0
Product54;17;0
Product55;66;0
Product56;76;0
Product57;9;0
Product58;56;0
Product59;51;1
Product611;8;1
Product60;87;0
Product61;28;0
Product62;61;1
Product63;60;0
Product64;82;0
Product65;30;0
Product66;32;0
Product67;56;1
Product68;86;0
Product69;59;0
Product711;29;1
Product70;72;1
Product71;71;1
Product72;69;1
Product73;41;0
Product74;14;1
Product75;32;1
Product76;22;0
Product77;5;0
Add4;43;0
Add112;28;0
Add10;78;0
Product811;80;0
Product80;65;1
Product81;50;1
Product82;43;1
Product83;25;0
Product84;66;1
Product85;41;1
Product86;5;1
Product87;54;1
Product88;30;1
Product89;42;0
Product911;87;1
Product90;76;1
Product91;60;1
Product92;63;0
Product93;62;1
Product94;46;0
Product95;53;1
Product96;73;1
Product97;55;1
Product98;63;1
Product99;18;1
Subtract12;77;0
Subtract1;87;0
Subtract10;75;0
Subtract11;74;0
Subtract2;91;0
Subtract3;76;0
Subtract4;86;0
Subtract5;84;0
Subtract6;90;0
Subtract7;92;0
Subtract8;83;0
Subtract9;69;0
Add32;23;0
Product35;24;1
Product36;4;0
Add11;83;0
Add12;88;0
Add13;93;0
Add14;98;0
Add15;103;0
Add211;33;0
Add3;38;0
Add5;48;0
Add6;53;0
Add7;58;0
Add8;68;0
Add9;73;0
Constant1;0;0
Divide;108;0
Product115;70;0
Product116;81;1
Product10;75;0
Product11;83;1
Product12;52;1
Product13;58;1
Product14;78;1
Product15;27;1
Product16;40;1
Product17;64;1
Product18;23;1
Product19;39;0
Product213;86;1
Product20;57;1
Product21;25;1
Product22;47;1
Product23;59;1
Product24;3;0
Product25;22;1
Product26;44;1
Product27;21;0
Product28;39;1
Product29;48;1
Product3;68;1
Product30;21;1
Product31;42;1
Product32;46;1
Product33;6;1
Product34;15;0
Product37;10;1
Product38;28;1
Product39;2;1
Product4;75;1
Product40;13;0
Product41;26;1
Product42;7;1
Product43;11;0
Product44;20;1
Product45;9;1
Product46;13;1
Product47;17;1
Product48;11;1
Product49;15;1
Product5;82;1
Product50;19;1
Product51;3;1
Product52;12;1
Product53;16;1
Product6;80;1
Product7;84;1
Product8;88;1
Product9;70;1
Subtract;63;0
Add;10;0
Add1;6;0
Add2;5;0
Constant;0;0
Product;4;1
Product1;1;0
Product2;1;1
