# II 12
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM17.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;121;0
Product110;121;1
Product109;121;2
Product111;121;3
Product210;121;4
Product310;121;5
Product410;121;6
Product510;121;7
Product610;121;8
Product710;121;9
Product810;121;10
Product910;121;11
Inv_11;125;0
Inv_12;125;0
Inv_13;125;0
Inv_21;125;0
Inv_22;125;0
Inv_23;125;0
Inv_31;125;0
Inv_32;125;0
Inv_33;125;0
Inv_41;125;0
Inv_42;125;0
Inv_43;125;0
Add30;22;0
Add110;107;0
Add101;14;0
Add111;110;1
Add121;17;0
Add131;31;0
Add141;11;1
Add151;105;0
Add16;18;0
Add17;114;1
Add18;20;0
Add19;26;2
Add210;106;1
Add20;98;3
Add21;107;2
Add22;87;0
Add23;95;3
Add24;109;0
Add25;116;1
Add26;13;1
Add27;78;2
Add28;94;2
Add29;109;2
Add31;116;2
Add41;99;1
Add51;115;1
Product114;102;0
Add61;88;0
Add71;105;1
Add81;16;1
Add91;27;2
Product112;2;0
Product113;9;0
Product1010;2;1
Product100;2;2
Product101;5;0
Product102;17;1
Product103;9;1
Product104;77;2
Product105;74;3
Product106;6;1
Product107;9;2
Product291;10;0
Product121;3;0
Product131;7;0
Product141;12;0
Product151;102;2
Product161;4;0
Product171;5;3
Product181;5;4
Product191;5;5
Product211;4;1
Product201;11;0
Product212;10;1
Product221;9;3
Product231;9;4
Product241;4;2
Product251;5;6
Product261;4;3
Product271;5;7
Product281;9;5
Product501;3;1
Product311;12;1
Product301;8;0
Product312;10;2
Product321;4;4
Product331;12;2
Product341;6;3
Product351;8;1
Product361;12;3
Product371;17;8
Product381;11;1
Product391;12;4
Product411;4;5
Product401;2;4
Product412;3;2
Product421;3;3
Product431;3;4
Product441;11;2
Product451;7;1
Product461;7;2
Product471;10;3
Product481;7;3
Product491;2;5
Product511;11;3
Product78;103;4
Product79;16;6
Product512;5;9
Product521;11;4
Product531;8;2
Product54;9;6
Product55;9;7
Product56;6;4
Product57;8;3
Product58;3;5
Product59;2;6
Product611;7;5
Product60;11;5
Product61;12;5
Product62;7;6
Product63;7;7
Product64;4;7
Product65;4;8
Product66;5;10
Product67;3;6
Product68;8;4
Product69;8;5
Product711;11;6
Product70;11;7
Product71;11;8
Product72;12;6
Product73;11;9
Product74;6;5
Product75;3;7
Product76;11;10
Product77;4;9
Add4;42;3
Add112;27;3
Add10;77;1
Product811;5;11
Product80;20;6
Product81;9;8
Product82;16;10
Product83;8;7
Product84;96;7
Product85;12;8
Product86;3;8
Product87;11;11
Product88;2;7
Product89;6;6
Product911;9;9
Product90;104;8
Product91;102;7
Product92;7;8
Product93;15;9
Product94;9;10
Product95;11;12
Product96;12;9
Product97;3;10
Product98;72;10
Product99;10;4
Subtract12;102;0
Subtract1;111;0
Subtract10;100;0
Subtract11;83;0
Subtract2;105;0
Subtract3;98;0
Subtract4;22;0
Subtract5;104;0
Subtract6;22;1
Subtract7;16;1
Subtract8;23;1
Subtract9;92;1
Add32;22;3
Product35;17;12
Product36;4;11
Add11;82;4
Add12;87;4
Add13;92;3
Add14;97;3
Add15;102;4
Add211;32;4
Add3;37;4
Add5;47;4
Add6;52;2
Add7;57;2
Add8;67;2
Add9;72;0
Constant1;0;0
Divide;107;0
Product115;11;13
Product116;15;11
Product10;68;9
Product11;81;11
Product12;10;5
Product13;19;9
Product14;32;10
Product15;6;8
Product16;16;12
Product17;69;12
Product18;10;6
Product19;14;8
Product213;92;11
Product20;19;10
Product21;10;7
Product22;50;9
Product23;56;12
Product24;3;12
Product25;48;11
Product26;52;13
Product27;10;8
Product28;38;10
Product29;43;11
Product3;11;14
Product30;38;11
Product31;42;9
Product32;46;9
Product33;6;10
Product34;10;10
Product37;8;13
Product38;12;12
Product39;2;12
Product4;16;14
Product40;6;11
Product41;10;11
Product42;3;13
Product43;9;13
Product44;19;12
Product45;2;13
Product46;7;13
Product47;18;12
Product48;10;12
Product49;14;14
Product5;22;13
Product50;18;13
Product51;6;14
Product52;10;14
Product53;17;13
Product6;3;14
Product7;7;14
Product8;12;13
Product9;60;14
Subtract;62;1
Add;5;2
Add1;5;3
Add2;5;4
Constant;0;0
Product;1;12
Product1;1;13
Product2;1;14
