# II 6
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM23.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;121;0
Product110;121;1
Product109;121;2
Product111;121;3
Product210;121;4
Product310;121;5
Product410;121;6
Product510;121;7
Product610;121;8
Product710;121;9
Product810;121;10
Product910;121;11
Inv_11;125;0
Inv_12;125;0
Inv_13;125;0
Inv_21;125;0
Inv_22;125;0
Inv_23;125;0
Inv_31;125;0
Inv_32;125;0
Inv_33;125;0
Inv_41;125;0
Inv_42;125;0
Inv_43;125;0
Add30;16;0
Add110;28;1
Add101;14;0
Add111;25;0
Add121;10;2
Add131;23;0
Add141;13;1
Add151;26;1
Add16;14;2
Add17;27;0
Add18;18;0
Add19;23;1
Add210;11;2
Add20;33;1
Add21;39;2
Add22;13;2
Add23;22;3
Add24;32;3
Add25;42;1
Add26;12;2
Add27;19;3
Add28;34;4
Add29;39;3
Add31;22;5
Add41;11;3
Add51;26;4
Product114;10;0
Add61;12;3
Add71;27;4
Add81;15;5
Add91;26;5
Product112;2;0
Product113;8;1
Product1010;2;2
Product100;2;3
Product101;2;4
Product102;15;0
Product103;6;0
Product104;17;0
Product105;15;1
Product106;6;1
Product107;6;2
Product291;10;1
Product121;1;12
Product131;5;1
Product141;2;5
Product151;6;3
Product161;6;4
Product171;2;6
Product181;2;7
Product191;1;13
Product211;4;2
Product201;10;3
Product212;6;5
Product221;6;6
Product231;5;2
Product241;1;14
Product251;2;8
Product261;1;15
Product271;2;9
Product281;5;3
Product501;1;16
Product311;12;7
Product301;5;4
Product312;6;8
Product321;2;10
Product331;2;11
Product341;2;12
Product351;2;13
Product361;6;9
Product371;6;10
Product381;10;4
Product391;10;5
Product411;6;11
Product401;2;14
Product412;2;15
Product421;3;2
Product431;1;17
Product441;10;6
Product451;6;12
Product461;8;16
Product471;5;5
Product481;5;6
Product491;1;18
Product511;10;7
Product78;18;13
Product79;18;14
Product512;2;17
Product521;10;8
Product531;5;7
Product54;5;8
Product55;6;15
Product56;4;9
Product57;3;3
Product58;3;4
Product59;3;5
Product611;5;9
Product60;10;10
Product61;9;6
Product62;9;7
Product63;9;8
Product64;5;10
Product65;2;18
Product66;3;9
Product67;3;10
Product68;10;11
Product69;6;16
Product711;10;12
Product70;10;13
Product71;10;14
Product72;12;17
Product73;12;18
Product74;4;15
Product75;1;19
Product76;10;16
Product77;3;11
Add4;42;4
Add112;27;6
Add10;77;4
Product811;2;19
Product80;9;12
Product81;5;11
Product82;14;20
Product83;9;13
Product84;12;19
Product85;12;20
Product86;1;20
Product87;11;12
Product88;4;17
Product89;2;21
Product911;9;14
Product90;17;13
Product91;18;21
Product92;6;22
Product93;16;18
Product94;8;22
Product95;6;23
Product96;11;14
Product97;2;23
Product98;12;24
Product99;11;15
Subtract12;22;0
Subtract1;17;0
Subtract10;27;0
Subtract11;28;1
Subtract2;17;1
Subtract3;17;2
Subtract4;20;0
Subtract5;19;0
Subtract6;15;1
Subtract7;18;0
Subtract8;21;2
Subtract9;28;2
Add32;22;6
Product35;11;16
Product36;1;21
Add11;82;7
Add12;87;7
Add13;92;6
Add14;97;4
Add15;102;5
Add211;32;7
Add3;37;5
Add5;47;5
Add6;52;8
Add7;57;8
Add8;67;6
Add9;72;6
Constant1;0;0
Divide;107;0
Product115;10;19
Product116;15;15
Product10;15;16
Product11;22;20
Product12;11;17
Product13;16;21
Product14;21;17
Product15;1;22
Product16;5;18
Product17;9;18
Product18;10;22
Product19;17;19
Product213;23;20
Product20;22;23
Product21;10;24
Product22;14;24
Product23;21;19
Product24;5;21
Product25;10;25
Product26;16;26
Product27;10;27
Product28;14;25
Product29;20;26
Product3;11;22
Product30;10;28
Product31;17;23
Product32;21;20
Product33;2;27
Product34;6;25
Product37;5;24
Product38;9;21
Product39;1;23
Product4;17;25
Product40;5;26
Product41;12;26
Product42;1;24
Product43;5;27
Product44;9;22
Product45;1;25
Product46;5;28
Product47;9;23
Product48;10;29
Product49;14;28
Product5;21;24
Product50;18;27
Product51;1;26
Product52;6;28
Product53;12;29
Product6;3;25
Product7;8;29
Product8;15;26
Product9;11;29
Subtract;62;1
Add;5;6
Add1;5;7
Add2;5;8
Constant;0;0
Product;1;27
Product1;1;28
Product2;1;29
