# II 5
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM24.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;122;0
Product110;122;1
Product109;122;2
Product111;122;3
Product210;122;4
Product310;122;5
Product410;122;6
Product510;122;7
Product610;122;8
Product710;122;9
Product810;122;10
Product910;122;11
Inv_11;126;0
Inv_12;126;0
Inv_13;126;0
Inv_21;126;0
Inv_22;126;0
Inv_23;126;0
Inv_31;126;0
Inv_32;126;0
Inv_33;126;0
Inv_41;126;0
Inv_42;126;0
Inv_43;126;0
Add30;34;0
Add110;81;0
Add101;46;1
Add111;96;2
Add121;46;3
Add131;98;0
Add141;46;4
Add151;95;0
Add16;34;1
Add17;83;1
Add18;19;2
Add19;24;3
Add210;45;1
Add20;56;5
Add21;80;2
Add22;14;4
Add23;19;5
Add24;59;6
Add25;80;3
Add26;9;7
Add27;19;8
Add28;56;6
Add29;81;7
Add31;80;4
Add41;45;5
Add51;80;6
Product114;39;0
Add61;48;2
Add71;81;8
Add81;34;9
Add91;83;3
Product112;2;12
Product113;26;0
Product1010;1;1
Product100;1;2
Product101;1;3
Product102;63;0
Product103;25;0
Product104;18;1
Product105;15;1
Product106;5;2
Product107;5;3
Product291;37;13
Product121;4;1
Product131;14;2
Product141;1;4
Product151;14;3
Product161;3;2
Product171;4;4
Product181;3;3
Product191;1;5
Product211;1;6
Product201;39;5
Product212;13;4
Product221;10;4
Product231;28;5
Product241;3;6
Product251;1;7
Product261;3;7
Product271;4;6
Product281;27;14
Product501;3;8
Product311;28;9
Product301;11;8
Product312;25;5
Product321;1;9
Product331;1;10
Product341;4;7
Product351;4;8
Product361;25;6
Product371;28;10
Product381;12;15
Product391;10;7
Product411;2;16
Product401;2;17
Product412;4;9
Product421;3;11
Product431;1;11
Product441;54;10
Product451;28;12
Product461;25;8
Product471;27;18
Product481;3;13
Product491;1;12
Product511;14;11
Product78;70;9
Product79;35;10
Product512;1;13
Product521;54;12
Product531;27;19
Product54;25;11
Product55;29;13
Product56;3;14
Product57;1;14
Product58;4;14
Product59;1;15
Product611;3;15
Product60;54;15
Product61;27;20
Product62;28;16
Product63;25;12
Product64;1;16
Product65;4;16
Product66;1;17
Product67;3;17
Product68;29;17
Product69;27;21
Product711;10;13
Product70;14;18
Product71;10;14
Product72;53;18
Product73;15;15
Product74;1;18
Product75;4;19
Product76;10;16
Product77;2;22
Add4;42;0
Add112;27;1
Add10;78;4
Product811;1;19
Product80;10;17
Product81;10;18
Product82;15;19
Product83;9;20
Product84;54;21
Product85;18;19
Product86;1;20
Product87;10;20
Product88;3;20
Product89;1;21
Product911;27;23
Product90;73;21
Product91;35;21
Product92;10;22
Product93;14;22
Product94;10;23
Product95;8;22
Product96;50;24
Product97;4;23
Product98;13;23
Product99;11;22
Subtract12;55;0
Subtract1;71;0
Subtract10;33;0
Subtract11;34;0
Subtract2;71;1
Subtract3;70;1
Subtract4;55;2
Subtract5;74;1
Subtract6;71;2
Subtract7;73;1
Subtract8;57;0
Subtract9;33;2
Add32;22;2
Product35;15;25
Product36;1;23
Add11;83;5
Add12;88;6
Add13;93;7
Add14;98;8
Add15;103;9
Add211;32;3
Add3;37;4
Add5;47;5
Add6;52;6
Add7;57;7
Add8;67;8
Add9;72;9
Constant1;0;0
Divide;108;0
Product115;33;24
Product116;53;25
Product10;36;24
Product11;57;24
Product12;13;26
Product13;32;25
Product14;54;24
Product15;1;25
Product16;29;25
Product17;44;26
Product18;13;27
Product19;22;26
Product213;74;27
Product20;42;27
Product21;14;28
Product22;19;29
Product23;38;28
Product24;1;26
Product25;13;29
Product26;30;26
Product27;10;27
Product28;14;30
Product29;27;28
Product3;29;31
Product30;12;29
Product31;18;30
Product32;24;32
Product33;1;27
Product34;7;30
Product37;5;28
Product38;12;31
Product39;1;28
Product4;45;29
Product40;5;30
Product41;12;32
Product42;4;33
Product43;8;31
Product44;12;33
Product45;1;29
Product46;5;31
Product47;10;32
Product48;10;33
Product49;14;34
Product5;68;32
Product50;18;33
Product51;1;30
Product52;5;34
Product53;12;34
Product6;3;34
Product7;35;35
Product8;57;35
Product9;18;35
Subtract;62;1
Add;5;7
Add1;5;8
Add2;5;9
Constant;0;0
Product;1;31
Product1;1;32
Product2;1;33
