# II 8
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM21.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;121;0
Product110;121;1
Product109;121;2
Product111;121;3
Product210;121;4
Product310;121;5
Product410;121;6
Product510;121;7
Product610;121;8
Product710;121;9
Product810;121;10
Product910;121;11
Inv_11;125;0
Inv_12;125;0
Inv_13;125;0
Inv_21;125;0
Inv_22;125;0
Inv_23;125;0
Inv_31;125;0
Inv_32;125;0
Inv_33;125;0
Inv_41;125;0
Inv_42;125;0
Inv_43;125;0
Add30;100;0
Add110;110;0
Add101;101;0
Add111;114;0
Add121;102;1
Add131;115;0
Add141;105;0
Add151;115;1
Add16;98;1
Add17;111;0
Add18;22;2
Add19;27;2
Add210;11;3
Add20;110;3
Add21;116;1
Add22;92;2
Add23;98;2
Add24;110;4
Add25;116;3
Add26;84;4
Add27;91;4
Add28;103;1
Add29;111;2
Add31;23;3
Add41;15;4
Add51;114;3
Product114;11;0
Add61;97;1
Add71;114;4
Add81;17;2
Add91;109;1
Product112;2;0
Product113;7;0
Product1010;2;1
Product100;4;0
Product101;2;2
Product102;21;0
Product103;13;1
Product104;94;0
Product105;15;1
Product106;80;0
Product107;6;1
Product291;15;2
Product121;3;1
Product131;7;3
Product141;2;3
Product151;6;2
Product161;3;2
Product171;6;3
Product181;3;3
Product191;3;4
Product211;2;4
Product201;15;4
Product212;11;5
Product221;8;1
Product231;7;5
Product241;2;5
Product251;3;6
Product261;7;6
Product271;2;6
Product281;6;4
Product501;2;7
Product311;7;7
Product301;92;1
Product312;6;5
Product321;5;2
Product331;2;8
Product341;3;7
Product351;5;3
Product361;16;2
Product371;6;6
Product381;11;8
Product391;12;2
Product411;5;4
Product401;7;8
Product412;6;7
Product421;3;9
Product431;4;3
Product441;15;9
Product451;100;4
Product461;96;3
Product471;96;4
Product481;4;5
Product491;3;10
Product511;15;10
Product78;112;5
Product79;103;11
Product512;4;6
Product521;15;12
Product531;8;6
Product54;6;8
Product55;96;7
Product56;2;9
Product57;4;7
Product58;1;12
Product59;1;13
Product611;8;8
Product60;15;13
Product61;96;9
Product62;5;5
Product63;5;6
Product64;3;11
Product65;4;8
Product66;6;9
Product67;4;9
Product68;96;10
Product69;8;11
Product711;15;14
Product70;92;10
Product71;11;12
Product72;11;13
Product73;93;7
Product74;4;11
Product75;6;10
Product76;12;12
Product77;1;14
Add4;42;5
Add112;27;5
Add10;77;2
Product811;6;11
Product80;8;12
Product81;16;13
Product82;16;14
Product83;7;15
Product84;108;13
Product85;100;14
Product86;1;15
Product87;90;10
Product88;2;11
Product89;3;14
Product911;12;15
Product90;112;15
Product91;104;16
Product92;5;8
Product93;94;12
Product94;6;13
Product95;7;16
Product96;15;17
Product97;3;15
Product98;10;12
Product99;10;13
Subtract12;105;0
Subtract1;16;0
Subtract10;103;0
Subtract11;98;0
Subtract2;108;0
Subtract3;109;0
Subtract4;103;1
Subtract5;106;1
Subtract6;107;0
Subtract7;110;0
Subtract8;104;1
Subtract9;33;1
Add32;22;5
Product35;37;9
Product36;1;16
Add11;82;6
Add12;87;5
Add13;92;5
Add14;97;3
Add15;102;6
Add211;32;0
Add3;37;3
Add5;47;6
Add6;52;6
Add7;57;4
Add8;67;6
Add9;72;1
Constant1;0;0
Divide;107;0
Product115;12;16
Product116;16;17
Product10;14;14
Product11;83;16
Product12;61;10
Product13;67;17
Product14;71;18
Product15;1;17
Product16;5;11
Product17;10;14
Product18;10;15
Product19;14;15
Product213;21;12
Product20;23;19
Product21;14;16
Product22;58;16
Product23;62;17
Product24;2;17
Product25;6;18
Product26;12;17
Product27;12;18
Product28;40;18
Product29;46;19
Product3;13;13
Product30;34;18
Product31;38;20
Product32;44;19
Product33;3;18
Product34;7;20
Product37;5;14
Product38;10;19
Product39;1;18
Product4;84;20
Product40;5;15
Product41;15;21
Product42;1;19
Product43;5;16
Product44;11;19
Product45;4;21
Product46;16;19
Product47;21;17
Product48;10;20
Product49;14;21
Product5;88;20
Product50;18;21
Product51;4;22
Product52;8;21
Product53;14;22
Product6;3;20
Product7;7;22
Product8;83;21
Product9;10;22
Subtract;62;1
Add;5;4
Add1;5;5
Add2;5;6
Constant;0;0
Product;1;20
Product1;1;21
Product2;1;22
