# II 3
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//mat_inv/RM26.xml
# vertex;cycle;fu
Ldiff_UU_del_1;0;0
Ldiff_UV_del_1;0;0
Ldiff_UW_del_1;0;0
Ldiff_VU_del_1;0;0
Ldiff_VV_del_1;0;0
Ldiff_VW_del_1;0;0
Ldiff_WU_del_1;0;0
Ldiff_WV_del_1;0;0
Ldiff_WW_del_1;0;0
R_U;0;0
R_V;0;0
R_W;0;0
Product108;121;0
Product110;121;1
Product109;121;2
Product111;121;3
Product210;121;4
Product310;121;5
Product410;121;6
Product510;121;7
Product610;121;8
Product710;121;9
Product810;121;10
Product910;121;11
Inv_11;125;0
Inv_12;125;0
Inv_13;125;0
Inv_21;125;0
Inv_22;125;0
Inv_23;125;0
Inv_31;125;0
Inv_32;125;0
Inv_33;125;0
Inv_41;125;0
Inv_42;125;0
Inv_43;125;0
Add30;31;0
Add110;54;0
Add101;22;1
Add111;45;1
Add121;22;2
Add131;45;2
Add141;23;0
Add151;46;3
Add16;31;4
Add17;56;1
Add18;34;5
Add19;43;6
Add210;27;3
Add20;62;2
Add21;69;4
Add22;21;5
Add23;43;7
Add24;61;8
Add25;71;3
Add26;23;4
Add27;42;6
Add28;62;5
Add29;69;7
Add31;45;8
Add41;29;6
Add51;45;9
Product114;19;12
Add61;27;10
Add71;47;7
Add81;32;8
Add91;56;9
Product112;2;0
Product113;10;13
Product1010;1;14
Product100;1;15
Product101;2;1
Product102;30;0
Product103;9;1
Product104;30;2
Product105;31;16
Product106;11;2
Product107;9;3
Product291;20;3
Product121;2;4
Product131;10;17
Product141;1;18
Product151;9;4
Product161;1;19
Product171;1;20
Product181;2;5
Product191;1;21
Product211;2;6
Product201;19;22
Product212;9;5
Product221;11;7
Product231;9;6
Product241;1;23
Product251;1;24
Product261;1;25
Product271;2;8
Product281;9;7
Product501;1;26
Product311;9;8
Product301;9;9
Product312;9;10
Product321;2;9
Product331;1;27
Product341;2;10
Product351;1;28
Product361;9;11
Product371;9;12
Product381;18;13
Product391;20;11
Product411;2;12
Product401;1;29
Product412;1;30
Product421;1;31
Product431;1;32
Product441;24;14
Product451;9;15
Product461;11;13
Product471;11;14
Product481;2;15
Product491;2;16
Product511;18;16
Product78;32;17
Product79;30;17
Product512;1;33
Product521;26;18
Product531;9;18
Product54;11;19
Product55;10;34
Product56;2;20
Product57;1;35
Product58;1;36
Product59;1;37
Product611;2;21
Product60;26;22
Product61;9;19
Product62;9;20
Product63;9;21
Product64;2;23
Product65;1;38
Product66;1;39
Product67;1;40
Product68;9;22
Product69;11;24
Product711;20;25
Product70;18;23
Product71;20;26
Product72;18;24
Product73;20;27
Product74;2;28
Product75;1;41
Product76;11;29
Product77;1;42
Add4;42;11
Add112;27;12
Add10;77;10
Product811;1;43
Product80;11;30
Product81;9;25
Product82;21;26
Product83;9;27
Product84;20;31
Product85;18;28
Product86;1;44
Product87;18;29
Product88;1;45
Product89;2;32
Product911;11;33
Product90;32;34
Product91;30;30
Product92;9;31
Product93;30;32
Product94;9;33
Product95;9;34
Product96;18;35
Product97;1;46
Product98;18;36
Product99;18;37
Subtract12;46;0
Subtract1;37;1
Subtract10;51;0
Subtract11;52;2
Subtract2;37;3
Subtract3;37;4
Subtract4;45;1
Subtract5;38;0
Subtract6;36;2
Subtract7;36;3
Subtract8;45;4
Subtract9;53;1
Add32;22;9
Product35;18;38
Product36;1;47
Add11;82;10
Add12;87;13
Add13;92;11
Add14;97;11
Add15;102;14
Add211;32;12
Add3;37;12
Add5;47;13
Add6;52;13
Add7;57;15
Add8;67;14
Add9;72;16
Constant1;0;0
Divide;107;0
Product115;24;39
Product116;36;40
Product10;36;41
Product11;48;42
Product12;18;43
Product13;32;35
Product14;41;36
Product15;3;44
Product16;17;37
Product17;27;45
Product18;11;38
Product19;21;46
Product213;50;39
Product20;33;47
Product21;11;40
Product22;18;48
Product23;32;41
Product24;5;42
Product25;15;49
Product26;27;50
Product27;11;43
Product28;15;51
Product29;26;44
Product3;26;45
Product30;10;48
Product31;14;46
Product32;23;47
Product33;2;48
Product34;9;52
Product37;9;53
Product38;23;49
Product39;1;49
Product4;36;54
Product40;5;50
Product41;13;50
Product42;1;51
Product43;5;51
Product44;11;52
Product45;1;52
Product46;5;53
Product47;9;55
Product48;10;53
Product49;14;54
Product5;50;55
Product50;18;56
Product51;1;54
Product52;5;56
Product53;9;57
Product6;4;55
Product7;15;58
Product8;29;57
Product9;20;58
Subtract;62;2
Add;5;14
Add1;5;15
Add2;5;16
Constant;0;0
Product;1;56
Product1;1;57
Product2;1;58
