# II 9.14286
# samples 7
# modulo 64
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//r2_FFT.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//r2_FFT/RM6.xml
# vertex;sample;cycle;fu
x0_re;0;0;0
x0_im;0;0;0
x1_re;0;0;0
x1_im;0;0;0
x2_re;0;0;0
x2_im;0;0;0
x3_re;0;0;0
x3_im;0;0;0
x4_re;0;0;0
x4_im;0;0;0
x5_re;0;0;0
x5_im;0;0;0
x6_re;0;0;0
x6_im;0;0;0
x7_re;0;0;0
x7_im;0;0;0
x8_re;0;0;0
x8_im;0;0;0
x9_re;0;0;0
x9_im;0;0;0
x10_re;0;0;0
x10_im;0;0;0
x11_re;0;0;0
x11_im;0;0;0
x12_re;0;0;0
x12_im;0;0;0
x13_re;0;0;0
x13_im;0;0;0
x14_re;0;0;0
x14_im;0;0;0
x15_re;0;0;0
x15_im;0;0;0
y0_re;0;320;0
y0_im;0;329;0
y1_re;0;324;0
y1_im;0;324;0
y2_re;0;316;0
y2_im;0;316;0
y3_re;0;325;0
y3_im;0;331;0
y4_re;0;316;0
y4_im;0;330;0
y5_re;0;321;0
y5_im;0;335;0
y6_re;0;322;0
y6_im;0;252;0
y7_re;0;316;0
y7_im;0;324;0
y8_re;0;319;0
y8_im;0;316;0
y15_re;0;339;0
y9_re;0;316;0
y9_im;0;316;0
y10_re;0;340;0
y10_im;0;316;0
y11_re;0;325;0
y11_im;0;321;0
y12_re;0;337;0
y12_im;0;350;0
y13_re;0;324;0
y13_im;0;322;0
y14_re;0;316;0
y14_im;0;316;0
Add17;0;72;0
y15_im;0;316;0
Add2;0;7;0
Add11;0;5;0
Add3;0;12;0
Add12;0;8;1
Add4;0;27;0
Add13;0;134;0
Add5;0;128;0
Add14;0;85;0
Add6;0;88;0
Add15;0;129;0
Add7;0;65;1
Add16;0;108;0
Add8;0;64;1
Add27;0;199;1
Add9;0;111;0
Add18;0;98;0
Add10;0;240;0
Add19;0;167;0
Add20;0;231;1
Add110;0;196;0
Add21;0;192;2
Add111;0;205;0
Add22;0;225;0
Add112;0;169;0
Add23;0;3;0
Add113;0;6;1
Add24;0;233;1
Add114;0;207;0
Add25;0;208;0
Add115;0;198;2
Add26;0;115;0
Add116;0;162;1
Add39;0;5;1
Add117;0;187;0
Add28;0;307;1
Add118;0;323;1
Add29;0;309;0
Add119;0;294;0
Add30;0;291;0
Add120;0;307;2
Add31;0;294;1
Add121;0;230;2
Add32;0;304;1
Add122;0;296;0
Add33;0;311;0
Add123;0;324;1
Add34;0;6;3
Add124;0;2;0
Add35;0;308;0
Add125;0;293;0
Add36;0;293;1
Add126;0;293;2
Add37;0;8;2
Add127;0;2;1
Add38;0;1;2
Add128;0;2;2
Product34;0;25;0
Subtract5;0;96;0
Add129;0;1;3
Add40;0;11;0
Add130;0;7;2
Add41;0;78;0
Add131;0;71;3
Add42;0;146;0
Add1;0;81;0
Add43;0;66;3
Product4;0;36;0
Product11;0;11;0
Product21;0;37;0
Product31;0;51;0
Subtract2;0;65;0
Add44;0;30;0
Product5;0;19;0
Product12;0;22;0
Product22;0;25;1
Product32;0;71;0
Subtract3;0;79;0
Add45;0;49;0
Product6;0;16;0
Product13;0;21;0
Product23;0;32;0
Product33;0;20;0
Subtract4;0;39;0
Add46;0;40;1
Product7;0;61;0
Product14;0;6;0
Product24;0;36;1
Subtract11;0;210;0
Add53;0;156;0
Add47;0;69;2
Product8;0;28;0
Product15;0;37;1
