# II 1.2
# samples 5
# modulo 6
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_GM.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_GM/RM4.xml
# vertex;sample;cycle;fu
Sum7;0;1;0
Constant3;0;0;0
Product;0;6;0
Product1;0;5;0
X;0;0;0
Constant;0;0;0
Constant1;0;0;0
Constant2;0;0;0
Product2;0;11;1
Product3;0;1;0
Sum8;0;0;0
Sum9;0;5;0
Y;0;25;0
Sum1Tree0;0;10;0
Sum1Tree1;0;15;0
Sum1Tree2;0;20;0
Sum7;1;2;1
Constant3;1;1;0
Product;1;7;1
Product1;1;6;1
X;1;1;0
Constant;1;1;0
Constant1;1;1;0
Constant2;1;1;0
Product2;1;12;2
Product3;1;2;0
Sum8;1;1;1
Sum9;1;6;1
Y;1;26;0
Sum1Tree0;1;11;1
Sum1Tree1;1;16;1
Sum1Tree2;1;21;1
Sum7;2;3;2
Constant3;2;2;0
Product;2;8;1
Product1;2;7;2
X;2;2;0
Constant;2;2;0
Constant1;2;2;0
Constant2;2;2;0
Product2;2;13;3
Product3;2;3;0
Sum8;2;2;2
Sum9;2;7;2
Y;2;27;0
Sum1Tree0;2;12;2
Sum1Tree1;2;17;2
Sum1Tree2;2;22;2
Sum7;3;4;3
Constant3;3;3;0
Product;3;9;1
Product1;3;8;2
X;3;3;0
Constant;3;3;0
Constant1;3;3;0
Constant2;3;3;0
Product2;3;14;3
Product3;3;4;0
Sum8;3;3;3
Sum9;3;8;3
Y;3;28;0
Sum1Tree0;3;13;3
Sum1Tree1;3;18;3
Sum1Tree2;3;23;3
Sum7;4;6;4
Constant3;4;5;0
Product;4;11;2
Product1;4;10;1
X;4;5;0
Constant;4;5;0
Constant1;4;5;0
Constant2;4;5;0
Product2;4;16;2
Product3;4;6;3
Sum8;4;5;4
Sum9;4;10;4
Y;4;30;0
Sum1Tree0;4;15;4
Sum1Tree1;4;20;4
Sum1Tree2;4;25;4
