# II 1.5
# samples 2
# modulo 3
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_GM.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_GM/RM1.xml
# vertex;sample;cycle;fu
Sum7;0;1;0
Constant3;0;0;0
Product;0;6;0
Product1;0;6;1
X;0;0;0
Constant;0;0;0
Constant1;0;0;0
Constant2;0;0;0
Product2;0;5;0
Product3;0;1;0
Sum8;0;0;0
Sum9;0;0;1
Y;0;28;0
Sum1Tree0;0;10;1
Sum1Tree1;0;17;0
Sum1Tree2;0;23;1
Sum7;1;3;2
Constant3;1;2;0
Product;1;8;1
Product1;1;8;2
X;1;2;0
Constant;1;2;0
Constant1;1;2;0
Constant2;1;2;0
Product2;1;7;1
Product3;1;3;2
Sum8;1;2;2
Sum9;1;2;3
Y;1;30;0
Sum1Tree0;1;12;3
Sum1Tree1;1;19;2
Sum1Tree2;1;25;3
