# II 1.5
# samples 2
# modulo 3
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_GM.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_GM/RM1.xml
# vertex;sample;cycle;fu
Sum7;0;1;0
Constant3;0;0;0
Product;0;6;0
Product1;0;6;1
X;0;0;0
Constant;0;2;0
Constant1;0;2;0
Constant2;0;2;0
Product2;0;5;0
Product3;0;1;0
Sum8;0;1;1
Sum9;0;0;0
Y;0;25;0
Sum1Tree0;0;10;2
Sum1Tree1;0;15;1
Sum1Tree2;0;20;0
Sum7;1;2;1
Constant3;1;1;0
Product;1;7;1
Product1;1;6;2
X;1;1;0
Constant;1;1;0
Constant1;1;1;0
Constant2;1;1;0
Product2;1;7;2
Product3;1;2;1
Sum8;1;0;2
Sum9;1;2;2
Y;1;26;0
Sum1Tree0;1;11;3
Sum1Tree1;1;16;3
Sum1Tree2;1;21;3
