# II 1.5
# samples 2
# modulo 3
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_GM.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_GM/RM2.xml
# vertex;sample;cycle;fu
Sum7;0;1;0
Constant3;0;0;0
Product;0;6;0
Product1;0;6;1
X;0;0;0
Constant;0;0;0
Constant1;0;0;0
Constant2;0;0;0
Product2;0;9;2
Product3;0;15;3
Sum8;0;0;0
Sum9;0;2;0
Y;0;25;0
Sum1Tree0;0;10;1
Sum1Tree1;0;15;1
Sum1Tree2;0;20;1
Sum7;1;3;2
Constant3;1;2;0
Product;1;8;0
Product1;1;8;1
X;1;2;0
Constant;1;2;0
Constant1;1;2;0
Constant2;1;2;0
Product2;1;11;2
Product3;1;17;3
Sum8;1;2;2
Sum9;1;4;2
Y;1;27;0
Sum1Tree0;1;12;3
Sum1Tree1;1;17;3
Sum1Tree2;1;22;3
