# II 1.2
# samples 5
# modulo 6
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//fir_GM.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//fir_GM/RM4.xml
# vertex;sample;cycle;fu
Sum7;0;1;0
Constant3;0;2;0
Product;0;6;0
Product1;0;5;0
X;0;0;0
Constant;0;2;0
Constant1;0;2;0
Constant2;0;3;0
Product2;0;5;1
Product3;0;3;0
Sum8;0;0;0
Sum9;0;0;1
Y;0;25;0
Sum1Tree0;0;10;0
Sum1Tree1;0;15;0
Sum1Tree2;0;20;0
Sum7;1;4;1
Constant3;1;4;0
Product;1;9;1
Product1;1;6;1
X;1;3;0
Constant;1;5;0
Constant1;1;3;0
Constant2;1;4;0
Product2;1;6;2
Product3;1;10;0
Sum8;1;1;1
Sum9;1;1;2
Y;1;28;0
Sum1Tree0;1;13;3
Sum1Tree1;1;18;2
Sum1Tree2;1;23;0
Sum7;2;2;1
Constant3;2;0;0
Product;2;7;0
Product1;2;7;1
X;2;1;0
Constant;2;1;0
Constant1;2;1;0
Constant2;2;1;0
Product2;2;7;2
Product3;2;1;3
Sum8;2;2;2
Sum9;2;2;3
Y;2;26;0
Sum1Tree0;2;11;1
Sum1Tree1;2;16;2
Sum1Tree2;2;21;1
Sum7;3;5;2
Constant3;3;3;0
Product;3;10;1
Product1;3;9;2
X;3;4;0
Constant;3;0;0
Constant1;3;0;0
Constant2;3;2;0
Product2;3;11;2
Product3;3;6;3
Sum8;3;4;3
Sum9;3;5;3
Y;3;29;0
Sum1Tree0;3;14;4
Sum1Tree1;3;19;4
Sum1Tree2;3;24;3
Sum7;4;3;2
Constant3;4;13;0
Product;4;8;0
Product1;4;8;1
X;4;2;0
Constant;4;4;0
Constant1;4;5;0
Constant2;4;0;0
Product2;4;8;2
Product3;4;16;2
Sum8;4;3;3
Sum9;4;3;4
Y;4;27;0
Sum1Tree0;4;12;4
Sum1Tree1;4;17;4
Sum1Tree2;4;22;4
