# II 2
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//fir_SAM/RM14.xml
# vertex;cycle;fu
Constant10;0;0
Constant11;0;0
X;0;0
Constant;0;0
Constant1;0;0
Constant12;0;0
Constant13;0;0
Constant14;0;0
Constant15;0;0
Constant16;0;0
Constant17;0;0
Constant18;0;0
Constant19;0;0
Constant2;0;0
Constant20;0;0
Constant21;0;0
Constant22;0;0
Constant23;0;0
Constant24;0;0
Constant25;0;0
Constant29;0;0
Constant3;0;0
Constant32;0;0
Constant33;0;0
Constant34;0;0
Constant4;0;0
Constant5;0;0
Constant6;0;0
Constant7;0;0
Constant8;0;0
Constant9;0;0
Product;6;0
Product1;6;1
Product10;6;2
Product11;6;3
Product12;6;4
Product13;6;5
Product14;6;6
Product15;7;0
Product16;7;1
Product17;7;2
Product18;7;3
Product19;7;4
Product2;7;5
Product20;7;6
Product21;6;7
Product22;6;8
Product23;6;9
Product24;6;10
Product25;6;11
Product29;6;12
Product3;6;13
Product32;7;7
Product33;6;14
Product34;7;8
Product4;7;9
Product5;7;10
Product6;7;11
Product7;7;12
Product8;7;13
Product9;7;14
Sum10;0;0
Sum25;1;0
Sum11;0;1
Sum12;0;2
Sum13;0;3
Sum14;0;4
Sum15;0;5
Sum16;0;6
Sum17;0;7
Sum18;0;8
Sum19;0;9
Sum2;0;10
Sum20;0;11
Sum21;0;12
Sum22;0;13
Sum23;1;1
Sum24;1;2
Sum1Tree4;30;14
Sum26;1;3
Sum27;1;4
Sum28;1;5
Sum29;1;6
Sum3;1;7
Sum30;1;8
Sum31;1;9
Sum4;1;10
Sum5;1;11
Sum6;1;12
Sum7;1;13
Sum8;1;14
Sum9;1;15
Y;155;0
Sum1Tree0;10;15
Sum1Tree1;15;16
Sum1Tree2;20;16
Sum1Tree3;25;17
Sum1Tree28;150;17
Sum1Tree5;35;18
Sum1Tree6;40;18
Sum1Tree7;45;19
Sum1Tree8;50;19
Sum1Tree9;55;20
Sum1Tree10;60;20
Sum1Tree11;65;21
Sum1Tree12;70;21
Sum1Tree13;75;22
Sum1Tree14;80;22
Sum1Tree15;85;23
Sum1Tree16;90;23
Sum1Tree17;95;24
Sum1Tree18;100;24
Sum1Tree19;105;25
Sum1Tree20;110;25
Sum1Tree21;115;26
Sum1Tree22;120;26
Sum1Tree23;125;27
Sum1Tree24;130;27
Sum1Tree25;135;28
Sum1Tree26;140;28
Sum1Tree27;145;29
