# II 15
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//fir_SAM/RM4.xml
# vertex;cycle;fu
Constant10;0;0
Constant11;0;0
X;0;0
Constant;0;0
Constant1;0;0
Constant12;0;0
Constant13;0;0
Constant14;0;0
Constant15;0;0
Constant16;0;0
Constant17;0;0
Constant18;0;0
Constant19;0;0
Constant2;0;0
Constant20;0;0
Constant21;0;0
Constant22;0;0
Constant23;0;0
Constant24;0;0
Constant25;0;0
Constant29;0;0
Constant3;0;0
Constant32;0;0
Constant33;0;0
Constant34;0;0
Constant4;0;0
Constant5;0;0
Constant6;0;0
Constant7;0;0
Constant8;0;0
Constant9;0;0
Product;6;0
Product1;6;1
Product10;26;0
Product11;19;0
Product12;45;0
Product13;22;0
Product14;44;0
Product15;15;1
Product16;19;1
Product17;23;0
Product18;17;0
Product19;37;1
Product2;10;0
Product20;13;0
Product21;40;1
Product22;72;0
Product23;17;1
Product24;9;0
Product25;20;0
Product29;24;1
Product3;16;0
Product32;56;1
Product33;13;1
Product34;33;0
Product4;18;1
Product5;14;1
Product6;20;1
Product7;8;1
Product8;27;1
Product9;31;1
Sum10;4;0
Sum25;8;0
Sum11;13;0
Sum12;9;0
Sum13;11;0
Sum14;14;0
Sum15;13;1
Sum16;9;1
Sum17;3;0
Sum18;7;0
Sum19;9;2
Sum2;14;1
Sum20;9;3
Sum21;8;1
Sum22;13;2
Sum23;13;3
Sum24;6;0
Sum1Tree4;30;0
Sum26;3;1
Sum27;5;0
Sum28;4;1
Sum29;4;2
Sum3;8;2
Sum30;14;2
Sum31;4;3
Sum4;14;3
Sum5;8;3
Sum6;3;2
Sum7;1;0
Sum8;0;1
Sum9;3;3
Y;157;0
Sum1Tree0;10;0
Sum1Tree1;15;2
Sum1Tree2;20;1
Sum1Tree3;25;1
Sum1Tree28;152;0
Sum1Tree5;35;2
Sum1Tree6;40;2
Sum1Tree7;45;3
Sum1Tree8;50;3
Sum1Tree9;55;3
Sum1Tree10;61;1
Sum1Tree11;66;1
Sum1Tree12;71;1
Sum1Tree13;76;2
Sum1Tree14;81;2
Sum1Tree15;86;2
Sum1Tree16;91;3
Sum1Tree17;96;3
Sum1Tree18;102;0
Sum1Tree19;107;1
Sum1Tree20;112;1
Sum1Tree21;117;1
Sum1Tree22;122;2
Sum1Tree23;127;2
Sum1Tree24;132;2
Sum1Tree25;137;3
Sum1Tree26;142;3
Sum1Tree27;147;3
