# II 10
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//fir_SAM/RM6.xml
# vertex;cycle;fu
Constant10;0;0
Constant11;0;0
X;0;0
Constant;0;0
Constant1;0;0
Constant12;0;0
Constant13;0;0
Constant14;0;0
Constant15;0;0
Constant16;0;0
Constant17;0;0
Constant18;0;0
Constant19;0;0
Constant2;0;0
Constant20;0;0
Constant21;0;0
Constant22;0;0
Constant23;0;0
Constant24;0;0
Constant25;0;0
Constant29;0;0
Constant3;0;0
Constant32;0;0
Constant33;0;0
Constant34;0;0
Constant4;0;0
Constant5;0;0
Constant6;0;0
Constant7;0;0
Constant8;0;0
Constant9;0;0
Product;6;0
Product1;5;0
Product10;46;1
Product11;54;0
Product12;60;0
Product13;14;1
Product14;8;0
Product15;92;0
Product16;18;1
Product17;97;0
Product18;71;0
Product19;13;0
Product2;9;0
Product20;74;2
Product21;120;1
Product22;22;1
Product23;131;1
Product24;137;1
Product25;135;1
Product29;18;2
Product3;13;1
Product32;103;2
Product33;105;2
Product34;21;2
Product4;10;2
Product5;17;2
Product6;26;2
Product7;29;1
Product8;19;2
Product9;42;2
Sum10;4;0
Sum25;4;1
Sum11;4;2
Sum12;9;0
Sum13;9;1
Sum14;9;2
Sum15;4;3
Sum16;6;0
Sum17;8;0
Sum18;8;1
Sum19;3;0
Sum2;3;1
Sum20;1;0
Sum21;9;3
Sum22;8;2
Sum23;4;4
Sum24;8;3
Sum1Tree4;30;0
Sum26;7;0
Sum27;3;2
Sum28;3;3
Sum29;8;4
Sum3;9;4
Sum30;4;5
Sum31;5;0
Sum4;9;5
Sum5;8;5
Sum6;3;4
Sum7;1;1
Sum8;0;1
Sum9;3;5
Y;157;0
Sum1Tree0;10;2
Sum1Tree1;15;1
Sum1Tree2;20;3
Sum1Tree3;25;2
Sum1Tree28;152;0
Sum1Tree5;35;3
Sum1Tree6;40;4
Sum1Tree7;45;4
Sum1Tree8;50;5
Sum1Tree9;56;1
Sum1Tree10;61;2
Sum1Tree11;66;2
Sum1Tree12;71;3
Sum1Tree13;76;3
Sum1Tree14;81;4
Sum1Tree15;86;4
Sum1Tree16;91;5
Sum1Tree17;96;5
Sum1Tree18;102;1
Sum1Tree19;107;1
Sum1Tree20;112;2
Sum1Tree21;117;2
Sum1Tree22;122;3
Sum1Tree23;127;3
Sum1Tree24;132;4
Sum1Tree25;137;4
Sum1Tree26;142;5
Sum1Tree27;147;5
