# II 7
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//fir_SAM/RM9.xml
# vertex;cycle;fu
Constant10;0;0
Constant11;0;0
X;0;0
Constant;0;0
Constant1;0;0
Constant12;0;0
Constant13;0;0
Constant14;0;0
Constant15;0;0
Constant16;0;0
Constant17;0;0
Constant18;0;0
Constant19;0;0
Constant2;0;0
Constant20;0;0
Constant21;0;0
Constant22;0;0
Constant23;0;0
Constant24;0;0
Constant25;0;0
Constant29;0;0
Constant3;0;0
Constant32;0;0
Constant33;0;0
Constant34;0;0
Constant4;0;0
Constant5;0;0
Constant6;0;0
Constant7;0;0
Constant8;0;0
Constant9;0;0
Product;6;0
Product1;6;1
Product10;14;0
Product11;10;0
Product12;9;0
Product13;12;0
Product14;7;1
Product15;11;0
Product16;7;2
Product17;5;1
Product18;5;2
Product19;9;1
Product2;10;1
Product20;11;1
Product21;11;2
Product22;13;2
Product23;8;0
Product24;11;3
Product25;9;2
Product29;10;2
Product3;6;3
Product32;14;3
Product33;5;3
Product34;6;4
Product4;8;1
Product5;7;4
Product6;5;4
Product7;11;4
Product8;10;3
Product9;10;4
Sum10;1;0
Sum25;1;1
Sum11;3;0
Sum12;1;2
Sum13;0;0
Sum14;4;0
Sum15;2;0
Sum16;0;1
Sum17;4;1
Sum18;4;2
Sum19;2;1
Sum2;3;1
Sum20;5;0
Sum21;2;2
Sum22;1;3
Sum23;6;0
Sum24;6;1
Sum1Tree4;30;3
Sum26;0;2
Sum27;5;1
Sum28;0;3
Sum29;6;2
Sum3;3;2
Sum30;2;4
Sum31;5;2
Sum4;5;3
Sum5;3;3
Sum6;4;3
Sum7;1;4
Sum8;0;4
Sum9;5;4
Y;155;0
Sum1Tree0;10;4
Sum1Tree1;15;5
Sum1Tree2;20;3
Sum1Tree3;25;4
Sum1Tree28;150;5
Sum1Tree5;35;5
Sum1Tree6;40;5
Sum1Tree7;45;6
Sum1Tree8;50;6
Sum1Tree9;55;4
Sum1Tree10;60;5
Sum1Tree11;65;5
Sum1Tree12;70;6
Sum1Tree13;75;6
Sum1Tree14;80;7
Sum1Tree15;85;7
Sum1Tree16;90;5
Sum1Tree17;95;6
Sum1Tree18;100;6
Sum1Tree19;105;7
Sum1Tree20;110;7
Sum1Tree21;115;8
Sum1Tree22;120;8
Sum1Tree23;125;6
Sum1Tree24;130;7
Sum1Tree25;135;7
Sum1Tree26;140;8
Sum1Tree27;145;8
