# II 9
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//fir_SAM/RM7.xml
# vertex;cycle;fu
Constant10;0;0
Constant11;0;0
X;0;0
Constant;0;0
Constant1;0;0
Constant12;0;0
Constant13;0;0
Constant14;0;0
Constant15;0;0
Constant16;0;0
Constant17;0;0
Constant18;0;0
Constant19;0;0
Constant2;0;0
Constant20;0;0
Constant21;0;0
Constant22;0;0
Constant23;0;0
Constant24;0;0
Constant25;0;0
Constant29;0;0
Constant3;0;0
Constant32;0;0
Constant33;0;0
Constant34;0;0
Constant4;0;0
Constant5;0;0
Constant6;0;0
Constant7;0;0
Constant8;0;0
Constant9;0;0
Product;6;0
Product1;5;0
Product10;11;0
Product11;5;1
Product12;7;0
Product13;66;0
Product14;15;1
Product15;91;0
Product16;8;0
Product17;5;2
Product18;21;1
Product19;6;2
Product2;9;0
Product20;13;0
Product21;12;2
Product22;124;1
Product23;7;2
Product24;8;1
Product25;13;1
Product29;120;3
Product3;7;3
Product32;13;2
Product33;108;1
Product34;108;2
Product4;6;3
Product5;11;1
Product6;8;2
Product7;11;2
Product8;13;3
Product9;8;3
Sum10;1;0
Sum25;2;0
Sum11;1;1
Sum12;6;0
Sum13;3;0
Sum14;6;1
Sum15;7;0
Sum16;8;0
Sum17;0;0
Sum18;8;1
Sum19;5;0
Sum2;2;1
Sum20;5;1
Sum21;3;1
Sum22;4;0
Sum23;5;2
Sum24;8;2
Sum1Tree4;30;2
Sum26;0;1
Sum27;8;3
Sum28;3;3
Sum29;2;2
Sum3;4;1
Sum30;7;1
Sum31;3;4
Sum4;0;2
Sum5;2;3
Sum6;5;3
Sum7;1;2
Sum8;0;3
Sum9;4;2
Y;155;0
Sum1Tree0;10;3
Sum1Tree1;15;2
Sum1Tree2;20;4
Sum1Tree3;25;2
Sum1Tree28;150;3
Sum1Tree5;35;4
Sum1Tree6;40;3
Sum1Tree7;45;4
Sum1Tree8;50;4
Sum1Tree9;55;4
Sum1Tree10;60;4
Sum1Tree11;65;5
Sum1Tree12;70;3
Sum1Tree13;75;5
Sum1Tree14;80;5
Sum1Tree15;85;4
Sum1Tree16;90;5
Sum1Tree17;95;5
Sum1Tree18;100;5
Sum1Tree19;105;5
Sum1Tree20;110;6
Sum1Tree21;115;4
Sum1Tree22;120;6
Sum1Tree23;125;6
Sum1Tree24;130;5
Sum1Tree25;135;6
Sum1Tree26;140;6
Sum1Tree27;145;6
