# II 30
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//fir_SAM/RM2.xml
# vertex;cycle;fu
Constant10;0;0
Constant11;0;0
X;0;0
Constant;0;0
Constant1;0;0
Constant12;0;0
Constant13;0;0
Constant14;0;0
Constant15;0;0
Constant16;0;0
Constant17;0;0
Constant18;0;0
Constant19;0;0
Constant2;0;0
Constant20;0;0
Constant21;0;0
Constant22;0;0
Constant23;0;0
Constant24;0;0
Constant25;0;0
Constant29;0;0
Constant3;0;0
Constant32;0;0
Constant33;0;0
Constant34;0;0
Constant4;0;0
Constant5;0;0
Constant6;0;0
Constant7;0;0
Constant8;0;0
Constant9;0;0
Product;6;0
Product1;5;0
Product10;32;0
Product11;9;0
Product12;14;0
Product13;53;0
Product14;11;0
Product15;20;0
Product16;28;0
Product17;47;0
Product18;16;0
Product19;22;0
Product2;10;0
Product20;24;0
Product21;29;0
Product22;33;0
Product23;43;0
Product24;30;0
Product25;25;0
Product29;37;0
Product3;12;0
Product32;34;0
Product33;38;0
Product34;57;0
Product4;21;0
Product5;18;0
Product6;19;0
Product7;26;0
Product8;31;0
Product9;45;0
Sum10;5;0
Sum25;15;0
Sum11;12;0
Sum12;13;0
Sum13;14;0
Sum14;21;0
Sum15;6;0
Sum16;8;0
Sum17;14;1
Sum18;10;0
Sum19;3;0
Sum2;29;0
Sum20;7;0
Sum21;20;0
Sum22;29;1
Sum23;24;0
Sum24;26;0
Sum1Tree4;30;0
Sum26;16;0
Sum27;28;0
Sum28;19;0
Sum29;24;1
Sum3;18;0
Sum30;9;0
Sum31;23;0
Sum4;4;0
Sum5;9;1
Sum6;19;1
Sum7;1;0
Sum8;0;1
Sum9;4;1
Y;158;0
Sum1Tree0;10;1
Sum1Tree1;15;1
Sum1Tree2;20;1
Sum1Tree3;25;0
Sum1Tree28;153;1
Sum1Tree5;35;1
Sum1Tree6;41;0
Sum1Tree7;46;1
Sum1Tree8;51;1
Sum1Tree9;56;1
Sum1Tree10;61;1
Sum1Tree11;66;1
Sum1Tree12;71;1
Sum1Tree13;77;0
Sum1Tree14;82;0
Sum1Tree15;87;0
Sum1Tree16;92;0
Sum1Tree17;97;1
Sum1Tree18;102;1
Sum1Tree19;107;1
Sum1Tree20;112;1
Sum1Tree21;117;1
Sum1Tree22;122;1
Sum1Tree23;128;1
Sum1Tree24;133;1
Sum1Tree25;138;1
Sum1Tree26;143;1
Sum1Tree27;148;1
