# II 5
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//fir_SAM/RM11.xml
# vertex;cycle;fu
Constant10;0;0
Constant11;0;0
X;0;0
Constant;0;0
Constant1;0;0
Constant12;0;0
Constant13;0;0
Constant14;0;0
Constant15;0;0
Constant16;0;0
Constant17;0;0
Constant18;0;0
Constant19;0;0
Constant2;0;0
Constant20;0;0
Constant21;0;0
Constant22;0;0
Constant23;0;0
Constant24;0;0
Constant25;0;0
Constant29;0;0
Constant3;0;0
Constant32;0;0
Constant33;0;0
Constant34;0;0
Constant4;0;0
Constant5;0;0
Constant6;0;0
Constant7;0;0
Constant8;0;0
Constant9;0;0
Product;6;0
Product1;6;1
Product10;29;0
Product11;29;1
Product12;27;0
Product13;29;2
Product14;25;0
Product15;25;1
Product16;26;2
Product17;25;2
Product18;26;3
Product19;26;4
Product2;9;3
Product20;29;4
Product21;27;1
Product22;28;0
Product23;28;1
Product24;28;2
Product25;28;3
Product29;25;3
Product3;7;2
Product32;28;4
Product33;25;4
Product34;28;5
Product4;9;5
Product5;7;3
Product6;10;5
Product7;16;5
Product8;22;4
Product9;27;5
Sum10;2;0
Sum25;4;0
Sum11;3;0
Sum12;2;1
Sum13;4;1
Sum14;4;2
Sum15;4;3
Sum16;2;2
Sum17;3;1
Sum18;4;4
Sum19;3;2
Sum2;3;3
Sum20;4;5
Sum21;3;4
Sum22;3;5
Sum23;4;6
Sum24;4;7
Sum1Tree4;30;0
Sum26;3;6
Sum27;4;8
Sum28;3;7
Sum29;4;9
Sum3;4;10
Sum30;4;11
Sum31;3;8
Sum4;3;9
Sum5;3;10
Sum6;0;1
Sum7;1;0
Sum8;0;2
Sum9;3;11
Y;157;0
Sum1Tree0;10;3
Sum1Tree1;15;4
Sum1Tree2;20;5
Sum1Tree3;25;6
Sum1Tree28;152;3
Sum1Tree5;35;7
Sum1Tree6;40;8
Sum1Tree7;45;9
Sum1Tree8;50;10
Sum1Tree9;55;11
Sum1Tree10;61;1
Sum1Tree11;66;2
Sum1Tree12;71;3
Sum1Tree13;76;4
Sum1Tree14;81;5
Sum1Tree15;86;6
Sum1Tree16;91;7
Sum1Tree17;96;8
Sum1Tree18;101;9
Sum1Tree19;106;10
Sum1Tree20;111;11
Sum1Tree21;117;4
Sum1Tree22;122;5
Sum1Tree23;127;6
Sum1Tree24;132;7
Sum1Tree25;137;8
Sum1Tree26;142;9
Sum1Tree27;147;10
