# II 8
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//fir_SAM/RM8.xml
# vertex;cycle;fu
Constant10;0;0
Constant11;0;0
X;0;0
Constant;0;0
Constant1;0;0
Constant12;0;0
Constant13;0;0
Constant14;0;0
Constant15;0;0
Constant16;0;0
Constant17;0;0
Constant18;0;0
Constant19;0;0
Constant2;0;0
Constant20;0;0
Constant21;0;0
Constant22;0;0
Constant23;0;0
Constant24;0;0
Constant25;0;0
Constant29;0;0
Constant3;0;0
Constant32;0;0
Constant33;0;0
Constant34;0;0
Constant4;0;0
Constant5;0;0
Constant6;0;0
Constant7;0;0
Constant8;0;0
Constant9;0;0
Product;6;0
Product1;5;0
Product10;7;0
Product11;11;0
Product12;6;1
Product13;9;0
Product14;8;0
Product15;8;1
Product16;17;1
Product17;10;0
Product18;12;0
Product19;12;1
Product2;7;1
Product20;7;2
Product21;5;1
Product22;17;2
Product23;6;2
Product24;10;1
Product25;7;3
Product29;16;2
Product3;10;2
Product32;12;2
Product33;11;1
Product34;12;3
Product4;6;3
Product5;11;2
Product6;10;3
Product7;13;2
Product8;8;3
Product9;5;3
Sum10;1;0
Sum25;1;1
Sum11;1;2
Sum12;6;0
Sum13;5;0
Sum14;3;0
Sum15;4;0
Sum16;6;1
Sum17;4;1
Sum18;2;0
Sum19;0;0
Sum2;0;1
Sum20;3;1
Sum21;7;0
Sum22;5;1
Sum23;0;2
Sum24;7;1
Sum1Tree4;30;2
Sum26;5;2
Sum27;5;3
Sum28;3;2
Sum29;3;3
Sum3;2;1
Sum30;2;2
Sum31;6;3
Sum4;3;4
Sum5;0;3
Sum6;6;4
Sum7;1;3
Sum8;0;4
Sum9;2;3
Y;155;0
Sum1Tree0;10;4
Sum1Tree1;15;2
Sum1Tree2;20;2
Sum1Tree3;25;4
Sum1Tree28;150;5
Sum1Tree5;35;5
Sum1Tree6;40;5
Sum1Tree7;45;4
Sum1Tree8;50;5
Sum1Tree9;55;3
Sum1Tree10;60;3
Sum1Tree11;65;5
Sum1Tree12;70;6
Sum1Tree13;75;6
Sum1Tree14;80;6
Sum1Tree15;85;5
Sum1Tree16;90;6
Sum1Tree17;95;4
Sum1Tree18;100;4
Sum1Tree19;105;6
Sum1Tree20;110;7
Sum1Tree21;115;7
Sum1Tree22;120;7
Sum1Tree23;125;6
Sum1Tree24;130;7
Sum1Tree25;135;5
Sum1Tree26;140;5
Sum1Tree27;145;7
