# II 6
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//fir_SAM/RM10.xml
# vertex;cycle;fu
Constant10;0;0
Constant11;0;0
X;0;0
Constant;0;0
Constant1;0;0
Constant12;0;0
Constant13;0;0
Constant14;0;0
Constant15;0;0
Constant16;0;0
Constant17;0;0
Constant18;0;0
Constant19;0;0
Constant2;0;0
Constant20;0;0
Constant21;0;0
Constant22;0;0
Constant23;0;0
Constant24;0;0
Constant25;0;0
Constant29;0;0
Constant3;0;0
Constant32;0;0
Constant33;0;0
Constant34;0;0
Constant4;0;0
Constant5;0;0
Constant6;0;0
Constant7;0;0
Constant8;0;0
Constant9;0;0
Product;6;0
Product1;6;1
Product10;8;0
Product11;8;1
Product12;8;2
Product13;10;0
Product14;9;0
Product15;7;0
Product16;10;1
Product17;5;0
Product18;6;2
Product19;13;1
Product2;7;2
Product20;5;1
Product21;10;2
Product22;5;2
Product23;7;3
Product24;11;3
Product25;10;3
Product29;9;1
Product3;7;4
Product32;10;4
Product33;9;2
Product34;8;3
Product4;9;3
Product5;6;3
Product6;9;4
Product7;11;4
Product8;6;4
Product9;8;4
Sum10;1;0
Sum25;2;0
Sum11;1;1
Sum12;1;2
Sum13;4;0
Sum14;1;3
Sum15;5;0
Sum16;0;0
Sum17;5;1
Sum18;0;1
Sum19;4;1
Sum2;3;0
Sum20;2;1
Sum21;4;2
Sum22;3;1
Sum23;5;2
Sum24;0;2
Sum1Tree4;30;3
Sum26;0;4
Sum27;2;2
Sum28;3;2
Sum29;4;3
Sum3;3;3
Sum30;5;3
Sum31;4;4
Sum4;3;4
Sum5;2;3
Sum6;5;4
Sum7;1;4
Sum8;0;5
Sum9;2;4
Y;155;0
Sum1Tree0;10;5
Sum1Tree1;15;5
Sum1Tree2;20;5
Sum1Tree3;25;5
Sum1Tree28;150;6
Sum1Tree5;35;5
Sum1Tree6;40;6
Sum1Tree7;45;6
Sum1Tree8;50;6
Sum1Tree9;55;6
Sum1Tree10;60;7
Sum1Tree11;65;6
Sum1Tree12;70;7
Sum1Tree13;75;7
Sum1Tree14;80;7
Sum1Tree15;85;7
Sum1Tree16;90;8
Sum1Tree17;95;7
Sum1Tree18;100;8
Sum1Tree19;105;8
Sum1Tree20;110;8
Sum1Tree21;115;8
Sum1Tree22;120;9
Sum1Tree23;125;8
Sum1Tree24;130;9
Sum1Tree25;135;9
Sum1Tree26;140;9
Sum1Tree27;145;9
