# II 4
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//fir_SAM.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//fir_SAM/RM12.xml
# vertex;cycle;fu
Constant10;0;0
Constant11;0;0
X;0;0
Constant;0;0
Constant1;0;0
Constant12;0;0
Constant13;0;0
Constant14;0;0
Constant15;0;0
Constant16;0;0
Constant17;0;0
Constant18;0;0
Constant19;0;0
Constant2;0;0
Constant20;0;0
Constant21;0;0
Constant22;0;0
Constant23;0;0
Constant24;0;0
Constant25;0;0
Constant29;0;0
Constant3;0;0
Constant32;0;0
Constant33;0;0
Constant34;0;0
Constant4;0;0
Constant5;0;0
Constant6;0;0
Constant7;0;0
Constant8;0;0
Constant9;0;0
Product;6;0
Product1;5;0
Product10;21;1
Product11;22;1
Product12;22;2
Product13;23;0
Product14;22;3
Product15;20;0
Product16;23;1
Product17;20;1
Product18;20;2
Product19;23;2
Product2;5;2
Product20;22;4
Product21;23;3
Product22;22;5
Product23;21;3
Product24;20;3
Product25;23;4
Product29;22;6
Product3;5;4
Product32;20;4
Product33;20;5
Product34;21;5
Product4;5;6
Product5;9;7
Product6;23;5
Product7;22;7
Product8;20;6
Product9;20;7
Sum10;0;0
Sum25;3;0
Sum11;0;1
Sum12;2;0
Sum13;2;1
Sum14;1;0
Sum15;2;2
Sum16;1;1
Sum17;2;3
Sum18;3;1
Sum19;0;2
Sum2;2;4
Sum20;0;3
Sum21;1;2
Sum22;3;2
Sum23;3;3
Sum24;3;4
Sum1Tree4;30;5
Sum26;1;3
Sum27;3;5
Sum28;2;6
Sum29;0;4
Sum3;1;4
Sum30;2;7
Sum31;1;5
Sum4;3;6
Sum5;0;5
Sum6;1;6
Sum7;1;7
Sum8;0;6
Sum9;0;7
Y;155;0
Sum1Tree0;10;8
Sum1Tree1;15;7
Sum1Tree2;20;8
Sum1Tree3;25;8
Sum1Tree28;150;9
Sum1Tree5;35;8
Sum1Tree6;40;9
Sum1Tree7;45;9
Sum1Tree8;50;10
Sum1Tree9;55;9
Sum1Tree10;60;10
Sum1Tree11;65;10
Sum1Tree12;70;11
Sum1Tree13;75;10
Sum1Tree14;80;11
Sum1Tree15;85;11
Sum1Tree16;90;12
Sum1Tree17;95;11
Sum1Tree18;100;12
Sum1Tree19;105;12
Sum1Tree20;110;13
Sum1Tree21;115;12
Sum1Tree22;120;13
Sum1Tree23;125;13
Sum1Tree24;130;14
Sum1Tree25;135;13
Sum1Tree26;140;14
Sum1Tree27;145;14
