# II 1.88462
# samples 26
# modulo 49
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//mat_inv/RM86.xml
# vertex;sample;cycle;fu
Ldiff_UU_del_1;0;0;0
Ldiff_UV_del_1;0;0;0
Ldiff_UW_del_1;0;0;0
Ldiff_VU_del_1;0;0;0
Ldiff_VV_del_1;0;0;0
Ldiff_VW_del_1;0;0;0
Ldiff_WU_del_1;0;0;0
Ldiff_WV_del_1;0;0;0
Ldiff_WW_del_1;0;4;0
R_U;0;0;0
R_V;0;0;0
R_W;0;0;0
Product108;0;220;0
Product110;0;214;0
Product109;0;196;0
Product111;0;199;0
Product210;0;193;0
Product310;0;187;0
Product410;0;192;0
Product510;0;198;0
Product610;0;205;0
Product710;0;172;0
Product810;0;220;1
Product910;0;205;1
Inv_11;0;224;0
Inv_12;0;224;0
Inv_13;0;224;0
Inv_21;0;224;0
Inv_22;0;224;0
Inv_23;0;202;0
Inv_31;0;224;0
Inv_32;0;201;0
Inv_33;0;224;0
Inv_41;0;224;0
Inv_42;0;224;0
Inv_43;0;224;0
Add30;0;63;0
Add110;0;183;0
Add101;0;118;0
Add111;0;189;0
Add121;0;106;0
Add131;0;197;0
Add141;0;27;0
Add151;0;74;0
Add16;0;150;0
Add17;0;206;0
Add18;0;64;0
Add19;0;84;0
Add210;0;139;0
Add20;0;144;0
Add21;0;163;0
Add22;0;79;0
Add23;0;100;0
Add24;0;124;0
Add25;0;129;0
Add26;0;96;0
Add27;0;116;0
Add28;0;158;0
Add29;0;168;0
Add31;0;209;0
Add41;0;89;0
Add51;0;184;0
Product114;0;59;0
Add61;0;115;0
Add71;0;179;0
Add81;0;94;0
Add91;0;159;0
Product112;0;44;0
Product113;0;92;0
Product1010;0;38;0
Product100;0;38;1
Product101;0;35;0
Product102;0;89;1
Product103;0;69;0
Product104;0;130;0
Product105;0;87;2
Product106;0;55;0
Product107;0;61;0
Product291;0;53;0
Product121;0;15;0
Product131;0;53;1
Product141;0;47;0
Product151;0;98;1
Product161;0;32;1
Product171;0;19;0
Product181;0;28;0
Product191;0;3;1
Product211;0;45;1
Product201;0;61;1
Product212;0;56;0
Product221;0;42;0
Product231;0;8;0
Product241;0;109;0
Product251;0;15;1
Product261;0;31;0
Product271;0;47;1
Product281;0;148;0
Product501;0;47;2
Product311;0;79;0
Product301;0;70;0
Product312;0;82;0
Product321;0;48;0
Product331;0;36;0
Product341;0;10;1
Product351;0;12;2
Product361;0;95;1
Product371;0;53;2
Product381;0;43;1
Product391;0;49;2
Product411;0;11;1
Product401;0;16;0
Product412;0;37;0
Product421;0;21;1
Product431;0;48;1
Product441;0;120;0
Product451;0;41;0
Product461;0;41;1
Product471;0;92;2
Product481;0;47;3
Product491;0;39;0
Product511;0;56;1
Product78;0;155;1
Product79;0;55;1
Product512;0;22;1
Product521;0;155;2
Product531;0;115;0
Product54;0;69;1
Product55;0;42;1
Product56;0;5;0
Product57;0;7;2
Product58;0;8;3
Product59;0;4;3
Product611;0;9;2
Product60;0;29;0
Product61;0;53;4
Product62;0;17;1
Product63;0;14;0
Product64;0;7;3
Product65;0;48;2
Product66;0;31;1
Product67;0;1;1
Product68;0;197;2
Product69;0;72;0
Product711;0;39;1
Product70;0;128;1
Product71;0;21;2
Product72;0;69;2
Product73;0;45;2
Product74;0;8;4
Product75;0;41;2
Product76;0;13;0
