# II 2.6
# samples 5
# modulo 13
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//mat_inv.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//mat_inv/RM57.xml
# vertex;sample;cycle;fu
Ldiff_UU_del_1;0;4;0
Ldiff_UV_del_1;0;10;0
Ldiff_UW_del_1;0;0;0
Ldiff_VU_del_1;0;11;0
Ldiff_VV_del_1;0;4;0
Ldiff_VW_del_1;0;2;0
Ldiff_WU_del_1;0;2;0
Ldiff_WV_del_1;0;0;0
Ldiff_WW_del_1;0;4;0
R_U;0;0;0
R_V;0;3;0
R_W;0;3;0
Product108;0;124;0
Product110;0;124;1
Product109;0;124;2
Product111;0;124;3
Product210;0;124;4
Product310;0;124;5
Product410;0;124;6
Product510;0;124;7
Product610;0;124;8
Product710;0;124;9
Product810;0;124;10
Product910;0;124;11
Inv_11;0;128;0
Inv_12;0;128;0
Inv_13;0;128;0
Inv_21;0;128;0
Inv_22;0;128;0
Inv_23;0;128;0
Inv_31;0;128;0
Inv_32;0;128;0
Inv_33;0;128;0
Inv_41;0;128;0
Inv_42;0;128;0
Inv_43;0;128;0
Add30;0;38;0
Add110;0;115;0
Add101;0;104;0
Add111;0;114;0
Add121;0;93;0
Add131;0;103;1
Add141;0;109;0
Add151;0;119;1
Add16;0;20;0
Add17;0;119;2
Add18;0;32;0
Add19;0;37;1
Add210;0;109;1
Add20;0;56;0
Add21;0;61;0
Add22;0;21;0
Add23;0;33;1
Add24;0;51;2
Add25;0;107;0
Add26;0;84;1
Add27;0;89;2
Add28;0;104;1
Add29;0;112;1
Add31;0;119;3
Add41;0;98;2
Add51;0;111;3
Product114;0;106;0
Add61;0;66;0
Add71;0;119;4
Add81;0;107;1
Add91;0;118;1
Product112;0;9;0
Product113;0;106;1
Product1010;0;22;1
Product100;0;11;0
Product101;0;22;2
Product102;0;19;0
Product103;0;88;0
Product104;0;61;3
Product105;0;30;0
Product106;0;80;2
Product107;0;80;3
Product291;0;104;0
Product121;0;5;0
Product131;0;16;0
Product141;0;4;1
Product151;0;100;4
Product161;0;5;1
Product171;0;9;5
Product181;0;11;1
Product191;0;10;1
Product211;0;91;1
Product201;0;92;0
Product212;0;94;1
Product221;0;89;2
Product231;0;106;4
Product241;0;14;1
Product251;0;6;1
Product261;0;16;2
Product271;0;15;5
Product281;0;115;3
Product501;0;83;2
Product311;0;95;2
Product301;0;59;12
Product312;0;50;4
Product321;0;10;2
Product331;0;12;0
Product341;0;15;6
Product351;0;8;0
Product361;0;114;3
Product371;0;16;3
Product381;0;97;2
Product391;0;100;6
Product411;0;22;7
Product401;0;4;3
Product412;0;11;5
Product421;0;5;3
Product431;0;5;4
Product441;0;103;1
Product451;0;105;2
Product461;0;90;2
Product471;0;12;3
Product481;0;11;6
Product491;0;8;1
Product511;0;28;7
Product78;0;54;8
Product79;0;52;2
Product512;0;7;13
Product521;0;15;9
Product531;0;12;4
Product54;0;87;8
Product55;0;87;9
Product56;0;16;4
Product57;0;7;14
Product58;0;6;3
Product59;0;16;5
Product611;0;14;3
Product60;0;106;10
Product61;0;106;11
Product62;0;105;4
Product63;0;20;15
Product64;0;104;3
Product65;0;6;4
Product66;0;6;5
Product67;0;12;5
Product68;0;108;4
Product69;0;97;6
Product711;0;24;7
Product70;0;14;5
Product71;0;16;6
Product72;0;24;8
Product73;0;23;4
Product74;0;18;5
Product75;0;26;4
Product76;0;13;5
Product77;0;10;5
Add112;0;30;1
Add10;0;80;5
Product811;0;8;2
Product80;0;34;3
Product81;0;30;5
Product82;0;27;6
Product83;0;25;6
Product84;0;94;7
Product85;0;22;10
Product86;0;14;7
Product87;0;25;7
Product88;0;11;9
Product89;0;1;8
Product911;0;106;12
Product90;0;103;8
Product91;0;27;9
Product92;0;18;6
Product93;0;29;8
Product94;0;15;13
Product95;0;5;7
Product96;0;15;14
Product97;0;72;16
Product98;0;53;10
Product99;0;16;9
Subtract12;0;104;0
Subtract1;0;114;0
Subtract10;0;42;0
Subtract11;0;97;0
Subtract2;0;104;1
Subtract3;0;111;0
