# II 16
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//iir_sos16.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//iir_sos16/RM4.xml
# vertex;cycle;fu
Product11;5;0
Product12;29;0
Product13;15;0
In2;0;0
Product;1;0
Product1;1;1
Product10;21;1
Product14;30;0
Product15;16;0
Product16;39;0
Product17;26;0
Product18;59;0
Product19;43;1
Product2;2;0
Product20;69;2
Product21;56;0
Product22;75;2
Product23;54;0
Product24;39;1
Product25;24;1
Product26;49;2
Product27;35;0
Product28;50;1
Product29;44;0
Product3;3;1
Product30;61;1
Product31;52;0
Product32;80;1
Product33;63;1
Product34;99;2
Product35;84;1
Product36;111;2
Product37;94;1
Product38;109;2
Product39;93;3
Product4;9;0
Product40;121;1
Product41;103;2
Product42;140;1
Product43;127;3
Product44;80;2
Product45;150;1
Product46;133;3
Product47;150;2
Product48;135;3
Product49;121;2
Product5;2;2
Product50;106;1
Product51;129;3
Product52;124;2
Product53;130;3
Product54;126;2
Product55;72;2
Product56;139;3
Product57;132;2
Product58;89;3
Product59;74;2
Product6;10;3
Product60;94;3
Product61;76;3
Product62;99;3
Product63;86;3
Sum20;75;0
Product7;8;3
Product8;20;3
Product9;16;3
Sum1;20;0
Sum10;30;0
Sum11;24;0
Sum12;35;0
Sum13;28;0
Sum14;33;0
Sum15;45;0
Sum16;34;0
Sum17;60;1
Sum18;70;0
Sum19;65;1
Sum2;10;0
Sum38;115;1
Sum21;63;0
Sum22;75;1
Sum23;85;0
Sum24;79;1
Sum25;50;1
Sum26;44;2
Sum27;55;0
Sum28;43;2
Sum29;53;1
Sum3;5;2
Sum30;65;2
Sum31;54;1
Sum32;80;0
Sum33;100;1
Sum34;110;1
Sum35;104;1
Sum36;115;2
Sum37;105;0
Sum6;14;2
Sum39;125;1
Sum4;15;2
Sum40;115;3
Sum41;140;3
Sum42;150;2
Sum43;144;1
Sum44;90;1
Sum45;155;3
Sum46;144;2
Sum47;154;2
Sum48;165;3
Sum49;154;3
Sum5;7;1
Sum50;130;2
Sum51;125;2
Sum52;135;2
Sum53;125;3
Sum54;134;3
Sum55;84;2
Sum56;145;3
Sum57;137;1
Sum58;160;3
Sum59;95;3
b13;0;0
b14;0;0
Sum60;87;3
Sum61;94;3
Sum62;105;2
Sum63;98;3
Sum64;120;2
Sum7;25;3
Sum8;20;3
Sum9;40;3
a;0;0
a1;0;0
a10;0;0
a11;0;0
a12;0;0
a13;0;0
a14;0;0
a15;0;0
a2;0;0
a3;0;0
a4;0;0
a5;0;0
a6;0;0
a7;0;0
a8;0;0
a9;0;0
b;0;0
b1;0;0
b10;0;0
b11;0;0
b12;0;0
d4;0;0
d5;0;0
b15;0;0
b2;0;0
b3;0;0
b4;0;0
b5;0;0
b6;0;0
b7;0;0
b8;0;0
b9;0;0
c;0;0
c1;0;0
c10;0;0
c11;0;0
c12;0;0
c13;0;0
c14;0;0
c15;0;0
c2;0;0
c3;0;0
c4;0;0
c5;0;0
c6;0;0
c7;0;0
c8;0;0
c9;0;0
d;0;0
d1;0;0
d10;0;0
d11;0;0
d12;0;0
d13;0;0
d14;0;0
d15;0;0
d2;0;0
d3;0;0
d6;0;0
d7;0;0
d8;0;0
d9;0;0
Out2;170;0
