# II 14
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//iir_sos16.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//iir_sos16/RM5.xml
# vertex;cycle;fu
Product11;7;0
Product12;31;0
Product13;28;0
In2;0;0
Product;1;0
Product1;1;1
Product10;21;1
Product14;34;0
Product15;19;0
Product16;41;0
Product17;30;0
Product18;62;1
Product19;61;1
Product2;3;1
Product20;71;2
Product21;60;0
Product22;74;1
Product23;65;0
Product24;41;1
Product25;37;1
Product26;51;2
Product27;38;0
Product28;52;1
Product29;42;1
Product3;2;1
Product30;61;2
Product31;48;2
Product32;81;0
Product33;72;2
Product34;102;2
Product35;101;2
Product36;111;2
Product37;103;3
Product38;111;3
Product39;108;2
Product4;11;1
Product40;121;3
Product41;110;0
Product42;143;3
Product43;134;0
Product44;82;1
Product45;152;2
Product46;138;3
Product47;155;3
Product48;154;2
Product49;122;3
Product5;4;3
Product50;110;4
Product51;131;4
Product52;118;3
Product53;134;1
Product54;123;2
Product55;74;4
Product56;141;4
Product57;139;4
Product58;91;2
Product59;80;4
Product6;14;3
Product60;93;4
Product61;81;3
Product62;101;4
Product63;92;2
Sum20;75;0
Product7;2;3
Product8;21;3
Product9;7;4
Sum1;20;0
Sum10;30;0
Sum11;25;0
Sum12;35;0
Sum13;27;0
Sum14;35;1
Sum15;45;0
Sum16;38;0
Sum17;60;0
Sum18;70;0
Sum19;65;0
Sum2;10;1
Sum38;115;1
Sum21;68;0
Sum22;75;1
Sum23;85;0
Sum24;78;0
Sum25;50;1
Sum26;45;2
Sum27;55;1
Sum28;45;3
Sum29;55;2
Sum3;5;2
Sum30;65;1
Sum31;56;1
Sum32;80;2
Sum33;100;1
Sum34;110;1
Sum35;105;2
Sum36;115;4
Sum37;108;3
Sum6;15;1
Sum39;125;3
Sum4;15;2
Sum40;116;1
Sum41;140;2
Sum42;150;4
Sum43;145;3
Sum44;90;1
Sum45;156;2
Sum46;151;1
Sum47;156;3
Sum48;166;2
Sum49;160;2
Sum5;9;2
Sum50;130;2
Sum51;125;4
Sum52;135;3
Sum53;130;3
Sum54;135;4
Sum55;85;3
Sum56;145;4
Sum57;138;3
Sum58;161;3
Sum59;95;2
b13;0;0
b14;0;0
Sum60;86;4
Sum61;95;3
Sum62;105;4
Sum63;98;3
Sum64;120;2
Sum7;25;4
Sum8;20;3
Sum9;40;4
a;0;0
a1;0;0
a10;0;0
a11;0;0
a12;0;0
a13;0;0
a14;0;0
a15;0;0
a2;0;0
a3;0;0
a4;0;0
a5;0;0
a6;0;0
a7;0;0
a8;0;0
a9;0;0
b;0;0
b1;0;0
b10;0;0
b11;0;0
b12;0;0
d4;0;0
d5;0;0
b15;0;0
b2;0;0
b3;0;0
b4;0;0
b5;0;0
b6;0;0
b7;0;0
b8;0;0
b9;0;0
c;0;0
c1;0;0
c10;0;0
c11;0;0
c12;0;0
c13;0;0
c14;0;0
c15;0;0
c2;0;0
c3;0;0
c4;0;0
c5;0;0
c6;0;0
c7;0;0
c8;0;0
c9;0;0
d;0;0
d1;0;0
d10;0;0
d11;0;0
d12;0;0
d13;0;0
d14;0;0
d15;0;0
d2;0;0
d3;0;0
d6;0;0
d7;0;0
d8;0;0
d9;0;0
Out2;171;0
