# II 64
# graph /home/nfiege/Repositories/hatschet/benchmarks/origami//iir_sos16.graphml
# resourceModel /home/nfiege/Repositories/experiments/trunk/rmIntII/origami//iir_sos16/RM1.xml
# vertex;cycle;fu
Product11;12;0
Product12;24;0
Product13;8;0
In2;0;0
Product;2;0
Product1;1;0
Product10;20;0
Product14;21;0
Product15;29;0
Product16;33;0
Product17;26;0
Product18;40;0
Product19;48;0
Product2;3;0
Product20;54;0
Product21;35;0
Product22;23;0
Product23;30;0
Product24;10;0
Product25;39;0
Product26;22;0
Product27;16;0
Product28;31;0
Product29;5;0
Product3;4;0
Product30;19;0
Product31;46;0
Product32;53;0
Product33;11;0
Product34;63;0
Product35;62;0
Product36;71;0
Product37;50;0
Product38;64;0
Product39;59;0
Product4;6;0
Product40;92;0
Product41;32;0
Product42;105;0
Product43;42;0
Product44;58;0
Product45;113;0
Product46;98;0
Product47;102;0
Product48;52;0
Product49;120;0
Product5;9;0
Product50;43;0
Product51;100;0
Product52;18;0
Product53;89;0
Product54;44;0
Product55;47;0
Product56;115;0
Product57;55;0
Product58;57;0
Product59;37;0
Product6;13;0
Product60;45;0
Product61;27;0
Product62;61;0
Product63;60;0
Sum20;76;0
Product7;14;0
Product8;17;0
Product9;15;0
Sum1;21;0
Sum10;31;0
Sum11;24;0
Sum12;36;0
Sum13;30;0
Sum14;34;0
Sum15;46;0
Sum16;35;0
Sum17;61;0
Sum18;71;0
Sum19;59;0
Sum2;11;0
Sum38;113;0
Sum21;63;0
Sum22;73;0
Sum23;86;0
Sum24;45;0
Sum25;51;0
Sum26;43;0
Sum27;56;0
Sum28;48;0
Sum29;29;0
Sum3;6;0
Sum30;66;0
Sum31;44;0
Sum32;81;0
Sum33;101;0
Sum34;111;0
Sum35;65;0
Sum36;116;0
Sum37;104;0
Sum6;14;0
Sum39;126;0
Sum4;16;0
Sum40;119;0
Sum41;141;0
Sum42;151;0
Sum43;133;0
Sum44;91;0
Sum45;156;0
Sum46;124;0
Sum47;122;0
Sum48;166;0
Sum49;148;0
Sum5;10;0
Sum50;131;0
Sum51;114;0
Sum52;136;0
Sum53;128;0
Sum54;117;0
Sum55;79;0
Sum56;146;0
Sum57;103;0
Sum58;161;0
Sum59;96;0
b13;0;0
b14;0;0
Sum60;89;0
Sum61;68;0
Sum62;106;0
Sum63;54;0
Sum64;121;0
Sum7;26;0
Sum8;19;0
Sum9;41;0
a;0;0
a1;0;0
a10;0;0
a11;0;0
a12;0;0
a13;0;0
a14;0;0
a15;0;0
a2;0;0
a3;0;0
a4;0;0
a5;0;0
a6;0;0
a7;0;0
a8;0;0
a9;0;0
b;0;0
b1;0;0
b10;0;0
b11;0;0
b12;0;0
d4;0;0
d5;0;0
b15;0;0
b2;0;0
b3;0;0
b4;0;0
b5;0;0
b6;0;0
b7;0;0
b8;0;0
b9;0;0
c;0;0
c1;0;0
c10;0;0
c11;0;0
c12;0;0
c13;0;0
c14;0;0
c15;0;0
c2;0;0
c3;0;0
c4;0;0
c5;0;0
c6;0;0
c7;0;0
c8;0;0
c9;0;0
d;0;0
d1;0;0
d10;0;0
d11;0;0
d12;0;0
d13;0;0
d14;0;0
d15;0;0
d2;0;0
d3;0;0
d6;0;0
d7;0;0
d8;0;0
d9;0;0
Out2;171;0
