# II 21.3333
# samples 3
# modulo 64
# graph /home/groups/fb16-digi/opt/hatschet/benchmarks/origami//iir_sos16.graphml
# resourceModel /home/groups/fb16-digi/projects/ratII/rm/origami//iir_sos16/RM58.xml
# vertex;sample;cycle;fu
Product11;0;192;0
Product12;0;236;0
Product13;0;236;1
In2;0;0;0
Product;0;68;0
Product1;0;64;1
Product10;0;213;0
Product14;0;250;0
Product15;0;229;0
Product16;0;303;0
Product17;0;301;0
Product18;0;466;0
Product19;0;445;0
Product2;0;88;0
Product20;0;481;0
Product21;0;481;1
Product22;0;495;1
Product23;0;474;0
Product24;0;317;1
Product25;0;296;0
Product26;0;370;0
Product27;0;370;1
Product28;0;384;2
Product29;0;363;0
Product3;0;67;0
Product30;0;448;3
Product31;0;448;4
Product32;0;545;2
Product33;0;552;1
Product34;0;697;0
Product35;0;676;0
Product36;0;770;0
Product37;0;768;5
Product38;0;787;0
Product39;0;766;0
Product4;0;121;1
Product40;0;819;0
Product41;0;819;1
Product42;0;946;2
Product43;0;925;0
Product44;0;566;0
Product45;0;1013;0
Product46;0;1013;1
Product47;0;1027;1
Product48;0;1006;0
Product49;0;833;0
Product5;0;123;0
Product50;0;812;2
Product51;0;902;0
Product52;0;902;1
Product7;0;118;1
Product53;0;923;0
Product54;0;902;2
Product55;0;545;3
Product56;0;928;0
Product57;0;928;1
Product58;0;619;1
Product59;0;616;2
Product6;0;139;0
Product60;0;639;0
Product61;0;618;0
Product62;0;682;1
Product63;0;682;2
Sum20;0;477;0
Product8;0;192;6
Product9;0;192;7
Sum1;0;134;0
Sum10;0;208;0
Sum11;0;196;0
Sum12;0;222;0
Sum13;0;217;0
Sum14;0;240;0
Sum15;0;264;0
Sum16;0;256;0
Sum17;0;379;0
Sum18;0;461;0
Sum19;0;453;0
Sum2;0;83;0
Sum38;0;775;0
Sum21;0;472;0
Sum22;0;485;0
Sum23;0;514;0
Sum24;0;509;0
Sum25;0;312;0
Sum26;0;307;0
Sum27;0;329;0
Sum28;0;321;0
Sum29;0;374;0
Sum3;0;76;0
Sum30;0;402;0
Sum31;0;394;0
Sum32;0;490;0
Sum33;0;634;0
Sum34;0;692;0
Sum35;0;686;0
Sum36;0;731;0
Sum37;0;725;0
Sum6;0;127;0
Sum39;0;804;0
Sum4;0;97;0
Sum40;0;799;0
Sum41;0;918;0
Sum42;0;941;0
Sum43;0;934;0
Sum44;0;561;0
Sum45;0;1001;0
Sum46;0;995;0
Sum47;0;1017;0
Sum48;0;1074;0
Sum49;0;1067;0
Sum5;0;92;0
Sum50;0;828;0
Sum51;0;823;0
Sum52;0;871;0
Sum53;0;864;0
Sum54;0;911;0
Sum55;0;556;0
Sum56;0;936;0
Sum57;0;930;0
Sum58;0;1022;0
Sum59;0;587;0
b13;0;0;0
b14;0;0;0
Sum60;0;579;0
Sum61;0;623;0
Sum62;0;666;0
Sum63;0;660;0
Sum64;0;782;0
Sum7;0;151;0
Sum8;0;145;0
Sum9;0;245;0
a;0;0;0
a1;0;0;0
a10;0;0;0
a11;0;0;0
a12;0;0;0
a13;0;0;0
a14;0;0;0
a15;0;0;0
a2;0;0;0
a3;0;0;0
a4;0;0;0
a5;0;0;0
a6;0;0;0
a7;0;0;0
a8;0;0;0
a9;0;0;0
b;0;0;0
b1;0;0;0
b10;0;0;0
b11;0;0;0
b12;0;0;0
d4;0;0;0
d5;0;0;0
b15;0;0;0
b2;0;0;0
b3;0;0;0
b4;0;0;0
b5;0;0;0
b6;0;0;0
b7;0;0;0
b8;0;0;0
b9;0;0;0
c;0;0;0
c1;0;0;0
c10;0;0;0
c11;0;0;0
c12;0;0;0
c13;0;0;0
c14;0;0;0
c15;0;0;0
c2;0;0;0
c3;0;0;0
c4;0;0;0
c5;0;0;0
c6;0;0;0
c7;0;0;0
c8;0;0;0
c9;0;0;0
d;0;0;0
d1;0;0;0
d10;0;0;0
d11;0;0;0
d12;0;0;0
d13;0;0;0
d14;0;0;0
d15;0;0;0
d2;0;0;0
d3;0;0;0
d6;0;0;0
d7;0;0;0
d8;0;0;0
d9;0;0;0
Out2;0;1079;0
Product11;1;213;1
Product12;1;257;1
Product13;1;257;2
In2;1;21;0
Product;1;89;0
Product1;1;85;2
Product10;1;234;3
Product14;1;271;0
Product15;1;250;1
Product16;1;324;1
Product17;1;322;1
Product18;1;487;0
Product19;1;466;1
Product2;1;109;1
Product20;1;502;2
Product21;1;502;3
Product22;1;516;2
Product23;1;495;2
Product24;1;338;2
Product25;1;317;2
Product26;1;391;0
Product27;1;391;1
Product28;1;405;3
Product29;1;384;8
Product3;1;88;1
Product30;1;469;4
Product31;1;469;5
Product32;1;566;4
Product33;1;573;3
Product34;1;718;0
Product35;1;697;2
Product36;1;791;0
Product37;1;789;6
Product38;1;808;3
Product39;1;787;1
Product4;1;142;1
Product40;1;840;0
Product41;1;840;1
Product42;1;967;2
Product43;1;946;3
Product44;1;587;1
Product45;1;1034;0
Product46;1;1034;1
Product47;1;1048;2
Product48;1;1027;2
Product49;1;854;0
Product5;1;144;0
Product50;1;833;3
Product51;1;923;1
Product52;1;923;2
Product7;1;139;2
Product53;1;944;0
Product54;1;923;3
Product55;1;566;5
Product56;1;949;2
Product57;1;949;3
Product58;1;640;9
Product59;1;637;4
Product6;1;160;2
Product60;1;660;0
Product61;1;639;1
Product62;1;703;2
Product63;1;703;3
Sum20;1;498;1
Product8;1;213;7
Product9;1;213;8
Sum1;1;155;1
Sum10;1;229;1
Sum11;1;217;1
Sum12;1;243;1
Sum13;1;238;1
Sum14;1;261;1
Sum15;1;285;1
Sum16;1;277;1
Sum17;1;400;1
Sum18;1;482;1
Sum19;1;474;1
Sum2;1;104;1
Sum38;1;796;1
Sum21;1;493;1
Sum22;1;506;1
Sum23;1;535;1
Sum24;1;530;1
Sum25;1;333;1
Sum26;1;328;1
Sum27;1;350;1
Sum28;1;342;1
Sum29;1;395;1
Sum3;1;97;1
Sum30;1;423;1
Sum31;1;415;1
Sum32;1;511;1
Sum33;1;655;1
Sum34;1;713;1
Sum35;1;707;1
Sum36;1;752;1
Sum37;1;746;1
Sum6;1;148;1
Sum39;1;825;1
Sum4;1;118;1
Sum40;1;820;1
Sum41;1;939;1
Sum42;1;962;1
Sum43;1;955;1
Sum44;1;582;1
Sum45;1;1022;1
Sum46;1;1016;1
Sum47;1;1038;1
Sum48;1;1095;1
Sum49;1;1088;1
Sum5;1;113;1
Sum50;1;849;1
Sum51;1;844;1
Sum52;1;892;1
Sum53;1;885;1
Sum54;1;932;1
Sum55;1;577;1
Sum56;1;957;1
Sum57;1;951;1
Sum58;1;1043;1
Sum59;1;608;1
b13;1;21;0
b14;1;21;0
Sum60;1;600;1
Sum61;1;644;1
Sum62;1;687;1
Sum63;1;681;1
Sum64;1;803;1
Sum7;1;172;1
Sum8;1;166;1
Sum9;1;266;1
a;1;21;0
a1;1;21;0
a10;1;21;0
a11;1;21;0
a12;1;21;0
a13;1;21;0
a14;1;21;0
a15;1;21;0
a2;1;21;0
a3;1;21;0
a4;1;21;0
a5;1;21;0
a6;1;21;0
a7;1;21;0
a8;1;21;0
a9;1;21;0
b;1;21;0
b1;1;21;0
b10;1;21;0
b11;1;21;0
b12;1;21;0
d4;1;21;0
d5;1;21;0
b15;1;21;0
b2;1;21;0
b3;1;21;0
b4;1;21;0
b5;1;21;0
b6;1;21;0
b7;1;21;0
b8;1;21;0
b9;1;21;0
c;1;21;0
c1;1;21;0
c10;1;21;0
c11;1;21;0
c12;1;21;0
c13;1;21;0
c14;1;21;0
c15;1;21;0
c2;1;21;0
c3;1;21;0
c4;1;21;0
c5;1;21;0
c6;1;21;0
c7;1;21;0
c8;1;21;0
c9;1;21;0
d;1;21;0
d1;1;21;0
d10;1;21;0
d11;1;21;0
d12;1;21;0
d13;1;21;0
d14;1;21;0
d15;1;21;0
d2;1;21;0
d3;1;21;0
d6;1;21;0
d7;1;21;0
d8;1;21;0
d9;1;21;0
Out2;1;1100;0
Product11;2;235;2
Product12;2;279;1
Product13;2;279;2
In2;2;43;0
Product;2;111;3
Product1;2;107;3
Product10;2;256;10
Product14;2;293;1
Product15;2;272;1
Product16;2;346;1
Product17;2;344;3
Product18;2;509;5
Product19;2;488;4
Product2;2;131;3
Product20;2;524;0
Product21;2;524;1
Product22;2;538;2
Product23;2;517;0
Product24;2;360;5
Product25;2;339;2
Product26;2;413;1
Product27;2;413;2
Product28;2;427;4
Product29;2;406;1
Product3;2;110;1
Product30;2;491;5
Product31;2;491;6
Product32;2;588;2
Product33;2;595;3
Product34;2;740;1
Product35;2;719;1
Product36;2;813;2
Product37;2;811;7
Product38;2;830;1
Product39;2;809;0
Product4;2;164;2
Product40;2;862;0
Product41;2;862;1
Product42;2;989;3
Product43;2;968;2
Product44;2;609;4
Product45;2;1056;3
Product46;2;1056;4
Product47;2;1070;2
Product48;2;1049;1
Product49;2;876;3
Product5;2;166;0
Product50;2;855;3
Product51;2;945;0
Product52;2;945;1
Product7;2;161;5
Product53;2;966;3
Product54;2;945;2
Product55;2;588;3
Product56;2;971;3
Product57;2;971;4
Product58;2;662;2
Product59;2;659;4
Product6;2;182;6
Product60;2;682;4
Product61;2;661;9
Product62;2;725;10
Product63;2;725;11
Sum20;2;520;2
Product8;2;235;8
Product9;2;235;9
Sum1;2;177;2
Sum10;2;251;2
Sum11;2;239;2
Sum12;2;265;2
Sum13;2;260;2
Sum14;2;283;2
Sum15;2;307;2
Sum16;2;299;2
Sum17;2;422;2
Sum18;2;504;2
Sum19;2;496;2
Sum2;2;126;2
Sum38;2;818;2
Sum21;2;515;2
Sum22;2;528;2
Sum23;2;557;2
Sum24;2;552;2
Sum25;2;355;2
Sum26;2;350;2
Sum27;2;372;2
Sum28;2;364;2
Sum29;2;417;2
Sum3;2;119;2
Sum30;2;445;2
Sum31;2;437;2
Sum32;2;533;2
Sum33;2;677;2
Sum34;2;735;2
Sum35;2;729;2
Sum36;2;774;2
Sum37;2;768;2
Sum6;2;170;2
Sum39;2;847;2
Sum4;2;140;2
Sum40;2;842;2
Sum41;2;961;2
Sum42;2;984;2
Sum43;2;977;2
Sum44;2;604;2
Sum45;2;1044;2
Sum46;2;1038;2
Sum47;2;1060;2
Sum48;2;1117;2
Sum49;2;1110;2
Sum5;2;135;2
Sum50;2;871;2
Sum51;2;866;2
Sum52;2;914;2
Sum53;2;907;2
Sum54;2;954;2
Sum55;2;599;2
Sum56;2;979;2
Sum57;2;973;2
Sum58;2;1065;2
Sum59;2;630;2
b13;2;43;0
b14;2;43;0
Sum60;2;622;2
Sum61;2;666;2
Sum62;2;709;2
Sum63;2;703;2
Sum64;2;825;2
Sum7;2;194;2
Sum8;2;188;2
Sum9;2;288;2
a;2;43;0
a1;2;43;0
a10;2;43;0
a11;2;43;0
a12;2;43;0
a13;2;43;0
a14;2;43;0
a15;2;43;0
a2;2;43;0
a3;2;43;0
a4;2;43;0
a5;2;43;0
a6;2;43;0
a7;2;43;0
a8;2;43;0
a9;2;43;0
b;2;43;0
b1;2;43;0
b10;2;43;0
b11;2;43;0
b12;2;43;0
d4;2;43;0
d5;2;43;0
b15;2;43;0
b2;2;43;0
b3;2;43;0
b4;2;43;0
b5;2;43;0
b6;2;43;0
b7;2;43;0
b8;2;43;0
b9;2;43;0
c;2;43;0
c1;2;43;0
c10;2;43;0
c11;2;43;0
c12;2;43;0
c13;2;43;0
c14;2;43;0
c15;2;43;0
c2;2;43;0
c3;2;43;0
c4;2;43;0
c5;2;43;0
c6;2;43;0
c7;2;43;0
c8;2;43;0
c9;2;43;0
d;2;43;0
d1;2;43;0
d10;2;43;0
d11;2;43;0
d12;2;43;0
d13;2;43;0
d14;2;43;0
d15;2;43;0
d2;2;43;0
d3;2;43;0
d6;2;43;0
d7;2;43;0
d8;2;43;0
d9;2;43;0
Out2;2;1122;0
